basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2017.05,1,Jk30e,Kotourasaki,1-0 (4-3),1,hatakikomi,0,Jk31e,Matsuoka,0-1 (3-4)
2017.05,1,Jk28e,Wakainoue,0-1 (3-4),0,oshidashi,1,Jk28w,Momochizakura,1-0 (4-3)
2017.05,1,Jk22w,Taranami,1-0 (5-2),1,fusen,0,Jk21w,Wakaseiun,0-1 (4-2-1)
2017.05,1,Jk20e,Satozakura,0-1 (2-5),0,oshidashi,1,Jk19w,Kototsukahara,1-0 (5-2)
2017.05,1,Jk18e,Abezakura,1-0 (5-2),1,oshitaoshi,0,Jk17w,Tsuyasato,0-1 (2-5)
2017.05,1,Jk16e,Nakano,1-0 (3-4),1,yoritaoshi,0,Jk15w,Toshonishiki,0-1 (3-4)
2017.05,1,Jk14e,Kotosato,1-0 (4-3),1,hatakikomi,0,Jk13w,Chiyotaiho,0-1 (3-4)
2017.05,1,Jk12e,Kamito,1-0 (4-3),1,okuridashi,0,Jk11w,Kaitoma,0-1 (3-4)
2017.05,1,Jk10e,Hokuto,0-1 (3-4),0,oshidashi,1,Jk9w,Mitsuuchi,1-0 (5-2)
2017.05,1,Jk8e,Yamato,0-1 (3-4),0,yorikiri,1,Jk7w,Tainaka,1-0 (4-3)
2017.05,1,Jk2w,Kitasatsuma,0-1 (1-5-1),0,tsukidashi,1,Jk1w,Maeta,1-0 (4-3)
2017.05,1,Jd109e,Noborifuji,0-1 (2-5),0,oshidashi,1,Jd110w,Tochihayate,1-0 (5-2)
2017.05,1,Jd108e,Miura,1-0 (3-4),1,oshidashi,0,Jd107w,Higohikari,0-1 (2-5)
2017.05,1,Jd106e,Asahinishiki,1-0 (3-4),1,hatakikomi,0,Jd105w,Nishimura,0-1 (4-3)
2017.05,1,Jd104e,Teraowaka,0-1 (3-4),0,oshitaoshi,1,Jd103w,Hokutosato,1-0 (3-4)
2017.05,1,Jd101e,Umiwatari,1-0 (5-2),1,oshidashi,0,Jd101w,Wada,0-1 (3-4)
2017.05,1,Jd99e,Yanagawa,1-0 (4-3),1,hikiotoshi,0,Jd99w,Yamashita,0-1 (2-5)
2017.05,1,Jd97e,Kozakura,0-1 (4-3),0,yorikiri,1,Jd97w,Asatatsuke,1-0 (1-1-5)
2017.05,1,Jd95e,Tomiyama,1-0 (3-4),1,yorikiri,0,Jd95w,Isamiryu,0-1 (2-5)
2017.05,1,Jd93e,Itakozakura,0-1 (3-4),0,hatakikomi,1,Jd93w,Kirimaru,1-0 (4-3)
2017.05,1,Jd91e,Shimakaze,0-1 (3-4),0,oshidashi,1,Jd91w,Hitomi,1-0 (2-5)
2017.05,1,Jd89e,Fukuda,0-1 (2-5),0,oshidashi,1,Jd89w,Yoshimura,1-0 (6-1)
2017.05,1,Jd87e,Hokutoyu,1-0 (3-4),1,yorikiri,0,Jd87w,Reon,0-1 (5-2)
2017.05,1,Jd85e,Buken,1-0 (4-3),1,yorikiri,0,Jd85w,Fujinoteru,0-1 (4-3)
2017.05,1,Jd83e,Tamanoryu,0-1 (5-2),0,oshidashi,1,Jd82w,Sakurafuji,1-0 (4-3)
2017.05,1,Jd80e,Teruju,0-1 (2-5),0,yoritaoshi,1,Jd81w,Daishohama,1-0 (5-2)
2017.05,1,Jd78e,Amamidake,0-1 (4-3),0,oshidashi,1,Jd78w,Hanashi,1-0 (3-4)
2017.05,1,Jd76e,Dewanosora,1-0 (3-4),1,oshidashi,0,Jd75w,Chiyonosora,0-1 (3-4)
2017.05,1,Jd74e,Mibu,1-0 (5-2),1,yorikiri,0,Jd73w,Zendaisho,0-1 (2-5)
2017.05,1,Jd72e,Okunisato,1-0 (5-2),1,yorikiri,0,Jd71w,Shido,0-1 (4-3)
2017.05,1,Jd69e,Higonoryu,1-0 (4-3),1,yoritaoshi,0,Jd69w,Jingu,0-1 (1-6)
2017.05,1,Jd67e,Mihamaumi,1-0 (7-0),1,oshidashi,0,Jd67w,Shinzan,0-1 (2-5)
2017.05,1,Jd65e,Yukiamami,0-1 (4-3),0,yorikiri,1,Jd64w,Tokuda,1-0 (6-1)
2017.05,1,Jd63e,Sekizuka,0-1 (2-5),0,yorikiri,1,Jd62w,Kotootomo,1-0 (4-3)
2017.05,1,Jd60e,Fujiarashi,1-0 (4-3),1,oshidashi,0,Jd60w,Ayaminato,0-1 (1-6)
2017.05,1,Jd58e,Fukuminato,0-1 (2-5),0,yorikiri,1,Jd58w,Okuma,1-0 (3-4)
2017.05,1,Jd56e,Asanoshima,0-1 (3-4),0,oshitaoshi,1,Jd56w,Fujinotani,1-0 (4-3)
2017.05,1,Jd53e,Asashiomoto,0-1 (1-6),0,oshidashi,1,Jd52w,Takaseiryu,1-0 (5-2)
2017.05,1,Jd51e,Asamorimoto,1-0 (5-2),1,okuridashi,0,Jd50w,Takunoumi,0-1 (5-2)
2017.05,1,Jd48e,Gagyusan,0-1 (3-4),0,tsukiotoshi,1,Jd49e,Azumanami,1-0 (2-5)
2017.05,1,Jd46e,Yamanaka,1-0 (4-3),1,yorikiri,0,Jd46w,Banshunada,0-1 (2-5)
2017.05,1,Jd44e,Ryubu,0-1 (3-4),0,hikiotoshi,1,Jd43w,Hokutogo,1-0 (5-2)
2017.05,1,Jd42e,Daisho,1-0 (3-4),1,yorikiri,0,Jd41w,Akitoba,0-1 (4-3)
2017.05,1,Jd39e,Daigonishiki,0-1 (1-6),0,okuridashi,1,Jd39w,Kobayashi,1-0 (5-2)
2017.05,1,Jd37w,Kototaiko,0-1 (3-4),0,oshidashi,1,Jd36w,Hokutohomare,1-0 (5-2)
2017.05,1,Jd35e,Kainowaka,1-0 (3-4),1,oshidashi,0,Jd34w,Isenohana,0-1 (3-4)
2017.05,1,Jd33e,Tsuyukusa,1-0 (7-0),1,oshidashi,0,Jd32w,Aizufuji,0-1 (0-5-2)
2017.05,1,Jd31e,Ryuko,0-1 (6-1),0,okuridashi,1,Jd30w,Asaokado,1-0 (6-1)
2017.05,1,Jd29e,Terunosato,1-0 (2-5),1,oshidashi,0,Jd28w,Hanakaze,0-1 (2-5)
2017.05,1,Jd27e,Takashinryu,0-1 (0-1-6),0,fusen,1,Jd26w,Hokuseikai,1-0 (3-4)
2017.05,1,Jd25e,Toseima,1-0 (3-4),1,yorikiri,0,Jd24w,Ota,0-1 (5-2)
2017.05,1,Jd23e,Kotouruga,0-1 (2-5),0,yorikiri,1,Jd22w,Imafuku,1-0 (5-2)
2017.05,1,Jd21e,Matsuda,1-0 (4-3),1,okuridashi,0,Jd20w,Kotomiyakura,0-1 (5-2)
2017.05,1,Jd19e,Ichinoryu,0-1 (1-6),0,oshidashi,1,Jd18w,Sakaekaze,1-0 (5-2)
2017.05,1,Jd17e,Kotoomura,1-0 (2-5),1,oshidashi,0,Jd16w,Wakahizen,0-1 (3-4)
2017.05,1,Jd15e,Kirizakura,0-1 (4-3),0,tsukidashi,1,Jd14w,Miyanofuji,1-0 (5-2)
2017.05,1,Jd13e,Kotoyamato,1-0 (4-3),1,oshidashi,0,Jd12w,Hamadayama,0-1 (3-4)
2017.05,1,Jd11e,Saito,0-1 (2-5),0,yoritaoshi,1,Jd10w,Fujinokaze,1-0 (3-4)
2017.05,1,Jd9e,Hiradoumi,1-0 (4-3),1,tsukidashi,0,Jd8w,Mogaminishiki,0-1 (0-7)
2017.05,1,Jd6e,Tosahikari,1-0 (3-4),1,sukuinage,0,Jd6w,Kasuganami,0-1 (3-4)
2017.05,1,Jd4e,Hakkairyu,1-0 (3-3-1),1,yorikiri,0,Jd4w,Omote,0-1 (5-2)
2017.05,1,Jd2e,Wakasenryu,1-0 (1-3-3),1,uwatenage,0,Jd2w,Yokoe,0-1 (5-2)
2017.05,1,Sd100e,Nakashima,1-0 (6-1),1,yorikiri,0,Sd100w,Hokutonami,0-1 (3-4)
2017.05,1,Sd98e,Fukunofuji,1-0 (3-4),1,hatakikomi,0,Sd97w,Amamisho,0-1 (3-4)
2017.05,1,Sd96e,Narutaki,0-1 (2-5),0,tsukidashi,1,Sd95w,Toryu,1-0 (5-2)
2017.05,1,Sd94w,Daishomune,0-1 (4-3),0,yorikiri,1,Sd93w,Azumasho,1-0 (5-2)
2017.05,1,Sd92e,Hidano,1-0 (4-3),1,hatakikomi,0,Sd91w,Surugafuji,0-1 (3-4)
2017.05,1,Sd90e,Kenshin,0-1 (2-3-2),0,oshidashi,1,Sd89w,Okinoiwa,1-0 (6-1)
2017.05,1,Sd88e,Onokura,0-1 (3-4),0,yorikiri,1,Sd87w,Toho,1-0 (4-3)
2017.05,1,Sd86e,Kototora,1-0 (5-2),1,yorikiri,0,Sd85w,Tochisato,0-1 (2-5)
2017.05,1,Sd84e,Kotomanabe,0-1 (1-6),0,oshidashi,1,Sd83w,Minatosho,1-0 (2-5)
2017.05,1,Sd81e,Ryuseio,0-1 (4-3),0,oshitaoshi,1,Sd81w,Daishozen,1-0 (5-2)
2017.05,1,Sd79e,Yuma,0-1 (3-4),0,uchigake,1,Sd79w,Tagonofuji,1-0 (2-5)
2017.05,1,Sd77e,Sadanokuni,0-1 (4-3),0,yorikiri,1,Sd77w,Kihonoumi,1-0 (6-1)
2017.05,1,Sd75e,Hao,0-1 (3-4),0,oshitaoshi,1,Sd75w,Koshinishiki,1-0 (6-1)
2017.05,1,Sd73e,Tochimitsuru,0-1 (2-5),0,yorikiri,1,Sd73w,Kamiyutaka,1-0 (3-4)
2017.05,1,Sd71e,Haruminato,1-0 (2-5),1,oshidashi,0,Sd71w,Hienriki,0-1 (4-3)
2017.05,1,Sd69e,Yoshifuji,1-0 (5-2),1,tsukiotoshi,0,Sd69w,Mitozakura,0-1 (4-3)
2017.05,1,Sd67e,Fujinohana,1-0 (4-3),1,okuridashi,0,Sd67w,Kitanomine,0-1 (2-5)
2017.05,1,Sd65e,Kotootori,0-1 (4-3),0,oshidashi,1,Sd65w,Baraki,1-0 (3-4)
2017.05,1,Sd63e,Kaiyudai,0-1 (3-4),0,sukuinage,1,Sd63w,Wakatakakage,1-0 (7-0)
2017.05,1,Sd61e,Denzan,1-0 (5-2),1,yorikiri,0,Sd61w,Mimurodake,0-1 (1-6)
2017.05,1,Sd59e,Orora,0-1 (3-4),0,shitatenage,1,Sd59w,Hamaminato,1-0 (4-3)
2017.05,1,Sd57w,Tatsukaze,0-1 (2-5),0,hatakikomi,1,Sd56w,Hokutoshin,1-0 (2-5)
2017.05,1,Sd55e,Kasugakuni,0-1 (5-2),0,hatakikomi,1,Sd55w,Amanishiki,1-0 (3-4)
2017.05,1,Sd53e,Aoi,1-0 (4-3),1,yoritaoshi,0,Sd53w,Kurahashi,0-1 (3-4)
2017.05,1,Sd51e,Fujisato,1-0 (3-4),1,yorikiri,0,Sd51w,Kotokensei,0-1 (4-3)
2017.05,1,Sd49e,Komakiryu,1-0 (5-2),1,oshidashi,0,Sd49w,Tenichi,0-1 (4-3)
2017.05,1,Sd47e,Narumi,0-1 (3-4),0,tsukiotoshi,1,Sd47w,Haruhikari,1-0 (2-5)
2017.05,1,Sd45e,Wakanofuji,1-0 (4-3),1,yorikiri,0,Sd45w,Hitachigo,0-1 (4-3)
2017.05,1,Sd43e,Kototsubasa,0-1 (4-3),0,yorikiri,1,Sd44e,Kirinofuji,1-0 (5-2)
2017.05,1,Sd41e,Ryutsukasa,0-1 (2-5),0,oshidashi,1,Sd41w,Ginseizan,1-0 (3-4)
2017.05,1,Sd39e,Murata,1-0 (7-0),1,yorikiri,0,Sd39w,Mitotsukasa,0-1 (3-4)
2017.05,1,Sd37e,Akatsuki,1-0 (4-3),1,yorikiri,0,Sd37w,Sadanosato,0-1 (4-3)
2017.05,1,Sd35e,Asanotosa,0-1 (3-4),0,oshidashi,1,Sd34w,Koshinoryu,1-0 (2-5)
2017.05,1,Sd33e,Miyauchi,0-1 (2-5),0,oshidashi,1,Sd32w,Yutakasho,1-0 (6-1)
2017.05,1,Sd30e,Takei,1-0 (4-3),1,yorikiri,0,Sd31e,Okinohama,0-1 (3-4)
2017.05,1,Sd28e,Tokushuzan,0-1 (3-4),0,okuridashi,1,Sd29e,Asatenmai,1-0 (3-4)
2017.05,1,Sd26e,Dewaizumi,0-1 (2-5),0,yorikiri,1,Sd26w,Daishokaku,1-0 (5-2)
2017.05,1,Sd24e,Kirinoryu,1-0 (5-2),1,oshidashi,0,Sd24w,Chiyoraizan,0-1 (2-5)
2017.05,1,Sd22e,Kotorikisen,1-0 (3-4),1,okuridashi,0,Sd22w,Kyokuhozan,0-1 (1-6)
2017.05,1,Sd20e,Kaonishiki,1-0 (5-2),1,oshidashi,0,Sd20w,Dewaotori,0-1 (4-3)
2017.05,1,Sd18e,Hirotsukasa,1-0 (3-4),1,oshidashi,0,Sd18w,Yamatoarashi,0-1 (4-3)
2017.05,1,Sd16e,Yuki,1-0 (4-3),1,shitatenage,0,Sd16w,Dewanojo,0-1 (4-3)
2017.05,1,Sd14e,Kisenowaka,0-1 (1-6),0,uwatenage,1,Sd15e,Hitenryu,1-0 (5-2)
2017.05,1,Sd12e,Fukamiyama,1-0 (4-3),1,uwatenage,0,Sd12w,Kaizen,0-1 (4-3)
2017.05,1,Sd10w,Rao,0-1 (3-4),0,hatakikomi,1,Sd9w,Kotofukujuno,1-0 (5-2)
2017.05,1,Sd8e,Hasugeyama,1-0 (2-5),1,yorikiri,0,Sd8w,Chiyonokatsu,0-1 (2-5)
2017.05,1,Sd6e,Karatsuumi,0-1 (4-3),0,yorikiri,1,Sd5w,Ayanoumi,1-0 (4-3)
2017.05,1,Sd4e,Inoue,1-0 (2-5),1,oshidashi,0,Sd3w,Masuminoru,0-1 (0-7)
2017.05,1,Sd2e,Masakaze,0-1 (3-4),0,yorikiri,1,Sd1w,Genkaiho,1-0 (3-4)
2017.05,1,Ms60e,Suekawa,0-1 (1-6),0,tsukiotoshi,1,Ms59w,Dairaido,1-0 (3-4)
2017.05,1,Ms58e,Yokuyusei,0-1 (2-5),0,shitatenage,1,Ms57w,Midorifuji,1-0 (4-3)
2017.05,1,Ms56e,Omoto,0-1 (4-3),0,tsukidashi,1,Ms55w,Fukugoriki,1-0 (3-4)
2017.05,1,Ms54e,Okoryu,0-1 (3-4),0,oshitaoshi,1,Ms53w,Ikegawa,1-0 (5-2)
2017.05,1,Ms52e,Katsunofuji,0-1 (3-4),0,yorikiri,1,Ms51w,Daishoryu,1-0 (5-2)
2017.05,1,Ms50e,Tetsuyuzan,1-0 (3-4),1,yorikiri,0,Ms49w,Ohata,0-1 (4-3)
2017.05,1,Ms48e,Shonannoumi,0-1 (1-6),0,tsukiotoshi,1,Ms47w,Musashiumi,1-0 (1-2-4)
2017.05,1,Ms46e,Kotokamatani,1-0 (4-3),1,yorikiri,0,Ms45w,Takamisato,0-1 (2-5)
2017.05,1,Ms43e,Masutoo,1-0 (4-3),1,yorikiri,0,Ms43w,Daijo,0-1 (1-6)
2017.05,1,Ms41e,Tenkaiho,1-0 (5-2),1,yorikiri,0,Ms41w,Komanokuni,0-1 (3-4)
2017.05,1,Ms39e,Wakatakamoto,0-1 (3-4),0,yorikiri,1,Ms38w,Nogami,1-0 (5-2)
2017.05,1,Ms37e,Akinohana,1-0 (4-3),1,hatakikomi,0,Ms36w,Goryu,0-1 (2-5)
2017.05,1,Ms35w,Kaiseio,0-1 (2-5),0,hatakikomi,1,Ms34w,Oiwato,1-0 (7-0)
2017.05,1,Ms33e,Kansei,0-1 (4-3),0,uwatenage,1,Ms32w,Terao,1-0 (4-3)
2017.05,1,Ms31e,Tochinobori,0-1 (0-2-5),0,oshidashi,1,Ms30w,Akinoyama,1-0 (5-2)
2017.05,1,Ms29e,Nakazono,1-0 (6-1),1,yorikiri,0,Ms28w,Kagamio,0-1 (3-4)
2017.05,1,Ms27e,Yamatofuji,1-0 (3-4),1,hatakikomi,0,Ms26w,Chiyonoumi,0-1 (4-3)
2017.05,1,Ms25e,Takayoshitoshi,1-0 (4-3),1,hatakikomi,0,Ms24w,Takaryu,0-1 (4-3)
2017.05,1,Ms23e,Nionoumi,0-1 (3-4),0,tsukiotoshi,1,Ms22w,Hokaho,1-0 (4-3)
2017.05,1,Ms21e,Higonojo,1-0 (5-2),1,oshitaoshi,0,Ms20w,Tamaki,0-1 (3-4)
2017.05,1,Ms19e,Toyonoshima,0-1 (3-4),0,tsukiotoshi,1,Ms18w,Mugendai,1-0 (3-4)
2017.05,1,Ms17e,Sakigake,1-0 (2-5),1,shitatenage,0,Ms16w,Kotodaigo,0-1 (4-3)
2017.05,1,Ms15TD,Mitoryu,0-1 (3-4),0,oshidashi,1,Ms15w,Akua,1-0 (4-3)
2017.05,1,Ms13e,Sasakiyama,0-1 (1-6),0,tsukiotoshi,1,Ms14e,Sagatsukasa,1-0 (3-4)
2017.05,1,Ms11e,Daiseido,0-1 (6-1),0,tottari,1,Ms11w,Shosei,1-0 (2-5)
2017.05,1,Ms9e,Kizaki,1-0 (4-3),1,oshidashi,0,Ms9w,Wakamotoharu,0-1 (3-4)
2017.05,1,Ms7e,Dewahayate,0-1 (3-4),0,tsukidashi,1,Ms7w,Hakuyozan,1-0 (5-2)
2017.05,1,Ms5e,Kairyu,1-0 (3-4),1,oshidashi,0,Ms5w,Shimanoumi,0-1 (5-2)
2017.05,1,Ms3e,Kitaharima,1-0 (4-3),1,tsukiotoshi,0,Ms3w,Tochihiryu,0-1 (3-4)
2017.05,1,Ms1e,Abi,1-0 (5-2),1,oshidashi,0,Ms1w,Kizenryu,0-1 (4-3)
2017.05,1,J14e,Meisei,0-1 (9-6),0,sukuinage,1,J14w,Takagenji,1-0 (4-11)
2017.05,1,J13e,Homarefuji,1-0 (9-6),1,oshidashi,0,J13w,Asahisho,0-1 (7-8)
2017.05,1,J12e,Ryuden,1-0 (9-6),1,uwatenage,0,J12w,Kitataiki,0-1 (8-7)
2017.05,1,J11e,Terutsuyoshi,0-1 (7-8),0,katasukashi,1,J11w,Satoyama,1-0 (7-8)
2017.05,1,J10e,Rikishin,0-1 (6-9),0,yorikiri,1,J10w,Amakaze,1-0 (9-6)
2017.05,1,J9e,Chiyootori,1-0 (7-8),1,tsukiotoshi,0,J9w,Kotoeko,0-1 (8-7)
2017.05,1,J8e,Seiro,1-0 (8-7),1,hikiotoshi,0,J8w,Aminishiki,0-1 (9-6)
2017.05,1,J7e,Asanoyama,0-1 (8-7),0,yorikiri,1,J7w,Daiamami,1-0 (7-8)
2017.05,1,J6e,Chiyoo,1-0 (8-7),1,yorikiri,0,J6w,Tsurugisho,0-1 (6-9)
2017.05,1,J5e,Hidenoumi,0-1 (8-7),0,yorikiri,1,J5w,Azumaryu,1-0 (8-7)
2017.05,1,J4e,Nishikigi,0-1 (10-5),0,hatakikomi,1,J4w,Yamaguchi,1-0 (5-10)
2017.05,1,J3e,Gagamaru,0-1 (9-6),0,hatakikomi,1,J3w,Kyokutaisei,1-0 (6-9)
2017.05,1,J2e,Chiyomaru,0-1 (9-6),0,yorikiri,1,J2w,Kyokushuho,1-0 (8-7)
2017.05,1,J1e,Sadanoumi,1-0 (9-6),1,yorikiri,0,J1w,Osunaarashi,0-1 (2-13)
2017.05,1,M16e,Yutakayama,1-0 (4-11),1,yorikiri,0,M15w,Kaisei,0-1 (7-8)
2017.05,1,M15e,Myogiryu,0-1 (4-11),0,tsukidashi,1,M14w,Chiyotairyu,1-0 (9-6)
2017.05,1,M14e,Onosho,0-1 (10-5),0,tsukiotoshi,1,M13w,Daishomaru,1-0 (8-7)
2017.05,1,M13e,Toyohibiki,1-0 (4-11),1,tsukiotoshi,0,M12w,Kotoyuki,0-1 (6-9)
2017.05,1,M12e,Tokushoryu,0-1 (8-7),0,oshidashi,1,M11w,Ishiura,1-0 (8-7)
2017.05,1,M11e,Arawashi,0-1 (7-8),0,oshidashi,1,M10w,Ura,1-0 (11-4)
2017.05,1,M10e,Tochinoshin,1-0 (12-3),1,hatakikomi,0,M9w,Kagayaki,0-1 (9-6)
2017.05,1,M9e,Ichinojo,0-1 (8-7),0,okuridashi,1,M8w,Sokokurai,1-0 (5-10)
