basho,rank,rikishi,height,weight
2007.01,Y1e,Asashoryu,184,146
2007.01,O1e,Kotooshu,204,140.9
2007.01,O1w,Tochiazuma,180,153.5
2007.01,O2e,Kaio,184.5,167.7
2007.01,O2w,Chiyotaikai,181,158
2007.01,O3w,Hakuho,192,148.2
2007.01,S1e,Kotomitsuki,182,156
2007.01,S1w,Miyabiyama,188,181.5
2007.01,K1e,Kisenosato,186.5,155.5
2007.01,K1w,Roho,194,146.5
2007.01,M1e,Kotoshogiku,179,150
2007.01,M1w,Dejima,181,160.5
2007.01,M2e,Tokitenku,187,140.3
2007.01,M2w,Aminishiki,185,129.5
2007.01,M3e,Kyokutenho,192,152.4
2007.01,M3w,Baruto,198,167.8
2007.01,M4e,Ama,185,113
2007.01,M4w,Homasho,185.5,138.5
2007.01,M5e,Takamisakari,188,133.5
2007.01,M5w,Kokkai,189,165
2007.01,M6e,Asasekiryu,185.5,143.5
2007.01,M6w,Tochinonada,187,161
2007.01,M7e,Kasugao,183,153
2007.01,M7w,Futeno,180.5,149
2007.01,M8e,Kakuryu,185.5,126
2007.01,M8w,Takekaze,171,142
2007.01,M9e,Kakizoe,177,136
2007.01,M9w,Toyonoshima,170,130.4
2007.01,M10e,Iwakiyama,184.5,175
2007.01,M10w,Jumonji,184,153.7
2007.01,M11e,Tamakasuga,182,153.5
2007.01,M11w,Tochinohana,184,140
2007.01,M12e,Toyozakura,183,134.3
2007.01,M12w,Tokitsuumi,183,131.5
2007.01,M13e,Kasuganishiki,188,146
2007.01,M13w,Yoshikaze,176.5,132.6
2007.01,M14e,Tamanoshima,187,157.4
2007.01,M14w,Hakurozan,189,140
2007.01,M15e,Asofuji,179,124.5
2007.01,M15w,Ushiomaru,176,168
2007.01,M16e,Tosanoumi,186,146
2007.01,M16w,Otsukasa,175,148.4
2007.01,J1e,Hokutoriki,182.5,152.8
2007.01,J1w,Kitazakura,189,173
2007.01,J2e,Katayama,179,136.5
2007.01,J2w,Tochiozan,187,132
2007.01,J3e,Satoyama,177.5,112.7
2007.01,J3w,Shimotori,188,139.4
2007.01,J4e,Hochiyama,189,142
2007.01,J4w,Wakanosato,184.5,154.8
2007.01,J5e,Tamarikido,184.5,138
2007.01,J5w,Ryuho,183,149
2007.01,J6e,Takanowaka,190,148
2007.01,J6w,Kaiho,178,121
2007.01,J7e,Ryuo,176.5,147.2
2007.01,J7w,Masatsukasa,182,130
2007.01,J8e,Tochisakae,185,152.1
2007.01,J8w,Kyokunankai,180,126.5
2007.01,J9e,Shunketsu,177,121.6
2007.01,J9w,Sumanofuji,176,142
2007.01,J10e,Wakatoba,176,127.7
2007.01,J10w,Goeido,182,125
2007.01,J11e,Hakuba,186.5,113.6
2007.01,J11w,Oga,180,115.5
2007.01,J12e,Kobo,181,137.5
2007.01,J12w,Wakanoho,193,141.2
2007.01,J13e,Bushuyama,191.5,159.5
2007.01,J13w,Koryu,186,144.2
2007.01,J14e,Toyohibiki,183.5,160.5
2007.01,J14w,Daimanazuru,188.5,164.5
2007.01,Ms1e,Shiraishi,173,125
2007.01,Ms1w,Tamaasuka,184,144
2007.01,Ms2e,Takamifuji,187.2,136
2007.01,Ms2w,Dairaido,178,146.1
2007.01,Ms3e,Chiyohakuho,180,128
2007.01,Ms3w,Hokutoiwa,176,164
2007.01,Ms4e,Raiko,188.5,158.6
2007.01,Ms4w,Mokonami,186.5,134
2007.01,Ms5e,Kanbayashi,178,133.2
2007.01,Ms5w,Miyamoto,180.5,162
2007.01,Ms6e,Maeta,179,188
2007.01,Ms6w,Asahimaru,178,185.5
2007.01,Ms7e,Sugita,165.5,105.5
2007.01,Ms7w,Tochinoyama,175.5,129
2007.01,Ms8e,Kotokasuga,182,133.5
2007.01,Ms8w,Daiyubu,190,108
2007.01,Ms9e,Wakakirin,186,125.8
2007.01,Ms9w,Daishoyama,176.5,154
2007.01,Ms10e,Furuichi,174,99.5
2007.01,Ms10w,Hokutokuni,178,133.2
2007.01,Ms10TD,Ichihara,182,170
2007.01,Ms11e,Yakigaya,179,153.5
2007.01,Ms11w,Wakatenro,183.5,151
2007.01,Ms12e,Buyuzan,181,164
2007.01,Ms12w,Takakoyama,178,151
2007.01,Ms13e,Musashiryu,188.5,133.1
2007.01,Ms13w,Tokusegawa,190,115.5
2007.01,Ms14e,Kotoyutaka,183.5,133.5
2007.01,Ms14w,Isobe,166.5,119.5
2007.01,Ms15e,Nakano,185.5,135.5
2007.01,Ms15w,Sotenzan,183,140.6
2007.01,Ms16e,Kitataiki,184,133
2007.01,Ms16w,Tenichi,175.5,136.5
2007.01,Ms17e,Yoshiazuma,197.5,160
2007.01,Ms17w,Hokutojo,189,153.1
2007.01,Ms18e,Shibuya,181,173.5
2007.01,Ms18w,Kotokuni,186,149
2007.01,Ms19e,Towanoyama,191,185
2007.01,Ms19w,Sakaizawa,187,161
2007.01,Ms20e,Wakamifuji,176,162
2007.01,Ms20w,Dewaotori,187,166.5
2007.01,Ms21e,Fukuoka,190,118
2007.01,Ms21w,Shimada,182,104.5
2007.01,Ms22e,Kaishoryu,196,141
2007.01,Ms22w,Chiyotenzan,184.5,140.5
2007.01,Ms23e,Kirinowaka,177.5,113.7
2007.01,Ms23w,Tatsuyutaka,184,138.5
2007.01,Ms24e,Kazafuzan,183.5,158
2007.01,Ms24w,Gagamaru,184,158
2007.01,Ms25e,Sotairyu,179,104.5
2007.01,Ms25w,Hoshikaze,180.5,115
