basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2006.11,1,Jk37e,Higashi,0-1 (3-4),0,oshidashi,1,Jk36w,Ikinoshima,1-0 (5-2)
2006.11,1,Jk33e,Terasawa,0-1 (3-4),0,oshitaoshi,1,Jk34w,Tetsuhikari,1-0 (7-0)
2006.11,1,Jk30e,Sugishita,0-1 (0-7),0,yorikiri,1,Jk29w,Ishii,1-0 (3-4)
2006.11,1,Jk28e,Shikinokawa,1-0 (4-3),1,oshidashi,0,Jk27w,Daishiryu,0-1 (3-4)
2006.11,1,Jk26e,Sawada,1-0 (5-2),1,yorikiri,0,Jk25w,Iwanaga,0-1 (2-5)
2006.11,1,Jk24e,Tamashinzan,0-1 (3-4),0,yorikiri,1,Jk23w,Wakataizan,1-0 (5-2)
2006.11,1,Jk22e,Fukukasuga,0-1 (3-4),0,tsukiotoshi,1,Jk21w,Isanishiki,1-0 (4-3)
2006.11,1,Jk21e,Kasachikara,0-1 (5-2),0,oshidashi,1,Jk20w,Suzukiyama,1-0 (5-2)
2006.11,1,Jk20e,Tsunehikari,0-1 (1-4-2),0,yorikiri,1,Jk19w,Tenkaizan,1-0 (5-2)
2006.11,1,Jk17e,Tsurunoumi,0-1 (4-3),0,yorikiri,1,Jk17w,Takemoto,1-0 (4-3)
2006.11,1,Jk15e,Kakutoriki,0-1 (4-3),0,hikiotoshi,1,Jk15w,Sakurai,1-0 (4-3)
2006.11,1,Jk13e,Izumi,0-1 (2-5),0,yorikiri,1,Jk13w,Fujimura,1-0 (3-4)
2006.11,1,Jk11e,Teraomaru,1-0 (6-1),1,yorikiri,0,Jk11w,Adachi,0-1 (3-4)
2006.11,1,Jk9e,Daitenpaku,0-1 (4-3),0,yorikiri,1,Jk9w,Kotsukasa,1-0 (4-3)
2006.11,1,Jk7e,Arajishi,1-0 (4-3),1,sukuinage,0,Jk7w,Daishoiwa,0-1 (5-2)
2006.11,1,Jk5e,Nakamatsu,0-1 (4-3),0,yoritaoshi,1,Jk5w,Yamato,1-0 (5-2)
2006.11,1,Jk3e,Hayatefuji,0-1 (3-4),0,oshidashi,1,Jk3w,Asatenmu,1-0 (3-4)
2006.11,1,Jd119e,Ogawa,1-0 (5-2),1,uwatedashinage,0,Jd118w,Daikamifusa,0-1 (4-3)
2006.11,1,Jd117e,Masuamami,1-0 (2-5),1,yoritaoshi,0,Jd116w,Tomiyama,0-1 (2-5)
