basho,rank,rikishi,height,weight
2009.03,Y1e,Asashoryu,184,148
2009.03,Y1w,Hakuho,191.5,152.2
2009.03,O1e,Kotooshu,203,154.9
2009.03,O1w,Chiyotaikai,181,154.1
2009.03,O2e,Kaio,184,171.3
2009.03,O2w,Harumafuji,185,126
2009.03,O3e,Kotomitsuki,182,156
2009.03,S1e,Baruto,198,177.9
2009.03,S1w,Kisenosato,188,171.2
2009.03,K1e,Goeido,182,148.5
2009.03,K1w,Kyokutenho,191.5,158.2
2009.03,M1e,Hokutoriki,182,150.8
2009.03,M1w,Kakuryu,187,136.6
2009.03,M2e,Kotoshogiku,180,162.8
2009.03,M2w,Tochiozan,189.5,147
2009.03,M3e,Miyabiyama,187,183
2009.03,M3w,Tokitenku,186,142.8
2009.03,M4e,Takekaze,171,142
2009.03,M4w,Yoshikaze,178,134.8
2009.03,M5e,Wakanosato,185,163.3
2009.03,M5w,Aminishiki,185,143.6
2009.03,M6e,Tamanoshima,187,164.1
2009.03,M6w,Toyonoshima,170.5,143.2
2009.03,M7e,Homasho,187,150.4
2009.03,M7w,Takamisakari,187.5,141.7
2009.03,M8e,Tochinonada,187.5,164.2
2009.03,M8w,Kokkai,189.5,153.9
2009.03,M9e,Dejima,180,160.3
2009.03,M9w,Futeno,180.5,157.2
2009.03,M10e,Iwakiyama,184,177
2009.03,M10w,Tochinoshin,191.5,153.7
2009.03,M11e,Asasekiryu,185,140.5
2009.03,M11w,Aran,187,144
2009.03,M12e,Kakizoe,177,137.8
2009.03,M12w,Shotenro,189,147
2009.03,M13e,Chiyohakuho,181.5,135
2009.03,M13w,Yamamotoyama,190,251.5
2009.03,M14e,Tamawashi,190,155.4
2009.03,M14w,Shimotori,188,142
2009.03,M15e,Tosanoumi,186,154.2
2009.03,M15w,Kimurayama,182,164
2009.03,M16e,Toyozakura,182.5,134.1
2009.03,J1e,Bushuyama,191,170.3
2009.03,J2e,Tosayutaka,178.5,139.3
2009.03,J2w,Koryu,185.5,152
2009.03,J3e,Kasugao,184,149.2
2009.03,J3w,Toyohibiki,185,168
2009.03,J4e,Hakuba,186.5,119.8
2009.03,J4w,Kaiho,177,122
2009.03,J5e,Masatsukasa,183,134
2009.03,J5w,Ushiomaru,176,168.1
2009.03,J6e,Mokonami,186.5,146.9
2009.03,J6w,Kiyoseumi,183,179.9
2009.03,J7e,Okinoumi,190,134.5
2009.03,J7w,Kasuganishiki,188,151.5
2009.03,J8e,Kotokuni,186.5,156.2
2009.03,J8w,Kotokasuga,182.5,150.2
2009.03,J9e,Hoshihikari,182.5,112.9
2009.03,J9w,Kitataiki,185,142.4
2009.03,J10e,Sakaizawa,188,158.8
2009.03,J10w,Kyokunankai,180,133.6
2009.03,J11e,Wakakoyu,179,161
2009.03,J11w,Daishoumi,177.5,148.9
2009.03,J12e,Otsukasa,175,147.1
2009.03,J12w,Shirononami,173.5,128.1
2009.03,J13e,Wakatenro,184,160.4
2009.03,J13w,Asofuji,180.2,126.1
2009.03,J14e,Yotsuguruma,185,154.3
2009.03,J14w,Kirinowaka,177,123
2009.03,Ms1e,Kasugakuni,182.5,154.2
2009.03,Ms1w,Sagatsukasa,166,125.3
2009.03,Ms2e,Jumonji,184,159.8
2009.03,Ms2w,Kitazakura,189.3,166.2
2009.03,Ms3e,Gagamaru,185,182.9
2009.03,Ms3w,Kotoyutaka,183.5,146.2
2009.03,Ms4e,Yoshiazuma,197,162.2
2009.03,Ms4w,Shoketsu,184.5,159.5
2009.03,Ms5e,Tamaasuka,185,147.9
2009.03,Ms5w,Nakanishi,188,156.9
2009.03,Ms6e,Kaonishiki,178.5,149.6
2009.03,Ms6w,Tokusegawa,190.2,148.2
2009.03,Ms7e,Rikiryu,189.5,159.3
2009.03,Ms7w,Ri,196,168
2009.03,Ms8e,Sensho,181,125.8
2009.03,Ms8w,Dairaido,177,155.4
2009.03,Ms9e,Matsutani,179,129.4
2009.03,Ms9w,Sotairyu,179,114.2
2009.03,Ms10e,Mochimaru,188.5,149.5
2009.03,Ms10w,Takekabuto,181,163.7
2009.03,Ms11e,Nakanokuni,185,155.5
2009.03,Ms11w,Hokutokuni,180,148.4
2009.03,Ms12e,Surugatsukasa,184,159.7
2009.03,Ms12w,Hoshikaze,180.4,119
2009.03,Ms13e,Aoba,174,123
2009.03,Ms13w,Takanoyama,186,93.5
2009.03,Ms14e,Sokokurai,185,125.1
2009.03,Ms14w,Hochiyama,188,137.3
2009.03,Ms15e,Fukao,180.5,181.2
2009.03,Ms15w,Katsunofuji,182.5,138
2009.03,Ms16e,Kurosawa,172.5,136.1
2009.03,Ms16w,Takakoyama,178,153.4
2009.03,Ms17e,Tokushinho,192,214.8
2009.03,Ms17w,Fujimoto,179,135.1
2009.03,Ms18e,Shibuya,181,176.5
2009.03,Ms18w,Satoyama,176,119.6
2009.03,Ms19e,Takahama,179.4,125
2009.03,Ms19w,Towanoyama,191,185.9
2009.03,Ms20e,Kanbayashi,177.5,135.5
2009.03,Ms20w,Kitaharima,185,114.3
2009.03,Ms21e,Aozora,180,121.6
2009.03,Ms21w,Ryuho,183,144.1
2009.03,Ms22e,Minami,182.5,179.3
2009.03,Ms22w,Tochitsubasa,167.5,98
2009.03,Ms23e,Hakiai,175,132.2
2009.03,Ms23w,Daitensho,184,130.4
2009.03,Ms24e,Daimanazuru,188,169
2009.03,Ms24w,Nakano,185.5,149.8
2009.03,Ms25e,Sadanofuji,189,161.7
2009.03,Ms25w,Ryuden,190.6,122.6
2009.03,Ms26e,Ryuo,176,145
2009.03,Ms26w,Tamadaiki,180,123.3
2009.03,Ms27e,Higonojo,179,133.4
2009.03,Ms27w,Mizuguchi,181,120.9
2009.03,Ms28e,Nionoumi,174,137.1
2009.03,Ms28w,Daiyubu,190,128.2
2009.03,Ms29e,Tochifudo,190.5,164.5
2009.03,Ms29w,Shironoryu,179,110.9
2009.03,Ms30e,Kitazono,183,154.4
2009.03,Ms30w,Ikioi,194,132.2
2009.03,Ms31e,Kotomisen,181.5,145.5
2009.03,Ms31w,Tamarikido,184,132.7
2009.03,Ms32e,Fukunohana,190,135
2009.03,Ms32w,Wakanoshima,180,139.4
2009.03,Ms33e,Hoshizakura,183,137.1
2009.03,Ms33w,Tochinoyama,175,134.1
2009.03,Ms34e,Kirinoumi,181.5,163
2009.03,Ms34w,Ryugi,193,134.5
2009.03,Ms35e,Yonemura,183.5,95.5
2009.03,Ms35w,Tokizakura,175,161
2009.03,Ms36e,Amuru,192,111
2009.03,Ms36w,Tenichi,176,130.9
2009.03,Ms37e,Kyokushuho,191,125.2
2009.03,Ms37w,Tokio,179,134.2
