basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
1999.03,1,J1e,Kyokutenho,0-1 (8-7),0,uwatedashinage,1,M14w,Asanosho,1-0 (8-7)
1999.03,1,M14e,Wakanojo,1-0 (8-7),1,yorikiri,0,M13w,Ohinode,0-1 (9-6)
1999.03,1,M13e,Asanowaka,0-1 (6-9),0,hatakikomi,1,M12w,Kaiho,1-0 (8-7)
1999.03,1,M12e,Gojoro,0-1 (6-9),0,yorikiri,1,M11w,Tokitsuumi,1-0 (9-6)
1999.03,1,M11e,Oginishiki,0-1 (7-8),0,yoritaoshi,1,M10w,Kotoryu,1-0 (8-7)
1999.03,1,M10e,Mitoizumi,0-1 (5-10),0,okuritaoshi,1,M9w,Hamanoshima,1-0 (6-9)
1999.03,1,M9e,Chiyotenzan,1-0 (9-6),1,sukuinage,0,M8w,Tochinowaka,0-1 (8-7)
1999.03,1,M8e,Aogiyama,1-0 (8-7),1,oshidashi,0,M7w,Ganyu,0-1 (5-10)
1999.03,1,M7e,Miyabiyama,1-0 (9-6),1,yorikiri,0,M6w,Wakanosato,0-1 (5-10)
1999.03,1,M6e,Minatofuji,1-0 (6-9),1,tsukiotoshi,0,M5w,Tochinonada,0-1 (9-6)
1999.03,1,M5e,Toki,1-0 (6-9),1,hatakikomi,0,M4w,Tamakasuga,0-1 (7-8)
1999.03,1,M4e,Higonoumi,1-0 (6-9),1,kotenage,0,M3w,Terao,0-1 (5-10)
1999.03,1,K1e,Tochiazuma,1-0 (8-7),1,oshidashi,0,M3e,Kyokushuzan,0-1 (7-8)
1999.03,1,M2w,Shikishima,1-0 (1-14),1,yorikiri,0,S1w,Kotonowaka,0-1 (6-9)
1999.03,1,S1e,Musoyama,1-0 (1-2-12),1,hikiotoshi,0,M1e,Takatoriki,0-1 (8-7)
1999.03,1,M2e,Tosanoumi,0-1 (8-7),0,hatakikomi,1,O2w,Takanonami,1-0 (12-3)
1999.03,1,K1w,Dejima,1-0 (9-6),1,hatakikomi,0,O1w,Chiyotaikai,0-1 (3-8-4)
1999.03,1,O1e,Musashimaru,0-1 (13-2),0,yorikiri,1,K2e,Akinoshima,1-0 (11-4)
1999.03,1,M1w,Kotonishiki,0-1 (6-9),0,uwatenage,1,Y1w,Takanohana,1-0 (8-3-4)
1999.03,1,Y1e,Wakanohana,1-0 (5-5-5),1,hatakikomi,0,K2w,Kaio,0-1 (10-5)
