basho,rank,rikishi,height,weight
1997.07,Y1e,Takanohana,185,157
1997.07,Y1w,Akebono,204,226
1997.07,O1e,Takanonami,197,170
1997.07,O1w,Musashimaru,191,202
1997.07,O2e,Wakanohana,179,127
1997.07,S1e,Tosanoumi,186,153
1997.07,S1w,Tamakasuga,184,150
1997.07,K1e,Oginishiki,185,137
1997.07,K1w,Kaio,184,156
1997.07,K2w,Tochiazuma,180,141
1997.07,M1e,Musoyama,183,167
1997.07,M1w,Takatoriki,181,146
1997.07,M2e,Aogiyama,182,147
1997.07,M2w,Kotoinazuma,181,134
1997.07,M3e,Akinoshima,175,154
1997.07,M3w,Higonoumi,183,145
1997.07,M4e,Dejima,179,148
1997.07,M4w,Kotonowaka,191,174
1997.07,M5e,Kotonishiki,177,138
1997.07,M5w,Asahiyutaka,190,135
1997.07,M6e,Tochinowaka,190,162
1997.07,M6w,Kenko,191,135
1997.07,M7e,Asanosho,185,147
1997.07,M7w,Minatofuji,185,164
1997.07,M8e,Asanowaka,177,145
1997.07,M8w,Ganyu,184,173
1997.07,M9e,Mainoumi,171,99
1997.07,M9w,Konishiki,184,275
1997.07,M10e,Mitoizumi,193,180
1997.07,M10w,Shikishima,183,183
1997.07,M11e,Tochinonada,186,160
1997.07,M11w,Kyokushuzan,182,123
1997.07,M12e,Rikio,191,153
1997.07,M12w,Kotoryu,184,136
1997.07,M13e,Terao,185,116
1997.07,M13w,Kitakachidoki,182,143
1997.07,M14e,Hamanoshima,178,127
1997.07,M14w,Daishi,181,160
1997.07,M15e,Gojoro,191,147
1997.07,M15w,Yamato,189,191
