basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2001.07,1,Jk50e,Oishikawa,1-0 (2-5),1,yorikiri,0,Jk50w,Fukunaga,0-1 (0-7)
2001.07,1,Jk48e,Hamajima,1-0 (3-4),1,yorikiri,0,Jk47w,Takasufuji,0-1 (3-4)
2001.07,1,Jk46e,Minegishi,0-1 (3-4),0,oshitaoshi,1,Jk45w,Hosono,1-0 (5-2)
2001.07,1,Jk44e,Wakamiura,0-1 (5-2),0,yorikiri,1,Jk43w,Murata,1-0 (7-0)
2001.07,1,Jk41e,Nagai,0-1 (5-2),0,tsukidashi,1,Jk42e,Kokkai,1-0 (6-1)
2001.07,1,Jk37e,Nakagawayama,0-1 (3-4),0,shitatenage,1,Jk36w,Tenyunami,1-0 (4-3)
2001.07,1,Jk35e,Tsuji,0-1 (3-4),0,yoritaoshi,1,Jk34w,Wakaito,1-0 (4-3)
2001.07,1,Jk33e,Azumiyama,0-1 (2-5),0,yoritaoshi,1,Jk32w,Fujitayama,1-0 (4-3)
2001.07,1,Jk31w,Kimuragawa,1-0 (5-2),1,tsukiotoshi,0,Jk30w,Asayamada,0-1 (3-4)
2001.07,1,Jk29e,Okadayama,0-1 (3-4),0,shitatenage,1,Jk28w,Hidanosato,1-0 (2-5)
2001.07,1,Jk26e,Fukukasuga,0-1 (2-5),0,yorikiri,1,Jk26w,Fujiwara,1-0 (1-6)
2001.07,1,Jk24e,Azumadake,1-0 (6-1),1,hatakikomi,0,Jk24w,Nishio,0-1 (3-4)
2001.07,1,Jk22e,Kojimaumi,1-0 (4-3),1,fusen,0,Jk22w,Teramoto,0-1 (0-1-6)
2001.07,1,Jk21w,Hayatefuji,0-1 (2-5),0,yorikiri,1,Jk20w,Kinoshita,1-0 (5-2)
2001.07,1,Jk18e,Hakuho,1-0 (5-2),1,yorikiri,0,Jk18w,Takafurukawa,0-1 (5-2)
2001.07,1,Jk16w,Kijima,1-0 (2-5),1,yorikiri,0,Jk15w,Fusahikari,0-1 (4-3)
2001.07,1,Jk14e,Tamahikari,0-1 (4-3),0,uwatedashinage,1,Jk13w,Harada,1-0 (3-4)
2001.07,1,Jk12e,Kokubushu,0-1 (4-3),0,shitatenage,1,Jk11w,Yoneda,1-0 (5-2)
2001.07,1,Jk10e,Tamagoriki,0-1 (2-5),0,yorikiri,1,Jk9w,Fukutenko,1-0 (3-4)
2001.07,1,Jk6e,Fukumoto,0-1 (2-5),0,yorikiri,1,Jk8e,Oshimizu,1-0 (6-1)
2001.07,1,Jk4e,Shukozan,0-1 (3-4),0,oshidashi,1,Jk4w,Miikezan,1-0 (3-4)
2001.07,1,Jk2e,Izumifuji,1-0 (5-2),1,shitatenage,0,Jk1w,Kaitanaka,0-1 (4-3)
2001.07,1,Jd124e,Muraoka,0-1 (3-4),0,uwatenage,1,Jd125e,Mogaminishiki,1-0 (4-3)
2001.07,1,Jd122e,Izumikuni,0-1 (5-2),0,isamiashi,1,Jd122w,Yamane,1-0 (2-5)
2001.07,1,Jd120e,Kasachikara,0-1 (2-5),0,oshidashi,1,Jd120w,Kanaya,1-0 (6-1)
2001.07,1,Jd118w,Wakanokoma,1-0 (4-3),1,hikiotoshi,0,Jd117w,Sensho,0-1 (3-4)
2001.07,1,Jd115e,Hokutotsukasa,0-1 (3-4),0,uwatenage,1,Jd116e,Kigawafuji,1-0 (4-3)
2001.07,1,Jd113e,Yokoyama,1-0 (4-3),1,oshidashi,0,Jd113w,Shimazakura,0-1 (4-3)
2001.07,1,Jd111e,Tagonowaka,0-1 (2-5),0,hikiotoshi,1,Jd111w,Takanobori,1-0 (4-3)
2001.07,1,Jd108e,Ishizawa,1-0 (5-2),1,yorikiri,0,Jd109w,Kaisho,0-1 (3-4)
2001.07,1,Jd106e,Kotonoshin,1-0 (3-4),1,uwatenage,0,Jd105w,Hokutoryu,0-1 (4-3)
2001.07,1,Jd104e,Hayakaze,1-0 (3-4),1,uwatenage,0,Jd103w,Toshu,0-1 (3-4)
2001.07,1,Jd102e,Chiyotsukumo,1-0 (5-2),1,shitatenage,0,Jd101w,Fusanonami,0-1 (5-2)
2001.07,1,Jd98e,Horie,0-1 (1-6),0,yorikiri,1,Jd99w,Maenohana,1-0 (3-4)
2001.07,1,Jd96e,Shikinokawa,0-1 (2-5),0,uwatedashinage,1,Jd96w,Maruo,1-0 (3-4)
2001.07,1,Jd94e,Narahashi,1-0 (5-2),1,hatakikomi,0,Jd94w,Koshinho,0-1 (5-2)
2001.07,1,Jd92e,Komanosho,0-1 (2-5),0,yorikiri,1,Jd92w,Yamaguchi,1-0 (2-5)
2001.07,1,Jd90w,Akioka,0-1 (4-3),0,yorikiri,1,Jd89w,Anju,1-0 (1-1-5)
2001.07,1,Jd88e,Oiwabuchi,1-0 (6-1),1,oshidashi,0,Jd87w,Misugikuni,0-1 (3-4)
2001.07,1,Jd86e,Hokutonada,0-1 (6-1),0,sukuinage,1,Jd85w,Kitafubuki,1-0 (2-5)
2001.07,1,Jd84e,Kakutoriki,0-1 (0-7),0,hikiotoshi,1,Jd83w,Matsushita,1-0 (2-5)
2001.07,1,Jd82e,Kubo,1-0 (4-3),1,yorikiri,0,Jd81w,Shibazaki,0-1 (4-3)
2001.07,1,Jd80e,Kinokawa,0-1 (2-5),0,oshidashi,1,Jd79w,Arashitenyu,1-0 (4-3)
2001.07,1,Jd78e,Shinomusashi,0-1 (4-3),0,yoritaoshi,1,Jd77w,Otsukuba,1-0 (3-4)
2001.07,1,Jd76e,Oginome,0-1 (2-5),0,yorikiri,1,Jd75w,Imanishi,1-0 (6-1)
2001.07,1,Jd74e,Kouchi,0-1 (2-5),0,yoritaoshi,1,Jd73w,Tamanomichi,1-0 (2-5)
2001.07,1,Jd72e,Daionami,0-1 (4-3),0,hatakikomi,1,Jd71w,Yamaya,1-0 (3-4)
2001.07,1,Jd70e,Daise,1-0 (4-3),1,shitatenage,0,Jd69w,Akanoume,0-1 (1-6)
2001.07,1,Jd68e,Musashiryu,1-0 (5-2),1,tsukidashi,0,Jd67w,Tetsuhibiki,0-1 (5-2)
2001.07,1,Jd66e,Wakawashu,1-0 (4-3),1,tsukiotoshi,0,Jd65w,Yuki,0-1 (3-4)
2001.07,1,Jd64e,Kagamiryu,1-0 (3-4),1,hatakikomi,0,Jd63w,Waku,0-1 (3-4)
2001.07,1,Jd62e,Maeda,1-0 (4-3),1,oshidashi,0,Jd61w,Kasuganami,0-1 (1-6)
2001.07,1,Jd60e,Onoyama,0-1 (2-5),0,shitatehineri,1,Jd59w,Bontensho,1-0 (4-3)
2001.07,1,Jd58e,Daionji,1-0 (4-3),1,hatakikomi,0,Jd57w,Katsutanishiki,0-1 (2-5)
