basho,rank,rikishi,height,weight
1999.07,Y1e,Akebono,203.5,232
1999.07,Y1w,Musashimaru,191.6,224
1999.07,Y2e,Wakanohana,178.5,124.5
1999.07,Y2w,Takanohana,185.3,158
1999.07,O1e,Takanonami,196.2,168.5
1999.07,O1w,Chiyotaikai,181.5,158
1999.07,S1e,Kaio,184.5,165.5
1999.07,S1w,Dejima,180,153
1999.07,S2e,Tochiazuma,180.4,145
1999.07,K1e,Tosanoumi,186,162
1999.07,K1w,Chiyotenzan,183.7,146
1999.07,M1e,Kotonishiki,175.5,134.5
1999.07,M1w,Akinoshima,175,154.5
1999.07,M2e,Wakanosato,185,155.5
1999.07,M2w,Toki,189,167
1999.07,M3e,Takatoriki,180.5,152
1999.07,M3w,Higonoumi,183,148
1999.07,M4e,Miyabiyama,187.7,171
1999.07,M4w,Minatofuji,187,169.5
1999.07,M5e,Aogiyama,181.5,153
1999.07,M5w,Kaiho,178,122
1999.07,M6e,Musoyama,184,167
1999.07,M6w,Tamakasuga,183,150
1999.07,M7e,Kyokushuzan,181.5,137
1999.07,M7w,Shikishima,183.5,184.5
1999.07,M8e,Tochinonada,188,164
1999.07,M8w,Asanosho,184.5,144.5
1999.07,M9e,Hamanoshima,178,119.5
1999.07,M9w,Tochinowaka,190,154.5
1999.07,M10e,Kotonowaka,190.5,177
1999.07,M10w,Kyokutenho,191,141.5
1999.07,M11e,Wakanojo,191,155
1999.07,M11w,Terao,185,111.5
1999.07,M12e,Yotsukasa,177,153
1999.07,M12w,Daizen,188.5,157.5
1999.07,M13e,Tokitsuumi,184,127
1999.07,M13w,Wakanoyama,177,158
1999.07,M14e,Ohinode,184,151.5
1999.07,M14w,Ganyu,185,172.5
1999.07,M15e,Kotoryu,183,146
