basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
1998.07,1,M15e,Kinkaiyama,0-1 (7-8),0,oshidashi,1,M16e,Asanowaka,1-0 (8-7)
1998.07,1,M15w,Kyokutenho,0-1 (4-11),0,yorikiri,1,M14w,Dewaarashi,1-0 (6-9)
1998.07,1,M14e,Kaiho,0-1 (8-7),0,yorikiri,1,M13w,Kotoryu,1-0 (9-6)
1998.07,1,M13e,Mitoizumi,0-1 (8-7),0,sukuinage,1,M12w,Kotoinazuma,1-0 (7-8)
1998.07,1,M12e,Asanosho,1-0 (7-8),1,oshitaoshi,0,M11w,Kyokushuzan,0-1 (9-6)
1998.07,1,M11e,Wakanosato,1-0 (9-6),1,yorikiri,0,M10w,Tamakasuga,0-1 (9-6)
1998.07,1,M10e,Minatofuji,1-0 (9-6),1,okuridashi,0,M9w,Kotonowaka,0-1 (11-4)
1998.07,1,M9e,Terao,0-1 (4-11),0,tsukiotoshi,1,M8w,Aogiyama,1-0 (8-7)
1998.07,1,M8e,Asahiyutaka,1-0 (8-7),1,uchimuso,0,M7w,Wakanojo,0-1 (4-11)
1998.07,1,M7e,Tosanoumi,0-1 (7-7-1),0,hatakikomi,1,M6w,Higonoumi,1-0 (6-9)
1998.07,1,M6e,Hamanoshima,0-1 (4-11),0,oshidashi,1,M5w,Tochiazuma,1-0 (8-7)
1998.07,1,M5e,Ganyu,0-1 (3-12),0,oshidashi,1,M4w,Dejima,1-0 (10-5)
1998.07,1,K1e,Kotonishiki,1-0 (1-2-12),1,oshidashi,0,M4e,Tochinowaka,0-1 (3-12)
1998.07,1,M3w,Shikishima,0-1 (4-9-2),0,tsukiotoshi,1,S1w,Chiyotaikai,1-0 (11-4)
1998.07,1,S1e,Akinoshima,1-0 (3-4-8),1,oshidashi,0,M3e,Gojoro,0-1 (3-12)
1998.07,1,M1w,Takatoriki,0-1 (10-5),0,oshidashi,1,O1w,Musashimaru,1-0 (12-3)
1998.07,1,O1e,Takanonami,1-0 (9-6),1,yorikiri,0,M2w,Tochinonada,0-1 (5-10)
1998.07,1,Y2e,Wakanohana,1-0 (10-5),1,yorikiri,0,M2e,Musoyama,0-1 (9-6)
1998.07,1,M1e,Oginishiki,0-1 (2-9-4),0,yorikiri,1,Y1w,Takanohana,1-0 (14-1)
1998.07,1,Y1e,Akebono,1-0 (11-4),1,yorikiri,0,K1w,Kaio,0-1 (7-8)
1998.07,2,M14e,Kaiho,1-1 (8-7),1,yorikiri,0,M16e,Asanowaka,1-1 (8-7)
1998.07,2,M13e,Mitoizumi,1-1 (8-7),1,kimedashi,0,M15w,Kyokutenho,0-2 (4-11)
1998.07,2,M15e,Kinkaiyama,0-2 (7-8),0,yorikiri,1,M13w,Kotoryu,2-0 (9-6)
1998.07,2,M12e,Asanosho,2-0 (7-8),1,oshidashi,0,M14w,Dewaarashi,1-1 (6-9)
1998.07,2,M12w,Kotoinazuma,1-1 (7-8),0,shitatenage,1,M11w,Kyokushuzan,1-1 (9-6)
