basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2005.09,1,Jk42e,Kotoshimahara,0-1 (0-1-6),0,yorikiri,1,Jk42w,Kanai,1-0 (3-4)
2005.09,1,Jk41e,Seiro,0-1 (5-2),0,yorikiri,1,Jk39w,Fukumoto,1-0 (5-2)
2005.09,1,Jk36e,Iwanaga,0-1 (1-6),0,yorikiri,1,Jk36w,Tamahikari,1-0 (6-1)
2005.09,1,Jk33e,Araki,1-0 (6-1),1,oshidashi,0,Jk33w,Fukukasuga,0-1 (4-3)
2005.09,1,Jk31e,Onakatani,0-1 (2-5),0,yorikiri,1,Jk31w,Wakashiraishi,1-0 (2-5)
2005.09,1,Jk29e,Fujimura,1-0 (4-3),1,yorikiri,0,Jk29w,Kida,0-1 (3-4)
2005.09,1,Jk27e,Yamamoto,0-1 (1-6),0,uwatenage,1,Jk27w,Nakamoto,1-0 (4-3)
2005.09,1,Jk25e,Inamura,1-0 (3-4),1,yorikiri,0,Jk25w,Nara,0-1 (3-4)
2005.09,1,Jk23e,Kuramochi,1-0 (4-3),1,shitatenage,0,Jk23w,Hazukiyama,0-1 (5-2)
2005.09,1,Jk20e,Takaogi,0-1 (3-4),0,hatakikomi,1,Jk19w,Akofuji,1-0 (4-3)
2005.09,1,Jk17e,Aononami,1-0 (2-5),1,hikiotoshi,0,Jk18e,Fujioka,0-1 (2-5)
2005.09,1,Jk15e,Koyoshi,1-0 (3-4),1,yorikiri,0,Jk15w,Kanazawa,0-1 (4-3)
2005.09,1,Jk12e,Fukai,1-0 (4-3),1,hatakikomi,0,Jk12w,Hasada,0-1 (2-5)
2005.09,1,Jk10e,Ishiminato,0-1 (4-3),0,kotenage,1,Jk10w,Yamato,1-0 (5-2)
2005.09,1,Jk8e,Takeda,0-1 (3-4),0,oshidashi,1,Jk8w,Onofuji,1-0 (4-3)
2005.09,1,Jk6e,Daishonami,0-1 (3-4),0,yorikiri,1,Jk6w,Sato,1-0 (4-3)
2005.09,1,Jk4e,Kotonarita,1-0 (6-1),1,oshitaoshi,0,Jk4w,Miyakofuji,0-1 (3-4)
2005.09,1,Jk2e,Azumahana,0-1 (4-3),0,oshidashi,1,Jk2w,Kotokuroda,1-0 (6-1)
