basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2012.07,1,Jk19e,Kaishu,1-0 (4-3),1,shitatenage,0,Jk20w,Hamaobu,0-1 (2-5)
2012.07,1,Jk18e,Kaishun,1-0 (4-3),1,yoritaoshi,0,Jk19w,Komatsu,0-1 (3-4)
2012.07,1,Jk16w,Hamaguchi,1-0 (7-0),1,okuridashi,0,Jk15w,Azumayama,0-1 (3-4)
2012.07,1,Jk13e,Okino,1-0 (2-5),1,yorikiri,0,Jk13w,Kotouruga,0-1 (3-4)
2012.07,1,Jk11e,Sadanohana,0-1 (3-4),0,tsukidashi,1,Jk11w,Fujita,1-0 (4-3)
2012.07,1,Jk9e,Arakaki,1-0 (4-3),1,kotenage,0,Jk9w,Kotomanabe,0-1 (4-3)
2012.07,1,Jk7w,Sunaga,1-0 (4-3),1,yoritaoshi,0,Jk6w,Miyakojima,0-1 (2-5)
2012.07,1,Jk4e,Dewanojo,1-0 (5-2),1,yorikiri,0,Jk4w,Kozakura,0-1 (1-6)
2012.07,1,Jk3e,Kotokudo,0-1 (6-1),0,tsukiotoshi,1,Jk3w,Mihara,1-0 (4-3)
2012.07,1,Jk2e,Fukukasuga,0-1 (3-4),0,hikiotoshi,1,Jk2w,Kotoomura,1-0 (3-4)
2012.07,1,Jd104e,Daiyushi,1-0 (5-2),1,tsukidashi,0,Jd103w,Chibahibiki,0-1 (2-5)
2012.07,1,Jd102e,Tamashinzan,1-0 (5-2),1,hatakikomi,0,Jd101w,Daikoyama,0-1 (4-3)
2012.07,1,Jd100e,Onoyama,1-0 (5-2),1,yorikiri,0,Jd99w,Higohikari,0-1 (2-5)
2012.07,1,Jd98e,Koseki,1-0 (3-4),1,yorikiri,0,Jd97w,Kasachikara,0-1 (1-6)
2012.07,1,Jd96e,Hokutoryu,1-0 (5-2),1,yorikiri,0,Jd95w,Dewadaiki,0-1 (1-4-2)
2012.07,1,Jd94e,Minatoryu,1-0 (5-2),1,hikiotoshi,0,Jd93w,Hamadayama,0-1 (2-5)
2012.07,1,Jd91e,Yamamoto,0-1 (4-3),0,yorikiri,1,Jd92e,Kisenishiki,1-0 (5-2)
2012.07,1,Jd89e,Kotokojima,0-1 (4-3),0,tsukiotoshi,1,Jd89w,Ichifuji,1-0 (2-5)
2012.07,1,Jd87e,Komatensho,1-0 (6-1),1,yorikiri,0,Jd86w,Teno,0-1 (5-2)
2012.07,1,Jd85e,Itako,1-0 (3-4),1,yorikiri,0,Jd84w,Daikosei,0-1 (4-3)
2012.07,1,Jd83e,Ginseizan,1-0 (2-5),1,yorikiri,0,Jd82w,Ishiharayama,0-1 (0-7)
