basho,rank,rikishi,height,weight
2006.01,Y1e,Asashoryu,184,142.6
2006.01,O1e,Chiyotaikai,181.5,155
2006.01,O1w,Kaio,184.5,173.5
2006.01,O2e,Tochiazuma,180,148.5
2006.01,O2w,Kotooshu,202,140
2006.01,S1e,Kotomitsuki,182,154
2006.01,S1w,Hakuho,191.5,141
2006.01,K1e,Kyokutenho,191,150
2006.01,K1w,Tamanoshima,188,156
2006.01,M1e,Miyabiyama,188,178
2006.01,M1w,Tokitenku,186.5,134
2006.01,M2e,Roho,194,146
2006.01,M2w,Kokkai,189.5,156
2006.01,M3e,Takekaze,171,139
2006.01,M3w,Tochinohana,184,141
2006.01,M4e,Hakurozan,189.5,138
2006.01,M4w,Asasekiryu,185,140
2006.01,M5e,Iwakiyama,185,174
2006.01,M5w,Kasuganishiki,187,148
2006.01,M6e,Ama,186,112.8
2006.01,M6w,Dejima,180.5,160
2006.01,M7e,Aminishiki,184,131
2006.01,M7w,Kakizoe,177,137
2006.01,M8e,Jumonji,185,156
2006.01,M8w,Futeno,180.5,155
2006.01,M9e,Kisenosato,187.5,155
2006.01,M9w,Toyonoshima,171,123.6
2006.01,M10e,Takamisakari,188,134.1
2006.01,M10w,Kotoshogiku,179,147
2006.01,M11e,Hokutoriki,182.5,153
2006.01,M11w,Kyokushuzan,182,143
2006.01,M12e,Kasugao,183,151.5
2006.01,M12w,Toyozakura,183,140
2006.01,M13e,Tochisakae,183,152
2006.01,M13w,Yoshikaze,176.5,129
2006.01,M14e,Tosanoumi,186.5,155
2006.01,M14w,Tokitsuumi,183,129
2006.01,M15e,Shunketsu,177,121
2006.01,M15w,Wakatoba,175.5,138
2006.01,M16e,Wakanosato,185,153
2006.01,M16w,Katayama,179,136
2006.01,M17e,Kitazakura,189.5,167
2006.01,J1e,Tochinonada,187.5,165
2006.01,J1w,Daishodai,176.5,157
2006.01,J2e,Dairaido,177,151
2006.01,J2w,Ushiomaru,177,164.9
2006.01,J3e,Toki,189,169
2006.01,J3w,Senshuyama,178,137.5
2006.01,J4e,Daimanazuru,188.5,164
2006.01,J4w,Otsukasa,175,150
2006.01,J5e,Takanowaka,190.5,148
2006.01,J5w,Asofuji,179,120.3
2006.01,J6e,Tamakasuga,182,154
2006.01,J6w,Buyuzan,180,156
2006.01,J7e,Takanotsuru,188,175
2006.01,J7w,Kaiho,177.5,120
2006.01,J8e,Ryuho,183,139
2006.01,J8w,Harunoyama,190,177
2006.01,J9e,Shimotori,189.5,148
2006.01,J9w,Tamaasuka,183.5,142.5
2006.01,J10e,Kobo,181,133.9
2006.01,J10w,Mokonami,186,136
2006.01,J11e,Kyokunankai,180,128
2006.01,J11w,Sumanofuji,177,145
2006.01,J12e,Homasho,185.5,130.5
2006.01,J12w,Kotokasuga,183,130.5
2006.01,J13e,Kanbayashi,178,128.5
2006.01,J13w,Satoyama,177,111
2006.01,J14e,Wakakirin,185,133.5
2006.01,J14w,Masatsukasa,182,125
2006.01,Ms1e,Hokutoiwa,178,166
2006.01,Ms1w,Kinkaiyama,182,158
2006.01,Ms2e,Chiyotenzan,183.5,139
2006.01,Ms2w,Sawai,182,138
2006.01,Ms3e,Kakuryu,185.5,119.5
2006.01,Ms3w,Baruto,197.5,164.5
2006.01,Ms4e,Daishoma,182,133
2006.01,Ms4w,Hochiyama,189,146
2006.01,Ms5e,Tamarikido,184,132.5
2006.01,Ms5w,Takamifuji,187,131
2006.01,Ms6e,Shiraishi,173,124
2006.01,Ms6w,Yanagawa,178,171
2006.01,Ms7e,Yoshiazuma,197.5,158
2006.01,Ms7w,Chiyohakuho,181.5,124
2006.01,Ms8e,Fukuzono,178,114
2006.01,Ms8w,Dewaotori,186,161
2006.01,Ms9e,Ryuo,176,136.5
2006.01,Ms9w,Kitataiki,185,127
2006.01,Ms10e,Raiko,188,155
2006.01,Ms10w,Musashiryu,188.5,129
2006.01,Ms11e,Oga,180,118.5
2006.01,Ms11w,Rikiryu,191,146.5
2006.01,Ms12e,Koryu,185,138
2006.01,Ms12w,Kageyama,187,131
2006.01,Ms13e,Furuichi,173.5,104
2006.01,Ms13w,Yotsuguruma,184,147.5
2006.01,Ms14e,Bushuyama,191.5,154
2006.01,Ms14w,Daitensho,184.5,117
2006.01,Ms15e,Kirinowaka,177,116.5
2006.01,Ms15w,Daisogen,181,123
2006.01,Ms16e,Hoshihikari,181,97
2006.01,Ms16w,Kimurayama,181,136
2006.01,Ms17e,Tochitenko,178.5,147
2006.01,Ms17w,Shibuya,181,172.1
2006.01,Ms18e,Nakao,172,165.5
2006.01,Ms18w,Isobe,166.5,119
2006.01,Ms19e,Nishikikaze,179,150.8
2006.01,Ms19w,Nakanokuni,185,150.5
2006.01,Ms20e,Kagaya,167,100
2006.01,Ms20w,Arawashi,186,102
2006.01,Ms21e,Kotokanyu,181.5,125
2006.01,Ms21w,Kakureizan,180,131.5
2006.01,Ms22e,Tamamitsukuni,193.5,151
2006.01,Ms22w,Takakoyama,178,153
2006.01,Ms23e,Surugatsukasa,183,153
2006.01,Ms23w,Yoshio,186.5,148.5
2006.01,Ms24e,Kakuo,181,143
2006.01,Ms24w,Hakuba,187,107.5
2006.01,Ms25e,Sotenzan,183.5,144.7
2006.01,Ms25w,Hokutojo,188,141
2006.01,Ms26e,Hoshizakura,183,124
2006.01,Ms26w,Ichinotani,182,136
2006.01,Ms27e,Kotoyutaka,183,132
2006.01,Ms27w,Hoshikaze,180.5,113.3
2006.01,Ms28e,Wakatenro,183.5,150
2006.01,Ms28w,Ryugi,191.5,130
2006.01,Ms29e,Tenichi,176,139
2006.01,Ms29w,Takanoyama,186.5,90
2006.01,Ms30e,Kasugakuni,182,145.5
2006.01,Ms30w,Wakanami,181,129.5
2006.01,Ms31e,Kaido,177.5,150.5
2006.01,Ms31w,Miyamoto,181,162
2006.01,Ms32e,Sugita,165.5,100
2006.01,Ms32w,Kadomoto,182.6,150.5
2006.01,Ms33e,Shironishiki,178.5,102
2006.01,Ms33w,Kotokuni,186,150
2006.01,Ms34e,Asahimaru,177,178.5
2006.01,Ms34w,Yutakamaru,189,143
2006.01,Ms35e,Maikaze,179,129.1
2006.01,Ms35w,Teruazuma,184,150
2006.01,Ms36e,Saita,180.5,138.5
2006.01,Ms36w,Tamawashi,188,139.5
2006.01,Ms37e,Dewanosato,182,127
2006.01,Ms37w,Komanofuji,184.5,154.9
2006.01,Ms38e,Asahibenten,181,168.5
2006.01,Ms38w,Matsumidori,188.5,137
2006.01,Ms39e,Mizakura,170,104.3
2006.01,Ms39w,Sokokurai,185,101
2006.01,Ms40e,Kirinoumi,181,159
2006.01,Ms40w,Dewanofuji,184,124.5
2006.01,Ms41e,Kotohikari,180,151.9
