basho,rank,rikishi,height,weight
2001.05,Y1e,Takanohana,185,161
2001.05,Y1w,Musashimaru,192,220
2001.05,O1e,Kaio,185,172
2001.05,O1w,Musoyama,183,177.5
2001.05,O2e,Dejima,181,165.5
2001.05,O2w,Miyabiyama,187.7,176
2001.05,O3e,Chiyotaikai,182,163
2001.05,S1e,Tochinonada,187,161
2001.05,S1w,Tochiazuma,180.5,144
2001.05,K1e,Kotomitsuki,180.5,148
2001.05,K1w,Asashoryu,184.5,128
2001.05,M1e,Wakanosato,184,156
2001.05,M1w,Takanowaka,190,145.5
2001.05,M2e,Wakanoyama,177,160.5
2001.05,M2w,Chiyotenzan,183.5,148.5
2001.05,M3e,Tamanoshima,187.5,153
2001.05,M3w,Tosanoumi,186,160
2001.05,M4e,Tamakasuga,183.5,154.5
2001.05,M4w,Hayateumi,183.5,129
2001.05,M5e,Tochisakae,184,155.5
2001.05,M5w,Takanonami,196.5,166
2001.05,M6e,Kaiho,177,124
2001.05,M6w,Tokitsuumi,184,134
2001.05,M7e,Jumonji,185,159.5
2001.05,M7w,Kyokutenho,191.3,146
2001.05,M8e,Otsukasa,175,150.5
2001.05,M8w,Kotonowaka,190.5,172.5
2001.05,M9e,Terao,185,114
2001.05,M9w,Akinoshima,175,154
2001.05,M10e,Kotoryu,183,145.5
2001.05,M10w,Aminishiki,184,123
2001.05,M11e,Higonoumi,183.5,152.5
2001.05,M11w,Asanowaka,176,140
2001.05,M12e,Wakatsutomu,172,159.5
2001.05,M12w,Hamanishiki,181,128.5
2001.05,M13e,Toki,189.5,172
2001.05,M13w,Tochinohana,185,148.5
2001.05,M14e,Daizen,188.5,156.5
2001.05,M14w,Takatoriki,180,150
2001.05,M15e,Kyokushuzan,182,142
2001.05,J1e,Wakakosho,185,178.5
2001.05,J1w,Kitazakura,189,167.5
2001.05,J2e,Aogiyama,181,147
2001.05,J2w,Hamanoshima,179,123
2001.05,J3e,Minatofuji,186,168.5
2001.05,J3w,Wakatoryu,176.5,156
2001.05,J4e,Harunoyama,187.5,165.5
2001.05,J4w,Sentoryu,176,140.5
2001.05,J5e,Oginishiki,186,137
2001.05,J5w,Daishi,182,172
2001.05,J6e,Kobo,183,125.5
2001.05,J6w,Kinkaiyama,183,160
2001.05,J7e,Kotokanyu,182,123
2001.05,J7w,Yotsukasa,178,149.5
2001.05,J8e,Takanotsuru,188,154.5
2001.05,J8w,Kuniazuma,192.5,171
2001.05,J9e,Juzan,179,160.5
2001.05,J9w,Masutsuyoshi,179,172
2001.05,J10e,Shimotori,187.5,140
2001.05,J10w,Sumanofuji,175,140
2001.05,J11e,Oikari,177,132.5
2001.05,J11w,Tamanokuni,193,157
2001.05,J12e,Wakatoba,175,125
2001.05,J12w,Tomonohana,175,109.5
2001.05,J13e,Tamarikido,185,136
2001.05,J13w,Wakaazuma,175,120.5
2001.05,Ms1e,Senshuyama,178,135
2001.05,Ms1w,Kasuganishiki,187,140.5
2001.05,Ms2e,Torafusuyama,188,133.5
2001.05,Ms2w,Towanoyama,191,191
2001.05,Ms3e,Nishikikaze,179,149
2001.05,Ms3w,Saigo,184,172
2001.05,Ms4e,Buyuzan,181,156
2001.05,Ms4w,Tanaka,177,152
2001.05,Ms5e,Raido,178,142
2001.05,Ms5w,Komahikari,176,118.5
2001.05,Ms6e,Tomikaze,180,141
2001.05,Ms6w,Wakakinryu,175,125
2001.05,Ms7e,Hoshitango,184,164
2001.05,Ms7w,Otoryu,183,138
2001.05,Ms8e,Ryukai,178,124
2001.05,Ms8w,Ushiomaru,176,165.5
2001.05,Ms9e,Nadatsukasa,183,144
2001.05,Ms9w,Toyozakura,182,135
2001.05,Ms10e,Fukkoyama,174,125.5
2001.05,Ms10w,Takamisakari,188.9,135.5
2001.05,Ms11e,Wakainami,181,129
2001.05,Ms11w,Komidori,174,97
2001.05,Ms12e,Goto,186,177
2001.05,Ms12w,Daishodai,175.5,162.5
2001.05,Ms13e,Ueda,177,128
2001.05,Ms13w,Tokiyutaka,181,133
2001.05,Ms14e,Hidenokuni,178,154
2001.05,Ms14w,Wakatenro,183.5,149
2001.05,Ms15e,Yoshiazuma,197,151.5
2001.05,Ms15w,Gojoro,190.5,151
2001.05,Ms16e,Daimanazuru,188.5,169.5
2001.05,Ms16w,Kotokuni,186.5,141
2001.05,Ms17e,Tochinoyama,176,127.5
2001.05,Ms17w,Kyokutenzan,189,102
2001.05,Ms18e,Hokutoriki,182,141.5
2001.05,Ms18w,Kotoiwakuni,187,147.5
2001.05,Ms19e,Kimenryu,189,137.5
2001.05,Ms19w,Fukuzono,178.5,108.5
2001.05,Ms20e,Wakanojo,191,157.5
2001.05,Ms20w,Kyokunankai,179.5,111
2001.05,Ms21e,Asofuji,180,109
2001.05,Ms21w,Tenichi,176,145
2001.05,Ms22e,Kanechika,182,173
2001.05,Ms22w,Futatsukuba,185,144
2001.05,Ms23e,Wakahayato,184,150
2001.05,Ms23w,Fukuseyama,186,148
2001.05,Ms24e,Tochitenko,178,140.5
2001.05,Ms24w,Midorifuji,185,156
2001.05,Ms25e,Dewanofuji,184,128.5
2001.05,Ms25w,Kotonomine,176,122.5
2001.05,Ms26e,Wakayuki,172.5,134
2001.05,Ms26w,Minami,181,137
2001.05,Ms27e,Susanoumi,183,206
2001.05,Ms27w,Hokutoiwa,177.5,147.5
2001.05,Ms28e,Wakashinobu,183.5,149
2001.05,Ms28w,Tochifudo,190,155.5
2001.05,Ms29e,Konoryu,174,118
2001.05,Ms29w,Omusashi,175,141.5
2001.05,Ms30e,Kotohino,177,138
2001.05,Ms30w,Akinohana,181,147.5
2001.05,Ms31e,Masunobori,177,176.5
2001.05,Ms31w,Kasugao,183,140
2001.05,Ms32e,Natsubori,191.5,140
2001.05,Ms32w,Kotohikari,179.5,154.5
2001.05,Ms33e,Oga,180,118
2001.05,Ms33w,Dewanosato,182,127.5
2001.05,Ms34e,Ryuho,183,139.5
2001.05,Ms34w,Rachimi,183,133.5
2001.05,Ms35e,Kyokuhikari,179,172
2001.05,Ms35w,Komanofuji,184.5,159
2001.05,Ms36e,Shigezakura,181,125.5
2001.05,Ms36w,Gokenzan,194,186.5
2001.05,Ms37e,Tsuchihashi,173.5,89
2001.05,Ms37w,Maikaze,179,128
2001.05,Ms38e,Iwakiyama,183,166
2001.05,Ms38w,Kakuo,181,143
2001.05,Ms39e,Toshinyama,173,153.5
2001.05,Ms39w,Toshinriki,180,135.5
2001.05,Ms40e,Takamihana,180.5,160
2001.05,Ms40w,Shindo,181,160
2001.05,Ms41e,Asasekiryu,183,120.5
2001.05,Ms41w,Enatsukasa,178,138.5
2001.05,Ms42e,Itakura,182,139.5
2001.05,Ms42w,Shinmei,183,145.5
2001.05,Ms43e,Narahikari,178,117
2001.05,Ms43w,Shikishima,184.5,187
2001.05,Ms44e,Yanagi,177,178.5
2001.05,Ms44w,Tamaasuka,184,119.5
2001.05,Ms45e,Onowaka,180.5,175
2001.05,Ms45w,Tashiro,188,155
2001.05,Ms46e,Hayasegawa,177.5,128.5
2001.05,Ms46w,Tamao,188.5,125
2001.05,Ms47e,Aranonami,183.5,140
2001.05,Ms47w,Tochitaiki,170,154
2001.05,Ms48e,Teruazuma,184,167.5
2001.05,Ms48w,Nanbara,186,127
2001.05,Ms49e,Tamaryoma,176,117
2001.05,Ms49w,Daiden,174.5,113
2001.05,Ms50e,Musashifuji,182.5,149
2001.05,Ms50w,Maenowaka,187,113
2001.05,Ms51e,Rikiryuyama,190.5,136
2001.05,Ms51w,Takinooto,182.5,163.5
