basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2011.01,1,Jk27e,Yakushiji,0-1 (3-4),0,shitatenage,1,Jk28e,Miyake,1-0 (3-4)
2011.01,1,Jk23e,Matano,0-1 (3-4),0,oshidashi,1,Jk23w,Kainoryu,1-0 (5-2)
2011.01,1,Jk21e,Sunaga,1-0 (2-5),1,yorikiri,0,Jk21w,Fukushima,0-1 (3-4)
2011.01,1,Jk18e,Yukitsugaru,0-1 (3-4),0,tsukiotoshi,1,Jk18w,Shikinokawa,1-0 (4-3)
2011.01,1,Jk16e,Oshio,0-1 (2-5),0,yoritaoshi,1,Jk16w,Wakagenji,1-0 (5-2)
2011.01,1,Jk13e,Kasachikara,0-1 (3-4),0,yorikiri,1,Jk13w,Moriurara,1-0 (4-3)
2011.01,1,Jk11e,Kikuchi,0-1 (3-4),0,yorikiri,1,Jk11w,Tamashinzan,1-0 (6-1)
2011.01,1,Jk8e,Kagawa,0-1 (5-2),0,uwatenage,1,Jk8w,Daitoken,1-0 (4-3)
2011.01,1,Jk6e,Shintaku,1-0 (4-3),1,oshitaoshi,0,Jk6w,Masutenryu,0-1 (2-5)
2011.01,1,Jk4e,Kotoyoshikane,0-1 (3-4),0,uwatenage,1,Jk4w,Daiseishin,1-0 (3-4)
2011.01,1,Jk2e,Mukai,0-1 (2-5),0,yorikiri,1,Jk2w,Kotoomura,1-0 (3-4)
2011.01,1,Jd115e,Kobuzan,0-1 (3-4),0,yorikiri,1,Jd115w,Matsugahama,1-0 (4-3)
2011.01,1,Jd113e,Koseki,1-0 (5-2),1,yorikiri,0,Jd112w,Nara,0-1 (4-3)
2011.01,1,Jd110e,Masuhayato,1-0 (4-3),1,yorikiri,0,Jd110w,Raizan,0-1 (2-5)
2011.01,1,Jd108e,Masuamami,0-1 (1-2-4),0,yoritaoshi,1,Jd108w,Hisasakamoto,1-0 (5-2)
2011.01,1,Jd106e,Ishihara,0-1 (4-3),0,yoritaoshi,1,Jd106w,Shimasegawa,1-0 (3-4)
2011.01,1,Jd104w,Kanai,1-0 (3-4),1,tsukiotoshi,0,Jd103w,Daikosei,0-1 (3-4)
2011.01,1,Jd102e,Komatensho,1-0 (5-2),1,yorikiri,0,Jd101w,Daishiryu,0-1 (1-6)
2011.01,1,Jd100e,Kotofubuki,0-1 (5-2),0,sukuinage,1,Jd99w,Tenryo,1-0 (5-2)
2011.01,1,Jd98e,Nakashima,1-0 (4-3),1,oshidashi,0,Jd97w,Hokutoryu,0-1 (3-4)
2011.01,1,Jd96e,Hokuto,1-0 (5-2),1,yorikiri,0,Jd95w,Kumao,0-1 (4-3)
2011.01,1,Jd93w,Suzuki,0-1 (1-6),0,yorikiri,1,Jd92w,Ryujofuji,1-0 (5-2)
2011.01,1,Jd91e,Kototakahashi,0-1 (3-4),0,uwatenage,1,Jd90w,Takeda,1-0 (4-3)
2011.01,1,Jd89e,Kotokonjo,1-0 (5-2),1,yorikiri,0,Jd88w,Higohikari,0-1 (0-7)
2011.01,1,Jd87e,Azumasho,1-0 (4-3),1,oshidashi,0,Jd86w,Hamadayama,0-1 (5-2)
2011.01,1,Jd84e,Toshinyama,1-0 (3-4),1,katasukashi,0,Jd85e,Hakkairyu,0-1 (3-4)
2011.01,1,Jd82e,Daigonishiki,1-0 (5-2),1,yorikiri,0,Jd82w,Kotokawamura,0-1 (1-6)
2011.01,1,Jd80e,Daikoyama,0-1 (2-5),0,yoritaoshi,1,Jd80w,Kanryu,1-0 (3-4)
2011.01,1,Jd78w,Ganjoyama,0-1 (5-2),0,oshidashi,1,Jd77w,Rokumonsen,1-0 (6-1)
2011.01,1,Jd76e,Daishoko,0-1 (4-3),0,tsukiotoshi,1,Jd75w,Fukamiyama,1-0 (3-4)
2011.01,1,Jd74w,Aratobi,1-0 (3-4),1,tsukiotoshi,0,Jd73w,Taguchi,0-1 (4-3)
2011.01,1,Jd72e,Hisachikara,0-1 (5-2),0,uwatenage,1,Jd71w,Takatenshu,1-0 (3-4)
2011.01,1,Jd70e,Tamakishin,0-1 (3-4),0,yorikiri,1,Jd69w,Okuniyama,1-0 (1-6)
2011.01,1,Jd68e,Yamamoto,0-1 (2-5),0,hatakikomi,1,Jd67w,Yamaryu,1-0 (6-1)
2011.01,1,Jd66e,Kotomyozan,1-0 (5-2),1,yorikiri,0,Jd65w,Amakusa,0-1 (3-4)
2011.01,1,Jd64e,Taikomaru,1-0 (3-4),1,hikiotoshi,0,Jd63w,Hasugeyama,0-1 (3-4)
2011.01,1,Jd62e,Sumanoumi,1-0 (4-3),1,okuridashi,0,Jd61w,Kiriarashi,0-1 (4-3)
2011.01,1,Jd60e,Oseumi,1-0 (4-3),1,oshidashi,0,Jd59w,Hamaazuma,0-1 (2-5)
2011.01,1,Jd58e,Tochiminato,1-0 (5-2),1,yorikiri,0,Jd57w,Daika,0-1 (4-3)
2011.01,1,Jd56e,Hisanotora,0-1 (0-1-6),0,fusen,1,Jd55w,Kaidonami,1-0 (6-1)
2011.01,1,Jd54e,Komatsukasa,0-1 (0-1-6),0,fusen,1,Jd53w,Tamaseiryo,1-0 (3-4)
2011.01,1,Jd51e,Aoimaru,1-0 (5-2),1,yorikiri,0,Jd51w,Kaihazan,0-1 (2-5)
2011.01,1,Jd49e,Matsuura,0-1 (4-3),0,hatakikomi,1,Jd49w,Koju,1-0 (5-2)
2011.01,1,Jd47e,Azumasato,1-0 (4-3),1,oshidashi,0,Jd47w,Fusanohana,0-1 (4-3)
2011.01,1,Jd45e,Teraofuji,1-0 (3-4),1,hikiotoshi,0,Jd45w,Azumasakari,0-1 (2-5)
2011.01,1,Jd43e,Kawahara,0-1 (1-6),0,tsukidashi,1,Jd43w,Gonoumi,1-0 (7-0)
2011.01,1,Jd40e,Makuhari,0-1 (5-2),0,oshidashi,1,Jd40w,Oigarashi,1-0 (2-5)
2011.01,1,Jd38e,Yuwa,1-0 (3-4),1,yorikiri,0,Jd38w,Chikarayama,0-1 (3-4)
2011.01,1,Jd36e,Tamahikari,0-1 (2-5),0,oshidashi,1,Jd36w,Kihakuriki,1-0 (5-2)
2011.01,1,Jd34e,Shobushi,1-0 (5-2),1,tsukitaoshi,0,Jd34w,Daichi,0-1 (3-4)
2011.01,1,Jd32e,Arajishi,1-0 (3-4),1,hikiotoshi,0,Jd32w,Tochidaiho,0-1 (2-5)
2011.01,1,Jd30e,Barikimaru,1-0 (5-2),1,yorikiri,0,Jd30w,Terunosato,0-1 (5-2)
2011.01,1,Jd28e,Arikawa,0-1 (3-4),0,oshidashi,1,Jd28w,Kotowatanabe,1-0 (3-4)
2011.01,1,Jd26e,Tamatoryo,1-0 (3-4),1,yorikiri,0,Jd26w,Daitenyu,0-1 (4-3)
2011.01,1,Jd24e,Kongofuji,1-0 (5-2),1,yorikiri,0,Jd24w,Hokutonami,0-1 (2-5)
2011.01,1,Jd22e,Daishojo,0-1 (3-4),0,yorikiri,1,Jd22w,Hokutokuni,1-0 (7-0)
2011.01,1,Jd20e,Takada,0-1 (3-4),0,fusen,1,Jd19w,Kasuganami,1-0 (4-3)
