basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2016.07,1,Jk29e,Imai,0-1 (3-4),0,yorikiri,1,Jk29w,Kamiyutaka,1-0 (5-2)
2016.07,1,Jk27e,Ezuka,1-0 (3-4),1,yoritaoshi,0,Jk26w,Sugano,0-1 (4-3)
2016.07,1,Jk26e,Urutora,0-1 (3-4),0,tsukitaoshi,1,Jk25w,Fujisato,1-0 (4-3)
2016.07,1,Jk22w,Kotokensei,1-0 (6-1),1,oshidashi,0,Jk21w,Higohikari,0-1 (2-5)
2016.07,1,Jk18e,Hattorizakura,0-1 (0-7),0,oshidashi,1,Jk18w,Sasamenishiki,1-0 (4-3)
2016.07,1,Jk15e,Fukuminato,0-1 (4-3),0,oshidashi,1,Jk15w,Shuji,1-0 (7-0)
2016.07,1,Jk13e,Ose,0-1 (3-4),0,yoritaoshi,1,Jk12w,Nishigami,1-0 (3-4)
2016.07,1,Jk12e,Tokio,1-0 (3-4),1,yoritaoshi,0,Jk11w,Ito,0-1 (4-3)
2016.07,1,Jk9e,Kazunofuji,0-1 (2-5),0,hikiotoshi,1,Jk8w,Chida,1-0 (2-5)
2016.07,1,Jk4e,Hokuyozakura,1-0 (5-2),1,yorikiri,0,Jk6e,Shimakaze,0-1 (2-5)
2016.07,1,Jk5e,Isamufuji,1-0 (5-2),1,oshidashi,0,Jk3w,Momochizakura,0-1 (3-4)
2016.07,1,Jk2e,Hanai,0-1 (0-7),0,yorikiri,1,Jk1w,Obara,1-0 (5-2)
2016.07,1,Jd104e,Nakai,1-0 (5-2),1,yorikiri,0,Jd103w,Tomiyama,0-1 (4-3)
2016.07,1,Jd102e,Shoryudo,0-1 (3-4),0,yorikiri,1,Jd101w,Hakuyo,1-0 (4-3)
2016.07,1,Jd100e,Tamanoryu,1-0 (4-3),1,shitatehineri,0,Jd99w,Tochidaiho,0-1 (2-5)
2016.07,1,Jd97e,Azumanami,1-0 (2-5),1,uwatenage,0,Jd98e,Hokutosato,0-1 (1-6)
2016.07,1,Jd95e,Hitomi,0-1 (3-4),0,oshidashi,1,Jd94w,Akutsu,1-0 (4-3)
2016.07,1,Jd91e,Bushi,1-0 (4-3),1,okuridashi,0,Jd92e,Azumahikari,0-1 (2-5)
2016.07,1,Jd89e,Yamatonami,1-0 (4-3),1,yorikiri,0,Jd89w,Bandaisan,0-1 (2-4-1)
2016.07,1,Jd87e,Nakatani,1-0 (4-3),1,okuridashi,0,Jd87w,Uminishiki,0-1 (3-4)
2016.07,1,Jd85e,Terumichi,1-0 (3-4),1,yoritaoshi,0,Jd84w,Ichinoryu,0-1 (2-5)
2016.07,1,Jd83e,Hisatsukasa,1-0 (5-2),1,yorikiri,0,Jd82w,Sakaefuji,0-1 (6-1)
2016.07,1,Jd81e,Takamayama,1-0 (3-4),1,yoritaoshi,0,Jd80w,Ozaki,0-1 (2-5)
2016.07,1,Jd78e,Daiseiryu,1-0 (4-3),1,oshidashi,0,Jd79e,Mizoguchi,0-1 (2-5)
2016.07,1,Jd75e,Hanashi,1-0 (3-4),1,sukuinage,0,Jd74w,Taniguchi,0-1 (3-4)
