basho,rank,rikishi,height,weight
1991.07,Y1e,Asahifuji,189,143
1991.07,Y1w,Hokutoumi,181,147
1991.07,Y2eHD,Onokuni,189,188
1991.07,O1e,Konishiki,187,236
1991.07,O1w,Kirishima,187,127
1991.07,S1e,Kotonishiki,177,134
1991.07,S1w,Takatoriki,181,139
1991.07,K1e,Akinoshima,176,139
1991.07,K1w,Takahanada,186,133
1991.07,M1e,Akebono,204,194
1991.07,M1w,Kotogaume,180,173
1991.07,M2e,Daishoyama,182,178
1991.07,M2w,Wakahanada,180,117
1991.07,M3e,Tochinowaka,190,156
1991.07,M3w,Terao,185,111
1991.07,M4e,Wakasegawa,189,148
1991.07,M4w,Kasugafuji,180,140
1991.07,M5e,Kirinishiki,188,171
1991.07,M5w,Misugisato,185,149
1991.07,M6e,Enazakura,181,132
1991.07,M6w,Hananokuni,185,145
1991.07,M7e,Kyokudozan,182,102
1991.07,M7w,Ryogoku,185,170
1991.07,M8e,Kotonowaka,192,155
1991.07,M8w,Sakahoko,182,124
1991.07,M9e,Mitoizumi,194,181
1991.07,M9w,Tomoefuji,191,144
1991.07,M10e,Kushimaumi,188,179
1991.07,M10w,Oginohana,189,144
1991.07,M11e,Takanofuji,192,138
1991.07,M11w,Takamisugi,179,150
1991.07,M12e,Kototsubaki,188,147
1991.07,M12w,Toyonoumi,190,190
1991.07,M13e,Kotofuji,192,150
1991.07,M13w,Daishoho,188,139
1991.07,M14e,Itai,178,139
1991.07,M14w,Ozutsu,183,137
1991.07,M15e,Kotoinazuma,181,130
1991.07,M15w,Jingaku,191,148
1991.07,M16e,Owakamatsu,187,148
