basho,rank,rikishi,height,weight
2014.09,Y1e,Hakuho,193,150.7
2014.09,Y1w,Kakuryu,186,150
2014.09,Y2e,Harumafuji,185,135
2014.09,O1e,Kotoshogiku,180,177
2014.09,O1w,Kisenosato,188,177
2014.09,O2w,Goeido,183,158.2
2014.09,S1e,Myogiryu,187,148
2014.09,S1w,Takekaze,170,144
2014.09,K1e,Jokoryu,187,162.4
2014.09,K1w,Chiyotairyu,182,166.8
2014.09,M1e,Terunofuji,192,158.5
2014.09,M1w,Endo,183,145.6
2014.09,M2e,Takayasu,187,163
2014.09,M2w,Toyonoshima,169,149.4
2014.09,M3e,Aoiyama,192,192.6
2014.09,M3w,Yoshikaze,175,140.3
2014.09,M4e,Takarafuji,186,161.1
2014.09,M4w,Osunaarashi,189,146
2014.09,M5e,Toyohibiki,185,185.2
2014.09,M5w,Ikioi,194,157
2014.09,M6e,Aminishiki,186,152
2014.09,M6w,Kaisei,195,187.8
2014.09,M7e,Shohozan,177,134.5
2014.09,M7w,Chiyootori,179,178.5
2014.09,M8e,Tochiozan,189,154
2014.09,M8w,Arawashi,184,122
2014.09,M9e,Tamawashi,190,161
2014.09,M9w,Tochinowaka,196,181
2014.09,M10e,Ichinojo,190,183
2014.09,M10w,Kitataiki,185,149
2014.09,M11e,Chiyomaru,178,176.3
2014.09,M11w,Takanoiwa,181,145.5
2014.09,M12e,Sadanoumi,184,131.2
2014.09,M12w,Sadanofuji,189,200.5
2014.09,M13e,Homasho,185,149
2014.09,M13w,Sokokurai,185,131.6
2014.09,M14e,Kyokutenho,191,156
2014.09,M14w,Azumaryu,192,147.2
2014.09,M15e,Kyokushuho,191,149.6
2014.09,M15w,Okinoumi,190,154
2014.09,M16e,Tokitenku,186,143
2014.09,M16w,Kagamio,182,136
2014.09,J1e,Tokushoryu,182,170.6
2014.09,J1w,Amuru,192,126
2014.09,J2e,Homarefuji,180,163.7
2014.09,J2w,Sotairyu,179,120
2014.09,J3e,Shotenro,189,157.5
2014.09,J3w,Gagamaru,185,202.6
2014.09,J4e,Tosayutaka,178,140.8
2014.09,J4w,Kotoyuki,176,162.4
2014.09,J5e,Wakanosato,184,161
2014.09,J5w,Tochinoshin,192,162
2014.09,J6e,Tamaasuka,185,158.5
2014.09,J6w,Fujiazuma,182,183.6
2014.09,J7e,Asasekiryu,184,145
2014.09,J7w,Masunoyama,180,174
2014.09,J8e,Tokushinho,194,214.1
2014.09,J8w,Chiyoo,178,149.6
2014.09,J9e,Daieisho,179,135.7
2014.09,J9w,Satoyama,177,121
2014.09,J10e,Sakigake,180,155.3
2014.09,J10w,Seiro,185,131.2
2014.09,J11e,Asahisho,174,144.6
2014.09,J11w,Yoshiazuma,198,169
2014.09,J12e,Daido,187,167.6
2014.09,J12w,Kitaharima,182,121
2014.09,J13e,Akiseyama,183,172.6
2014.09,J13w,Chiyonokuni,184,143.8
2014.09,J14e,Kyokutaisei,184,128.2
2014.09,J14w,Wakakoyu,180,166.7
2014.09,Ms1e,Tenkaiho,184,189
2014.09,Ms1w,Tochihiryu,178,153.5
2014.09,Ms2e,Dewahayate,177,122.6
2014.09,Ms2w,Iwasaki,184,156.2
2014.09,Ms3e,Kotoeko,175.5,111.6
2014.09,Ms3w,Tatsu,193,144.3
2014.09,Ms4e,Kawabata,175,153
2014.09,Ms4w,Horyuyama,185,167
2014.09,Ms5e,Higonojo,180,135.1
2014.09,Ms5w,Wakanoshima,181,140
2014.09,Ms6e,Rikishin,188,132
2014.09,Ms6w,Ishiura,173,103.6
2014.09,Ms7e,Horikiri,185,121
2014.09,Ms7w,Kizenryu,194,149.3
2014.09,Ms8e,Onosho,176,148.5
2014.09,Ms8w,Masunoumi,180,145.4
2014.09,Ms9e,Takatoshi,174,130.4
2014.09,Ms9w,Musashiumi,182,138.8
2014.09,Ms10e,Yamatofuji,188,146
2014.09,Ms10w,Keitenkai,175,116
2014.09,Ms11e,Daishoiwa,181,134.4
2014.09,Ms11w,Sensho,181,135
2014.09,Ms12e,Kawanari,184,200.5
2014.09,Ms12w,Kotomisen,182,150.2
2014.09,Ms13e,Chiyoshoma,183,118.2
2014.09,Ms13w,Ryuonami,187,128.5
2014.09,Ms14e,Kisenoyama,170.2,168.7
2014.09,Ms14w,Sagatsukasa,166,134.4
2014.09,Ms15e,Terutsuyoshi,169,112
2014.09,Ms15w,Kotokobai,172.5,135.4
2014.09,Ms16e,Meisei,180,120
2014.09,Ms16w,Irie,179,181.1
2014.09,Ms17e,Gochozan,175,112.2
2014.09,Ms17w,Akua,181,162.6
2014.09,Ms18e,Kairyu,178,133.5
2014.09,Ms18w,Daishoho,182,140
2014.09,Ms19e,Mitoyutaka,177,164.4
2014.09,Ms19w,Shosei,167,130.2
2014.09,Ms20e,Hokaho,185,137.3
2014.09,Ms20w,Asabenkei,190,174.8
2014.09,Ms21e,Akinoyama,177,192.8
2014.09,Ms21w,Tokachiumi,190,143.5
2014.09,Ms22e,Dairaido,176.5,153.3
2014.09,Ms22w,Tetsuyuzan,175.2,124.4
2014.09,Ms23e,Akinokawa,180,141.3
2014.09,Ms23w,Masakaze,183,190.5
2014.09,Ms24e,Kotodaigo,189,117
2014.09,Ms24w,Nishikigi,184.5,149.5
2014.09,Ms25e,Haguroho,171.5,128.2
2014.09,Ms25w,Hakiai,174,121
2014.09,Ms26e,Kihonoumi,182,148.4
2014.09,Ms26w,Daishoryu,172,143.4
2014.09,Ms27e,Hakuyozan,185,145.8
2014.09,Ms27w,Onami,182,101.2
2014.09,Ms28e,Ikeru,174,101.2
2014.09,Ms28w,Sasanoyama,179.5,150
2014.09,Ms29e,Takakiho,178,146.7
2014.09,Ms29w,Hienriki,179,121
2014.09,Ms30e,Higoarashi,182,168.4
2014.09,Ms30w,Rendaiyama,179.5,144.2
2014.09,Ms31e,Kaonishiki,179,162.8
2014.09,Ms31w,Aozora,180.5,127.5
2014.09,Ms32e,Tochinosato,178.5,149.3
2014.09,Ms32w,Bungonishiki,182,155.1
2014.09,Ms33e,Mankajo,182,196.6
2014.09,Ms33w,Katsunofuji,182.5,143
2014.09,Ms34e,Kasugakuni,182,161
2014.09,Ms34w,Chiyosakae,178,140.7
2014.09,Ms35e,Komanokuni,177,207.8
2014.09,Ms35w,Tsurubayashi,178,136.3
2014.09,Ms36e,Sasayama,177.5,135
2014.09,Ms36w,Hakunishiki,180,124.6
2014.09,Ms37e,Terao,191,152.4
2014.09,Ms37w,Goshi,185,127.2
2014.09,Ms38e,Oiwato,179,143.6
2014.09,Ms38w,Amatsu,180,136.4
2014.09,Ms39e,Komakiryu,179,149.3
2014.09,Ms39w,Kotokino,187,182
2014.09,Ms40e,Oazuma,197,151.5
2014.09,Ms40w,Matsumoto,179,131.2
2014.09,Ms41e,Ohara,170,91.5
2014.09,Ms41w,Asakoki,186,116
2014.09,Ms42e,Abiko,184,154
2014.09,Ms42w,Koba,171,152.5
2014.09,Ms43e,Sasakiyama,179.5,137
2014.09,Ms43w,Wakakeisho,173.5,138
2014.09,Ms44e,Hokutowaka,186,126
2014.09,Ms44w,Aokishin,174,118.7
2014.09,Ms45e,Okoryu,180,128
2014.09,Ms45w,Daikiho,183,155.6
2014.09,Ms46e,Chiyoarashi,171,145
2014.09,Ms46w,Tomisakae,168,110
2014.09,Ms47e,Kaito,178,133.1
2014.09,Ms47w,Mizuguchi,181.5,130
2014.09,Ms48e,Masunosho,181.5,128.5
2014.09,Ms48w,Fujimoto,178,138.4
2014.09,Ms49e,Koshinoryu,179,168.2
2014.09,Ms49w,Nishiyama,180,158.5
2014.09,Ms50e,Dewaotori,186,144.7
2014.09,Ms50w,Suzaku,182,104
2014.09,Ms51e,Wakaryusei,184.5,119.5
2014.09,Ms51w,Chiyokiryu,186,122.1
2014.09,Ms52e,Daikamikaze,175,109.2
2014.09,Ms52w,Kazafuzan,182,164
2014.09,Ms53e,Nishikikaze,179,147.4
2014.09,Ms53w,Byakko,187.5,134.4
2014.09,Ms54e,Masutoo,187,168.2
2014.09,Ms54w,Migikataagari,174,158
2014.09,Ms55e,Takakasuga,188,100.3
2014.09,Ms55w,Ryusei,181,120
2014.09,Ms56e,Goryu,179,153.3
2014.09,Ms56w,Kotofukuju,185.5,141
2014.09,Ms57e,Tenichi,175.5,140.6
2014.09,Ms57w,Shoketsu,184,159.5
2014.09,Ms58e,Towanoyama,190.5,170
2014.09,Ms58w,Tamadaiki,180,128.7
2014.09,Ms59e,Okinofuji,181,160.5
2014.09,Ms59w,Daichi,185,131.6
2014.09,Ms60e,Kaorufuji,175,179.2
2014.09,Ms60w,Hokuo,177,117.1
2014.09,Sd1e,Hitachigo,183,144.7
2014.09,Sd1w,Kotokensei,175,159.5
2014.09,Sd2e,Aratoshi,180,118
2014.09,Sd2w,Haruhikari,168,128.8
2014.09,Sd3e,Tochimaru,170,155
2014.09,Sd3w,Raomaru,173,125
2014.09,Sd4e,Takamisato,185,142
2014.09,Sd4w,Kainoryu,179,117.5
2014.09,Sd5e,Kawaraumi,172,124
2014.09,Sd5w,Fukamiyama,178,154
2014.09,Sd6e,Matsubayama,184,146.3
2014.09,Sd6w,Nionoumi,174,146.5
2014.09,Sd7e,Asatenmai,171,118.2
2014.09,Sd7w,Tochinobori,181.5,123.7
2014.09,Sd8e,Orora,193,271
2014.09,Sd8w,Hokkairyu,187,153.3
2014.09,Sd9e,Mitotsukasa,176,170.3
2014.09,Sd9w,Fukugoriki,181,150
2014.09,Sd10e,Aoi,181,141
2014.09,Sd10w,Notozakura,177,137
2014.09,Sd11e,Shiroryu,173,146.6
2014.09,Sd11w,Kotokuzan,178,133.2
2014.09,Sd12e,Hamaeiko,170,104
2014.09,Sd12w,Mitozakura,179.5,136
2014.09,Sd13e,Yuki,179,121
2014.09,Sd13w,Mugendai,178,114.7
2014.09,Sd14e,Aiyama,172,111
2014.09,Sd14w,Daiseiho,181,137.5
2014.09,Sd15e,Hisanotora,177,153.3
2014.09,Sd15w,Daijo,180,126.6
2014.09,Sd16e,Arishima,184,139.9
2014.09,Sd16w,Daigofuji,184,195.5
2014.09,Sd17e,Nankairiki,176,136.4
2014.09,Sd17w,Wakayama,174,150.8
2014.09,Sd18e,Notoazuma,181.5,153.8
2014.09,Sd18w,Hitenryu,188,162.5
2014.09,Sd19e,Tochiminato,191,146.3
2014.09,Sd19w,Hagane,178,143.1
2014.09,Sd20e,Wakanofuji,178.5,136.2
2014.09,Sd20w,Kotodaishin,179,161.5
2014.09,Sd21e,Takagenji,186,126.2
2014.09,Sd21w,Kototsubasa,174,105
2014.09,Sd22e,Shinohara,180,111
2014.09,Sd22w,Sakae,175,119
2014.09,Sd23e,Maeta,180,208.5
2014.09,Sd23w,Karatsuumi,182,180.2
2014.09,Sd24e,Mizuta,177,135
2014.09,Sd24w,Fujinoumi,190,140.3
2014.09,Sd25e,Daionami,179,120.8
2014.09,Sd25w,Tochinokuni,178,130.2
2014.09,Sd26e,Buseizan,185,142
2014.09,Sd26w,Kotohayato,174,125.3
2014.09,Sd27e,Fukunokuni,170,138
2014.09,Sd27w,Kotaro,170,160
2014.09,Sd28e,Maenofuji,177.8,130.7
2014.09,Sd28w,Kasugaryu,168,107
2014.09,Sd29e,Yoshifuji,173,123.7
2014.09,Sd29w,Shiba,176,159
2014.09,Sd30e,Kiriarashi,175,135.8
2014.09,Sd30w,Azumasato,171.5,123.5
2014.09,Sd31e,Sotenryu,186,126
2014.09,Sd31w,Ryuseio,187,146.7
2014.09,Sd32e,Daishokaku,184,145
2014.09,Sd32w,Musashikuni,187,145
2014.09,Sd33e,Kirinofuji,186,119.3
2014.09,Sd33w,Kisenowaka,178,118.5
2014.09,Sd34e,Minatosho,170,123.4
2014.09,Sd34w,Kotootori,177,127.6
2014.09,Sd35e,Otakayama,194,147.3
2014.09,Sd35w,Inabamaru,187,180.6
2014.09,Sd36e,Nishiuchi,177,109.3
2014.09,Sd36w,Yotsugamine,170,112
2014.09,Sd37e,Fujinohana,189,146
2014.09,Sd37w,Kosei,193,180.2
2014.09,Sd38e,Gorikiyama,180.5,128.5
2014.09,Sd38w,Kotonoshu,185.5,167
2014.09,Sd39e,Takamiryu,184,169.8
2014.09,Sd39w,Kakutaiki,174,141.8
2014.09,Sd40e,Tokushuzan,174,164.8
2014.09,Sd40w,Aonosho,181,137.2
2014.09,Sd41e,Hokutohana,179,163
2014.09,Sd41w,Okuma,180,164.4
2014.09,Sd42e,Nogami,176,125
2014.09,Sd42w,Tokinowaka,190,130.6
2014.09,Sd43e,Chiyoraizan,189,153.1
2014.09,Sd43w,Kamiyutaka,182,138
2014.09,Sd44e,Mitohikari,175,125.6
2014.09,Sd44w,Kakehashi,170,115.6
2014.09,Sd45e,Tamakaizan,175,121
2014.09,Sd45w,Kotodairyu,175,113.4
2014.09,Sd46e,Aomihama,177,136.6
2014.09,Sd46w,Asanojo,174.5,114.3
2014.09,Sd47e,Fukuyamato,169,93.3
2014.09,Sd47w,Tochinoshima,173,141.8
2014.09,Sd48e,Shodai,182,150
2014.09,Sd48w,Hamayutaka,181.5,126.5
2014.09,Sd49e,Haruzakura,173,125
2014.09,Sd49w,Tochikasuga,177,132.3
2014.09,Sd50e,Yakunoshima,179,142.2
2014.09,Sd50w,Teraoumi,186,123.6
2014.09,Sd51e,Hokutotsuru,177,137
2014.09,Sd51w,Kisomitsuru,178,124.2
2014.09,Sd52e,Tsurunoumi,176,123
2014.09,Sd52w,Gonoumi,183,117.7
2014.09,Sd53e,Kotoninsei,172.5,122
2014.09,Sd53w,Kotozensho,179,82.5
2014.09,Sd54e,Kenho,180,231.5
2014.09,Sd54w,Takagi,180,202
2014.09,Sd55e,Kai,182,113.6
2014.09,Sd55w,Owaka,192,134.5
2014.09,Sd56e,Obamaumi,177.5,129.4
2014.09,Sd56w,Hokuyozan,177,119.5
2014.09,Sd57e,Amanoshima,180,121.2
2014.09,Sd57w,Takatenshu,186,214.5
2014.09,Sd58e,Rikito,167,108.3
2014.09,Sd58w,Kainishiki,175,117.2
2014.09,Sd59e,Dewanosato,182.5,115
2014.09,Sd59w,Fukushima,179,133
2014.09,Sd60e,Saio,173.5,98.4
2014.09,Sd60w,Genkaiho,175,142
2014.09,Sd61e,Akatsuki,178.5,144.6
2014.09,Sd61w,Tsugaruumi,174,84.2
2014.09,Sd62e,Wakarikido,188,160.2
2014.09,Sd62w,Tochihayate,168,147
2014.09,Sd63e,Nagao,173,121
2014.09,Sd63w,Yoshinokuni,175.5,94.3
2014.09,Sd64e,Baraki,164,109.7
2014.09,Sd64w,Koike,182,153
2014.09,Sd65e,Shobushi,166,111.2
2014.09,Sd65w,Daishowaka,190,146
2014.09,Sd66e,Hatachijo,183,146.3
2014.09,Sd66w,Onojo,182,125.1
2014.09,Sd67e,Sadanokuni,183,114.3
2014.09,Sd67w,Chiyohayate,183.3,86.7
2014.09,Sd68e,Komatsukasa,193,183.5
2014.09,Sd68w,Koshinishiki,182,139.1
2014.09,Sd69e,Kaiho,169,154
2014.09,Sd69w,Tochiimari,170,114
2014.09,Sd70e,Takamai,181,151
2014.09,Sd70w,Kiryu,177.5,159.9
2014.09,Sd71e,Takunishiki,186,176
2014.09,Sd71w,Hokutoo,196,135
2014.09,Sd72e,Umetsu,174,145.5
2014.09,Sd72w,Chiyonokatsu,178,117
2014.09,Sd73e,Burinosato,183.5,152.5
2014.09,Sd73w,Hamakasuga,177,119.2
2014.09,Sd74e,Takayoshitoshi,183,120
2014.09,Sd74w,Aragyoshi,178,82.1
2014.09,Sd75e,Kyokuhozan,180,150.7
2014.09,Sd75w,Yakabe,173,158.8
2014.09,Sd76e,Ikinoshima,182.5,142
2014.09,Sd76w,Fujinokaze,180.4,183.2
2014.09,Sd77e,Asatodoroki,189,157.5
2014.09,Sd77w,Kotorikuzan,174.5,174.5
2014.09,Sd78e,Hamadayama,171,104.2
2014.09,Sd78w,Ugonoumi,178,108.6
2014.09,Sd79e,Ishihara,178.5,141.6
2014.09,Sd79w,Tochinohama,186,153
2014.09,Sd80e,Kasugamaru,175,134
2014.09,Sd80w,Banjaku,179,148.5
