basho,rank,rikishi,height,weight
2000.11,Y1e,Musashimaru,192,230.5
2000.11,Y1w,Akebono,203.5,230.5
2000.11,Y2e,Takanohana,186.5,152.5
2000.11,O1e,Kaio,185,175
2000.11,O1w,Chiyotaikai,181.5,158.5
2000.11,O2e,Dejima,180.6,160
2000.11,O2w,Miyabiyama,188,175.5
2000.11,O3w,Musoyama,184,172
2000.11,S1e,Takanonami,196.6,169.5
2000.11,S1w,Hayateumi,183.5,129
2000.11,K1e,Tochinohana,184.5,148
2000.11,K1w,Wakanosato,184.5,151.5
2000.11,M1e,Akinoshima,175,156.5
2000.11,M1w,Wakanoyama,177,163.5
2000.11,M2e,Higonoumi,183,148
2000.11,M2w,Hamanoshima,179,118
2000.11,M3e,Kyokushuzan,182.5,133.5
2000.11,M3w,Chiyotenzan,183.5,150
2000.11,M4e,Tosanoumi,186,160
2000.11,M4w,Tochiazuma,180.5,147
2000.11,M5e,Takatoriki,180.5,147.5
2000.11,M5w,Toki,189.5,173.5
2000.11,M6e,Tochisakae,184,147
2000.11,M6w,Kyokutenho,191,140
2000.11,M7e,Kotonowaka,190.5,173.5
2000.11,M7w,Tochinonada,187.5,163.5
2000.11,M8e,Oginishiki,186,139
2000.11,M8w,Takanowaka,190,137.5
2000.11,M9e,Kaiho,178,125
2000.11,M9w,Kotomitsuki,180.7,149.5
2000.11,M10e,Tamakasuga,183,148
2000.11,M10w,Aminishiki,184,113.5
2000.11,M11e,Kotoryu,183,149
2000.11,M11w,Asanowaka,176,142.3
2000.11,M12e,Tokitsuumi,184,131.5
2000.11,M12w,Jumonji,186,155
2000.11,M13e,Otsukasa,175.5,149
2000.11,M13w,Minatofuji,186,165.5
2000.11,M14e,Wakakosho,184.5,176
2000.11,M14w,Tamanonada,187,148.5
