basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2014.11,1,Jk19e,Shohoryu,1-0 (5-2),1,yorikiri,0,Jk20e,Hokutoryu,0-1 (4-3)
2014.11,1,Jk16e,Sakura,1-0 (5-2),1,yorikiri,0,Jk16w,Kozakura,0-1 (0-2-5)
2014.11,1,Jk15e,Nakata,0-1 (1-6),0,yorikiri,1,Jk14w,Shoki,1-0 (1-6)
2014.11,1,Jk12e,Momochizakura,0-1 (2-5),0,oshitaoshi,1,Jk12w,Sadanoyu,1-0 (2-5)
2014.11,1,Jk10e,Shirai,0-1 (2-5),0,yoritaoshi,1,Jk10w,Hokutosato,1-0 (3-4)
2014.11,1,Jk8e,Kisenosho,1-0 (5-2),1,yorikiri,0,Jk8w,Hakubizan,0-1 (4-3)
2014.11,1,Jk6e,Nakatsuji,1-0 (3-4),1,yorikiri,0,Jk6w,Akutsu,0-1 (3-4)
2014.11,1,Jk4e,Sekizuka,0-1 (3-4),0,oshidashi,1,Jk4w,Watanabe,1-0 (5-2)
2014.11,1,Jk2e,Kainowaka,0-1 (4-3),0,oshidashi,1,Jk2w,Daikoyama,1-0 (4-3)
2014.11,1,Jd97e,Shinyashiki,1-0 (2-5),1,watashikomi,0,Jd97w,Teruju,0-1 (3-4)
2014.11,1,Jd95e,Daiseiryu,0-1 (1-6),0,yoritaoshi,1,Jd95w,Yokuyusei,1-0 (4-3)
2014.11,1,Jd93e,Kotofubuki,1-0 (4-3),1,yorikiri,0,Jd93w,Terumichi,0-1 (2-5)
2014.11,1,Jd91e,Kototakigawa,1-0 (4-3),1,uwatenage,0,Jd91w,Nakai,0-1 (3-4)
2014.11,1,Jd90e,Yasui,1-0 (4-3),1,shitatenage,0,Jd88w,Kotouruga,0-1 (4-3)
2014.11,1,Jd88e,Kotonoshima,1-0 (5-2),1,hatakikomi,0,Jd89w,Mihamaumi,0-1 (2-5)
2014.11,1,Jd85e,Kyokuhikari,1-0 (4-3),1,oshidashi,0,Jd85w,Takakurayama,0-1 (5-2)
2014.11,1,Jd83e,Mogaminishiki,0-1 (4-3),0,oshidashi,1,Jd83w,Yato,1-0 (2-5)
2014.11,1,Jd81e,Sakaefuji,1-0 (6-1),1,oshidashi,0,Jd81w,Tamashinriki,0-1 (4-3)
2014.11,1,Jd79e,Musashitaira,0-1 (2-5),0,tottari,1,Jd79w,Tsunekawa,1-0 (6-1)
2014.11,1,Jd77e,Hakuyo,0-1 (3-4),0,hatakikomi,1,Jd77w,Otsukawa,1-0 (3-4)
2014.11,1,Jd75e,Hayatozakura,1-0 (5-2),1,yorikiri,0,Jd75w,Gojinryu,0-1 (4-3)
2014.11,1,Jd73e,Tokkoriki,0-1 (4-3),0,tsukidashi,1,Jd73w,Takaseiryu,1-0 (4-3)
2014.11,1,Jd71e,Daikosei,1-0 (4-3),1,oshidashi,0,Jd71w,Mimanishiki,0-1 (3-4)
2014.11,1,Jd69e,Miyakojima,1-0 (3-4),1,shitatedashinage,0,Jd69w,Buken,0-1 (2-5)
2014.11,1,Jd67e,Daiisshin,0-1 (3-4),0,oshidashi,1,Jd67w,Shiraseyama,1-0 (3-4)
2014.11,1,Jd65e,Komatsu,0-1 (4-3),0,tsuridashi,1,Jd65w,Ebisumaru,1-0 (5-2)
2014.11,1,Jd63e,Adachi,1-0 (6-1),1,yorikiri,0,Jd63w,Nakano,0-1 (3-4)
2014.11,1,Jd61e,Ichiki,1-0 (3-4),1,kotenage,0,Jd62e,Tomiyama,0-1 (1-6)
2014.11,1,Jd60e,Koseki,0-1 (2-5),0,yorikiri,1,Jd60w,Wakayamanaka,1-0 (5-2)
2014.11,1,Jd57e,Hanahoshi,0-1 (2-5),0,uwatedashinage,1,Jd57w,Hakkairyu,1-0 (4-3)
2014.11,1,Jd55e,Kotomiyakura,0-1 (2-5),0,oshidashi,1,Jd55w,Taniguchi,1-0 (4-3)
2014.11,1,Jd53e,Takunoumi,1-0 (3-4),1,yorikiri,0,Jd53w,Ichifuji,0-1 (1-6)
2014.11,1,Jd51e,Kitadaichi,1-0 (5-2),1,oshitaoshi,0,Jd51w,Kasugasato,0-1 (4-3)
