basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2012.09,1,M16e,Takanoyama,0-1 (6-9),0,yorikiri,1,M15w,Sadanofuji,1-0 (5-10)
2012.09,1,M15e,Fujiazuma,1-0 (8-7),1,oshidashi,0,M14w,Kimurayama,0-1 (6-9)
2012.09,1,M14e,Asahisho,1-0 (8-7),1,oshidashi,0,M13w,Tenkaiho,0-1 (6-9)
2012.09,1,M13e,Asasekiryu,1-0 (8-7),1,uwatenage,0,M12w,Takarafuji,0-1 (5-10)
2012.09,1,M12e,Chiyotairyu,0-1 (6-9),0,hatakikomi,1,M11w,Wakanosato,1-0 (7-8)
2012.09,1,M11e,Kyokutenho,1-0 (10-5),1,yorikiri,0,M10w,Wakakoyu,0-1 (6-9)
2012.09,1,M10e,Yoshikaze,0-1 (7-8),0,kotenage,1,M9w,Takayasu,1-0 (10-5)
2012.09,1,M9e,Kitataiki,0-1 (6-9),0,yorikiri,1,M8w,Okinoumi,1-0 (11-4)
2012.09,1,M8e,Daido,1-0 (7-8),1,yorikiri,0,M7w,Shotenro,0-1 (6-9)
2012.09,1,M7e,Miyabiyama,0-1 (5-10),0,oshitaoshi,1,M6w,Masunoyama,1-0 (8-7)
2012.09,1,M6e,Tokitenku,0-1 (6-9),0,hikiotoshi,1,M5w,Takekaze,1-0 (8-7)
2012.09,1,M5e,Tochiozan,1-0 (9-6),1,hatakikomi,0,M4w,Toyohibiki,0-1 (7-8)
2012.09,1,M4e,Aminishiki,0-1 (10-5),0,oshidashi,1,M3w,Toyonoshima,1-0 (6-9)
2012.09,1,M3e,Homasho,1-0 (9-6),1,yorikiri,0,S1w,Goeido,0-1 (8-7)
2012.09,1,M2w,Gagamaru,0-1 (4-11),0,uwatedashinage,1,O3w,Kakuryu,1-0 (11-4)
2012.09,1,O3e,Kotooshu,1-0 (2-4-9),1,yorikiri,0,M2e,Aran,0-1 (3-12)
2012.09,1,M1w,Kaisei,1-0 (7-8),1,yorikiri,0,O2w,Baruto,0-1 (1-3-11)
2012.09,1,O2e,Kotoshogiku,1-0 (2-2-11),1,oshidashi,0,M1e,Shohozan,0-1 (7-8)
2012.09,1,S1e,Myogiryu,0-1 (10-5),0,yorikiri,1,O1w,Kisenosato,1-0 (10-5)
2012.09,1,O1e,Harumafuji,1-0 (15-0),1,yorikiri,0,K1e,Aoiyama,0-1 (4-11)
2012.09,1,Y1e,Hakuho,1-0 (13-2),1,yorikiri,0,K1w,Tochinoshin,0-1 (6-9)
