basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2003.03,1,Jk32e,Asafunatsu,0-1 (4-3),0,yorikiri,1,Jk32w,Hatanaka,1-0 (3-4)
2003.03,1,Jk30e,Kusuazuma,1-0 (6-1),1,shitatenage,0,Jk31e,Kurojishi,0-1 (3-4)
2003.03,1,Jk28e,Shironishiki,1-0 (6-1),1,oshitaoshi,0,Jk29e,Ito,0-1 (2-5)
2003.03,1,Jk26e,Kaganishiki,0-1 (3-4),0,yorikiri,1,Jk26w,Nagai,1-0 (5-2)
2003.03,1,Jk23e,Koseki,0-1 (2-6),0,oshidashi,1,Jk23w,Wakaizumi,1-0 (4-3)
2003.03,1,Jk20e,Kotokaneko,1-0 (3-4),1,ashitori,0,Jk20w,Tamashinzan,0-1 (3-4)
2003.03,1,Jk18e,Adachi,0-1 (3-4),0,uwatenage,1,Jk18w,Daiikeda,1-0 (4-3)
2003.03,1,Jk16e,Takaoyama,1-0 (4-3),1,hikiotoshi,0,Jk16w,Tani,0-1 (3-4)
2003.03,1,Jk14e,Daishiyama,0-1 (2-5),0,uwatenage,1,Jk14w,Beppu,1-0 (1-6)
2003.03,1,Jk12e,Tominoumi,0-1 (4-3),0,yoritaoshi,1,Jk11w,Daihagiyama,1-0 (4-3)
2003.03,1,Jk10e,Tochitaiga,1-0 (5-2),1,yorikiri,0,Jk9w,Amami,0-1 (2-5)
2003.03,1,Jk8e,Maenoshima,1-0 (5-2),1,hatakikomi,0,Jk7w,Hidanosato,0-1 (3-4)
2003.03,1,Jk5e,Kotobuki,1-0 (5-2),1,yorikiri,0,Jk5w,Umenokawa,0-1 (5-2)
2003.03,1,Jk3e,Osada,1-0 (2-5),1,oshidashi,0,Jk3w,Akiasahi,0-1 (4-3)
2003.03,1,Jd106e,Kirinobori,0-1 (3-4),0,oshidashi,1,Jk1e,Kushimanami,1-0 (4-3)
2003.03,1,Jd104e,Sawada,1-0 (3-4),1,isamiashi,0,Jd104w,Miyakomusashi,0-1 (3-4)
2003.03,1,Jd102e,Hayatefuji,0-1 (2-5),0,tsukiotoshi,1,Jd100w,Kyokuhozan,1-0 (3-4)
2003.03,1,Jd97e,Minegishi,1-0 (5-2),1,yorikiri,0,Jd98w,Sakurajima,0-1 (5-2)
2003.03,1,Jd95w,Fukumoto,0-1 (2-5),0,oshitaoshi,1,Jd94w,Konofuji,1-0 (2-5)
2003.03,1,Jd92e,Seifu,0-1 (3-4),0,oshidashi,1,Jd93e,Komanosho,1-0 (3-4)
2003.03,1,Jd90e,Hokutonada,1-0 (5-2),1,oshidashi,0,Jd90w,Kotoyamamoto,0-1 (5-2)
2003.03,1,Jd88e,Sakai,1-0 (5-2),1,fusen,0,Jd88w,Kinunoyama,0-1 (0-1-6)
2003.03,1,Jd86e,Kojimaumi,0-1 (3-4),0,oshidashi,1,Jd86w,Kakutoriki,1-0 (3-4)
2003.03,1,Jd84e,Nakatani,1-0 (2-5),1,hatakikomi,0,Jd83w,Kasachikara,0-1 (3-4)
2003.03,1,Jd82w,Daitenyu,1-0 (4-3),1,yorikiri,0,Jd81w,Hisatsukasa,0-1 (1-6)
2003.03,1,Jd79e,Sekinoyama,0-1 (2-5),0,oshidashi,1,Jd80e,Kakushoma,1-0 (5-2)
2003.03,1,Jd78e,Kawase,0-1 (3-4),0,okuritaoshi,1,Jd77w,Dewahikari,1-0 (4-3)
2003.03,1,Jd76w,Ozaki,0-1 (3-4),0,yorikiri,1,Jd75w,Miyanoshima,1-0 (5-2)
2003.03,1,Jd74e,Manabe,1-0 (4-3),1,oshidashi,0,Jd73w,Kaisenzan,0-1 (3-4)
2003.03,1,Jd72e,Koshinho,0-1 (1-6),0,uwatenage,1,Jd71w,Kasugaryu,1-0 (4-3)
2003.03,1,Jd69e,Bosonami,0-1 (5-2),0,yorikiri,1,Jd68w,Kotonoshin,1-0 (4-3)
