basho,rank,rikishi,height,weight
2002.05,Y1e,Musashimaru,192,227
2002.05,Y1w,Takanohana,185,161
2002.05,O1e,Kaio,185,168.5
2002.05,O1w,Tochiazuma,180,145
2002.05,O2e,Musoyama,183.5,166
2002.05,O2w,Chiyotaikai,181.5,155
2002.05,S1e,Asashoryu,183.5,132
2002.05,S1w,Kotomitsuki,181.5,151.5
2002.05,K1e,Wakanosato,184.5,152
2002.05,K1w,Tochinonada,187,153
2002.05,M1e,Aminishiki,185,122.5
2002.05,M1w,Toki,190,174
2002.05,M2e,Takanonami,196.5,163
2002.05,M2w,Tosanoumi,187,154.5
2002.05,M3e,Miyabiyama,187.5,176.5
2002.05,M3w,Takanowaka,190,147.5
2002.05,M4e,Daizen,188,156
2002.05,M4w,Kyokutenho,191,147
2002.05,M5e,Akinoshima,175,150.5
2002.05,M5w,Tamakasuga,183,151
2002.05,M6e,Kotonowaka,190.5,180
2002.05,M6w,Takamisakari,189,134
2002.05,M7e,Otsukasa,174,147
2002.05,M7w,Wakanoyama,177,160
2002.05,M8e,Kotoryu,183,143
2002.05,M8w,Kaiho,177.5,120.5
2002.05,M9e,Dejima,180.5,163
2002.05,M9w,Jumonji,185.5,149.5
2002.05,M10e,Kyokushuzan,183,146
2002.05,M10w,Chiyotenzan,184,142
2002.05,M11e,Tokitsuumi,185,132.5
2002.05,M11w,Tamanoshima,188,149
2002.05,M12e,Hamanishiki,181,126
2002.05,M12w,Buyuzan,181,160
2002.05,M13e,Oikari,176,133
2002.05,M13w,Tochinohana,184.5,147
2002.05,M14e,Hokutoriki,182.5,141.5
2002.05,M14w,Shimotori,187.5,146.5
2002.05,M15e,Tochisakae,185,158
2002.05,M15w,Asanowaka,176,136
2002.05,J1e,Higonoumi,182,151.5
2002.05,J1w,Takatoriki,180,144
2002.05,J2e,Hayateumi,183.5,129
2002.05,J2w,Terao,184,114
2002.05,J3e,Aogiyama,181.5,148.5
2002.05,J3w,Wakakosho,184.5,181
2002.05,J4e,Oginishiki,186,134
2002.05,J4w,Harunoyama,188,167.5
2002.05,J5e,Tamarikido,185,139
2002.05,J5w,Kitazakura,189.5,175.5
2002.05,J6e,Kasuganishiki,187,141
2002.05,J6w,Kobo,182.5,134.5
2002.05,J7e,Senshuyama,177.5,138
2002.05,J7w,Juzan,180.5,167
2002.05,J8e,Gojoro,191,153
2002.05,J8w,Ushiomaru,176.5,164
2002.05,J9e,Iwakiyama,184.5,162
2002.05,J9w,Towanoyama,192,202
2002.05,J10e,Hokutoiwa,176.5,154
2002.05,J10w,Takanotsuru,188,161
2002.05,J11e,Minatofuji,186,170
2002.05,J11w,Daishodai,175,162
2002.05,J12e,Wakatoba,175,130.5
2002.05,J12w,Komahikari,176.5,117
2002.05,J13e,Sumanofuji,176,145
2002.05,J13w,Kotonomine,176,120
2002.05,Ms1e,Sentoryu,176,144
2002.05,Ms1w,Asasekiryu,183,132
2002.05,Ms2e,Toyozakura,182,137
2002.05,Ms2w,Tomikaze,180.5,139
2002.05,Ms3e,Wakatenro,183,157
2002.05,Ms3w,Kotokanyu,182,131
2002.05,Ms4e,Gokenzan,194,182
2002.05,Ms4w,Kasugao,183,140
2002.05,Ms5e,Tochinoyama,176,125
2002.05,Ms5w,Wakaazuma,176,116
2002.05,Ms6e,Goto,186,178
2002.05,Ms6w,Toyonokuni,181,130
2002.05,Ms7e,Asamiyoshi,175,185
2002.05,Ms7w,Fukuzono,178,115
2002.05,Ms8e,Kuniazuma,192,159
2002.05,Ms8w,Kakizoe,176,133
2002.05,Ms9e,Tochitenko,179.5,148
2002.05,Ms9w,Takahijiri,176.5,125
2002.05,Ms10e,Hamanoshima,178.5,122
2002.05,Ms10w,Fukkoyama,174.5,129
2002.05,Ms11e,Wakainami,180.5,132
2002.05,Ms11w,Kinkaiyama,184,157
2002.05,Ms12e,Yotsukasa,178,142
