basho,rank,rikishi,height,weight
2000.07,Y1e,Akebono,203.5,230.5
2000.07,Y1w,Takanohana,186.5,152.5
2000.07,Y2e,Musashimaru,192,230.5
2000.07,O1e,Chiyotaikai,181.5,158.5
2000.07,O1w,Miyabiyama,188,175.5
2000.07,O2e,Dejima,180.6,160
2000.07,O2w,Musoyama,184,172
2000.07,S1e,Kaio,185,175
2000.07,S1w,Tochiazuma,180.5,147
2000.07,S2w,Takanonami,196.6,169.5
2000.07,K1e,Tosanoumi,186,160
2000.07,K1w,Tamakasuga,183,148
2000.07,M1e,Akinoshima,175,156.5
2000.07,M1w,Tochinohana,184.5,148
2000.07,M2e,Toki,189.5,173.5
2000.07,M2w,Takanowaka,190,137.5
2000.07,M3e,Tochinonada,187.5,163.5
2000.07,M3w,Asanowaka,176,142.3
2000.07,M4e,Oginishiki,186,139
2000.07,M4w,Wakanoyama,177,163.5
2000.07,M5e,Hayateumi,183.5,129
2000.07,M5w,Higonoumi,183,148
2000.07,M6e,Kaiho,178,125
2000.07,M6w,Kotoryu,183,149
2000.07,M7e,Kotonowaka,190.5,173.5
2000.07,M7w,Kyokutenho,191,140
2000.07,M8e,Kyokushuzan,182.5,133.5
2000.07,M8w,Takatoriki,180.5,147.5
2000.07,M9e,Chiyotenzan,183.5,150
2000.07,M9w,Minatofuji,186,165.5
2000.07,M10e,Hamanoshima,179,118
2000.07,M10w,Daizen,188.3,160
2000.07,M11e,Takamisakari,188.9,135
2000.07,M11w,Tokitsuumi,184,131.5
2000.07,M12e,Shikishima,184.5,185.5
2000.07,M12w,Otsukasa,175.5,149
2000.07,M13e,Sentoryu,176,142
2000.07,M13w,Aminishiki,184,113.5
2000.07,M14e,Aogiyama,181.5,151
2000.07,M14w,Kinkaiyama,183,155
