basho,rank,rikishi,height,weight
1994.11,Y1eHD,Akebono,203,225
1994.11,O1e,Takanohana,186,141
1994.11,O1w,Wakanohana,180,127
1994.11,O2e,Takanonami,195,161
1994.11,O2w,Musashimaru,191,190
1994.11,S1e,Musoyama,184,164
1994.11,S1w,Takatoriki,180,144
1994.11,K1e,Kaio,184,157
1994.11,K1w,Kotonishiki,176,139
1994.11,M1e,Kotoinazuma,180,130
1994.11,M1w,Hamanoshima,178,126
1994.11,M2e,Kotonowaka,191,163
1994.11,M2w,Kyokudozan,181,106
1994.11,M3e,Daizen,189,148
1994.11,M3w,Misugisato,186,154
1994.11,M4e,Kotobeppu,178,183
1994.11,M4w,Akinoshima,175,139
1994.11,M5e,Konishiki,185,269
1994.11,M5w,Tokitsunada,188,174
1994.11,M6e,Daishi,181,155
1994.11,M6w,Higonoumi,184,140
1994.11,M7e,Daishoho,187,140
1994.11,M7w,Tochinowaka,190,155
1994.11,M8e,Mainoumi,171,97
1994.11,M8w,Kenko,190,133
1994.11,M9e,Kushimaumi,187,194
1994.11,M9w,Terao,185,113
1994.11,M10e,Minatofuji,186,157
1994.11,M10w,Kirishima,186,125
1994.11,M11e,Takamisugi,178,146
1994.11,M11w,Tomonohana,173,113
1994.11,M12e,Kasugafuji,176,142
1994.11,M12w,Asanowaka,178,146
1994.11,M13e,Kitakachidoki,183,145
1994.11,M13w,Kiraiho,190,155
1994.11,M14e,Oginishiki,186,135
1994.11,M14w,Mitoizumi,193,186
1994.11,M15e,Naminohana,179,130
1994.11,M15w,Oginohana,186,136
1994.11,M16e,Shikishima,183,175
