basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
1997.07,1,M15w,Yamato,1-0 (6-9),1,tsukidashi,0,M14w,Daishi,0-1 (2-4-9)
1997.07,1,M14e,Hamanoshima,1-0 (9-6),1,yorikiri,0,M15e,Gojoro,0-1 (4-11)
1997.07,1,M13e,Terao,0-1 (9-6),0,hikiotoshi,1,M13w,Kitakachidoki,1-0 (7-8)
1997.07,1,M12e,Rikio,0-1 (9-6),0,hatakikomi,1,M12w,Kotoryu,1-0 (8-7)
1997.07,1,M11e,Tochinonada,1-0 (10-5),1,hatakikomi,0,M11w,Kyokushuzan,0-1 (9-6)
1997.07,1,M10e,Mitoizumi,1-0 (8-7),1,yorikiri,0,M10w,Shikishima,0-1 (8-7)
1997.07,1,M9e,Mainoumi,0-1 (5-10),0,yorikiri,1,M9w,Konishiki,1-0 (8-7)
1997.07,1,M8e,Asanowaka,0-1 (7-8),0,hikiotoshi,1,M8w,Ganyu,1-0 (8-7)
1997.07,1,M7e,Asanosho,0-1 (7-8),0,tsukiotoshi,1,M7w,Minatofuji,1-0 (7-8)
1997.07,1,M5w,Asahiyutaka,1-0 (6-9),1,oshidashi,0,M4w,Kotonowaka,0-1 (6-9)
1997.07,1,M2e,Aogiyama,1-0 (6-9),1,oshidashi,0,M2w,Kotoinazuma,0-1 (5-10)
1997.07,1,M1e,Musoyama,0-1 (9-6),0,tsukiotoshi,1,M1w,Takatoriki,1-0 (11-4)
1997.07,1,M3w,Higonoumi,0-1 (2-13),0,oshitaoshi,1,S1w,Tamakasuga,1-0 (7-8)
1997.07,1,S1e,Tosanoumi,1-0 (8-7),1,oshidashi,0,M3e,Akinoshima,0-1 (6-9)
1997.07,1,O2e,Wakanohana,1-0 (8-7),1,hatakikomi,0,M6e,Tochinowaka,0-1 (5-10)
1997.07,1,M5e,Kotonishiki,0-1 (5-10),0,oshidashi,1,O1w,Musashimaru,1-0 (10-5)
1997.07,1,O1e,Takanonami,0-1 (9-6),0,utchari,1,K2w,Tochiazuma,1-0 (9-6)
1997.07,1,M4e,Dejima,0-1 (8-7),0,yorikiri,1,Y1w,Akebono,1-0 (12-3)
1997.07,1,Y1e,Takanohana,1-0 (13-2),1,uwatenage,0,K1e,Oginishiki,0-1 (4-11)
1997.07,2,M14e,Hamanoshima,1-1 (9-6),0,oshidashi,1,M14w,Daishi,1-1 (2-4-9)
1997.07,2,M13e,Terao,1-1 (9-6),1,tsukiotoshi,0,M15w,Yamato,1-1 (6-9)
1997.07,2,M15e,Gojoro,1-1 (4-11),1,shitatenage,0,M13w,Kitakachidoki,1-1 (7-8)
1997.07,2,M9e,Mainoumi,1-1 (5-10),1,yorikiri,0,M11w,Kyokushuzan,0-2 (9-6)
1997.07,2,M12e,Rikio,1-1 (9-6),1,shitatenage,0,M9w,Konishiki,1-1 (8-7)
1997.07,2,M8e,Asanowaka,1-1 (7-8),1,hatakikomi,0,M12w,Kotoryu,1-1 (8-7)
1997.07,2,M11e,Tochinonada,1-1 (10-5),0,tsukiotoshi,1,M8w,Ganyu,2-0 (8-7)
1997.07,2,M7e,Asanosho,1-1 (7-8),1,tsukiotoshi,0,M10w,Shikishima,0-2 (8-7)
