basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
1996.03,1,M15e,Ganyu,0-1 (9-6),0,yorikiri,1,J1e,Tomonohana,1-0 (1-1-13)
1996.03,1,M14e,Kasugafuji,1-0 (8-7),1,oshidashi,0,M14w,Kirishima,0-1 (3-12)
1996.03,1,M13e,Kotoinazuma,1-0 (9-6),1,sukuinage,0,M13w,Hamanoshima,0-1 (8-7)
1996.03,1,M12e,Kitakachidoki,1-0 (9-6),1,oshidashi,0,M12w,Kotobeppu,0-1 (8-7)
1996.03,1,M11e,Terao,1-0 (9-6),1,hatakikomi,0,M11w,Asanosho,0-1 (8-7)
1996.03,1,M10e,Wakashoyo,0-1 (6-9),0,oshidashi,1,M10w,Daishoho,1-0 (8-7)
1996.03,1,M9e,Minatofuji,0-1 (9-6),0,yorikiri,1,M9w,Konishiki,1-0 (6-9)
1996.03,1,M8e,Mitoizumi,1-0 (7-8),1,yorikiri,0,M8w,Tochinowaka,0-1 (6-9)
1996.03,1,M7e,Kyokudozan,1-0 (5-10),1,tsukiotoshi,0,M7w,Daishi,0-1 (6-9)
1996.03,1,M6e,Asahiyutaka,0-1 (9-6),0,kainahineri,1,M6w,Mainoumi,1-0 (6-9)
1996.03,1,M5e,Asanowaka,0-1 (4-11),0,hikiotoshi,1,M5w,Tamakasuga,1-0 (7-8)
1996.03,1,M4e,Misugisato,0-1 (8-7),0,yorikiri,1,M4w,Kotonowaka,1-0 (11-4)
1996.03,1,M3w,Oginishiki,0-1 (2-13),0,oshidashi,1,S2w,Takatoriki,1-0 (8-7)
1996.03,1,S2e,Musoyama,1-0 (12-3),1,uwatenage,0,M3e,Higonoumi,0-1 (4-11)
1996.03,1,M2w,Aogiyama,0-1 (4-11),0,yorikiri,1,S1w,Kotonishiki,1-0 (8-7)
1996.03,1,S1e,Kaio,1-0 (9-6),1,nichonage,0,M1w,Naminohana,0-1 (6-9)
1996.03,1,O2e,Wakanohana,1-0 (12-3),1,utchari,0,M2e,Oginohana,0-1 (3-12)
1996.03,1,K1w,Akinoshima,1-0 (6-9),1,oshidashi,0,O1w,Musashimaru,0-1 (9-6)
1996.03,1,O1e,Takanonami,1-0 (11-4),1,sotogake,0,M1e,Kenko,0-1 (5-10)
1996.03,1,Y1e,Takanohana,1-0 (14-1),1,yorikiri,0,K1e,Tosanoumi,0-1 (6-9)
1996.03,2,J1w,Shikishima,1-1 (10-5),0,shitatedashinage,1,M14w,Kirishima,1-1 (3-12)
1996.03,2,M13e,Kotoinazuma,1-1 (9-6),0,yorikiri,1,M15e,Ganyu,1-1 (9-6)
1996.03,2,M14e,Kasugafuji,1-1 (8-7),0,oshidashi,1,M13w,Hamanoshima,1-1 (8-7)
1996.03,2,M11e,Terao,1-1 (9-6),0,yorikiri,1,M12w,Kotobeppu,1-1 (8-7)
1996.03,2,M12e,Kitakachidoki,1-1 (9-6),0,tsukidashi,1,M11w,Asanosho,1-1 (8-7)
