basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2002.09,1,Jk43w,Daiikeda,0-1 (4-3),0,yorikiri,1,Jk42w,Uno,1-0 (4-3)
2002.09,1,Jk40e,Takasufuji,0-1 (5-2),0,yorikiri,1,Jk40w,Tokitenku,1-0 (7-0)
2002.09,1,Jk36e,Kohakuzan,1-0 (2-5),1,watashikomi,0,Jk36w,Kotokaneko,0-1 (3-4)
2002.09,1,Jk33e,Fukuhara,0-1 (3-4),0,oshidashi,1,Jk34e,Itsunoshima,1-0 (4-3)
2002.09,1,Jk31e,Koseki,0-1 (2-5),0,yorikiri,1,Jk31w,Fukuda,1-0 (3-4)
2002.09,1,Jk28e,Suzuki,1-0 (5-2),1,shitatenage,0,Jk29e,Hayatefuji,0-1 (4-3)
2002.09,1,Jk26e,Sawada,1-0 (6-1),1,oshidashi,0,Jk26w,Oishikawa,0-1 (4-3)
2002.09,1,Jk24e,Kasugahana,1-0 (2-5),1,yorikiri,0,Jk24w,Kamada,0-1 (3-4)
2002.09,1,Jk22e,Asakimizuka,0-1 (1-6),0,oshidashi,1,Jk22w,Iwata,1-0 (4-3)
2002.09,1,Jk20e,Akiasahi,1-0 (4-3),1,hikiotoshi,0,Jk20w,Kaishuma,0-1 (3-4)
2002.09,1,Jk18e,Kyokuyo,1-0 (6-1),1,uwatenage,0,Jk17w,Kaisenryu,0-1 (4-3)
2002.09,1,Jk16e,Kakutoriki,0-1 (3-4),0,oshidashi,1,Jk15w,Manabe,1-0 (3-4)
2002.09,1,Jk13e,Kaisenzan,0-1 (3-4),0,yorikiri,1,Jk13w,Kitatsuyoshi,1-0 (4-3)
2002.09,1,Jk11e,Fujitayama,0-1 (3-4),0,hatakikomi,1,Jk11w,Araki,1-0 (4-3)
2002.09,1,Jk9e,Beppu,0-1 (2-5),0,yorikiri,1,Jk9w,Daishokaku,1-0 (2-5)
2002.09,1,Jk7e,Yuzawa,1-0 (5-2),1,yoritaoshi,0,Jk7w,Misugikuni,0-1 (6-1)
2002.09,1,Jk5e,Kaitanaka,1-0 (4-3),1,yorikiri,0,Jk5w,Komanosho,0-1 (4-3)
2002.09,1,Jk2e,Toho,1-0 (6-1),1,yorikiri,0,Jk3w,Murayama,0-1 (3-4)
2002.09,1,Jd117e,Kojimaumi,1-0 (3-4),1,hikkake,0,Jd116w,Hokutotsukasa,0-1 (4-3)
2002.09,1,Jd115e,Kyokuhozan,0-1 (2-5),0,yorikiri,1,Jd114w,Daihagiyama,1-0 (3-4)
2002.09,1,Jd113e,Tominoumi,0-1 (4-3),0,yoritaoshi,1,Jd112w,Sasaki,1-0 (6-1)
2002.09,1,Jd110e,Aonokuni,1-0 (5-2),1,oshidashi,0,Jd110w,Ryoryu,0-1 (1-6)
2002.09,1,Jd108e,Horie,1-0 (3-4),1,sotokomata,0,Jd108w,Kawai,0-1 (2-5)
2002.09,1,Jd106e,Shinanogawa,1-0 (4-3),1,hatakikomi,0,Jd106w,Uchiyama,0-1 (1-6)
2002.09,1,Jd104e,Daishoriki,1-0 (3-4),1,oshidashi,0,Jd104w,Mogaminishiki,0-1 (5-2)
2002.09,1,Jd102e,Kaishimizu,0-1 (3-4),0,oshitaoshi,1,Jd102w,Fusahikari,1-0 (2-5)
2002.09,1,Jd100e,Takanoya,1-0 (5-2),1,oshidashi,0,Jd99w,Kyokushozan,0-1 (2-5)
2002.09,1,Jd97e,Kunori,0-1 (2-5),0,yorikiri,1,Jd97w,Shirozuka,1-0 (2-5)
2002.09,1,Jd95w,Yatsurugiyama,1-0 (5-2),1,shitatenage,0,Jd94w,Nakatani,0-1 (3-4)
2002.09,1,Jd92e,Seifu,1-0 (4-3),1,tsukiotoshi,0,Jd93e,Kodama,0-1 (2-5)
2002.09,1,Jd90e,Wakamusashi,0-1 (5-2),0,yorikiri,1,Jd90w,Kotoyashiro,1-0 (4-3)
2002.09,1,Jd88e,Yamaguchi,0-1 (3-4),0,hikiotoshi,1,Jd87w,Ichinoya,1-0 (4-3)
2002.09,1,Jd85e,Kaisho,0-1 (2-5),0,oshidashi,1,Jd86e,Shimada,1-0 (4-3)
2002.09,1,Jd83e,Kawataka,0-1 (2-5),0,yorikiri,1,Jd82w,Ikeda,1-0 (4-3)
2002.09,1,Jd81e,Aoiyama,0-1 (6-1),0,oshidashi,1,Jd80w,Kasuganami,1-0 (5-2)
2002.09,1,Jd78e,Misugimori,0-1 (4-3),0,tsukiotoshi,1,Jd77w,Ota,1-0 (5-2)
2002.09,1,Jd75e,Onoyama,1-0 (4-3),1,hatakikomi,0,Jd76e,Tamahikari,0-1 (3-4)
2002.09,1,Jd73e,Suzunohana,1-0 (5-2),1,tsuridashi,0,Jd73w,Wakataizan,0-1 (2-5)
2002.09,1,Jd71e,Sokaifu,0-1 (3-4),0,hatakikomi,1,Jd71w,Toyokumono,1-0 (3-4)
2002.09,1,Jd69e,Otsukuba,0-1 (4-3),0,yorikiri,1,Jd69w,Toma,1-0 (3-4)
2002.09,1,Jd67e,Kigawafuji,0-1 (5-2),0,yoritaoshi,1,Jd67w,Yamane,1-0 (3-4)
2002.09,1,Jd65e,Tamashoryu,1-0 (4-3),1,oshidashi,0,Jd64w,Watanabeyama,0-1 (2-5)
2002.09,1,Jd63e,Tagonowaka,0-1 (2-5),0,oshidashi,1,Jd62w,Miyamaru,1-0 (4-3)
2002.09,1,Jd61e,Yukinofuji,1-0 (4-3),1,yorikiri,0,Jd60w,Tochiryuzan,0-1 (3-4)
2002.09,1,Jd59e,Tetsuhibiki,0-1 (3-4),0,yoritaoshi,1,Jd58w,Katsutanishiki,1-0 (4-3)
2002.09,1,Jd57e,Seigo,1-0 (2-5),1,hatakikomi,0,Jd56w,Takaisamu,0-1 (4-3)
2002.09,1,Jd55e,Ogiryu,1-0 (4-3),1,okurinage,0,Jd54w,Miyanoshima,0-1 (4-3)
