basho,rank,rikishi,height,weight
2005.11,Y1e,Asashoryu,184,142.6
2005.11,O1e,Tochiazuma,180,148.5
2005.11,O1w,Chiyotaikai,181.5,155
2005.11,O2w,Kaio,184.5,173.5
2005.11,S1e,Kotooshu,202,140
2005.11,S1w,Kotomitsuki,182,154
2005.11,K1e,Kyokutenho,191,150
2005.11,K1w,Hakuho,191.5,141
2005.11,M1e,Tamanoshima,188,156
2005.11,M1w,Hokutoriki,182.5,153
2005.11,M2e,Futeno,180.5,155
2005.11,M2w,Kakizoe,177,137
2005.11,M3e,Wakanosato,185,153
2005.11,M3w,Dejima,180.5,160
2005.11,M4e,Miyabiyama,188,178
2005.11,M4w,Iwakiyama,185,174
2005.11,M5e,Kisenosato,187.5,155
2005.11,M5w,Ama,186,112.8
2005.11,M6e,Aminishiki,184,131
2005.11,M6w,Kokkai,189.5,156
2005.11,M7e,Kotoshogiku,179,147
2005.11,M7w,Tokitenku,186.5,134
2005.11,M8e,Roho,194,146
2005.11,M8w,Toyonoshima,171,123.6
2005.11,M9e,Takamisakari,188,134.1
2005.11,M9w,Takekaze,171,139
2005.11,M10e,Kyokushuzan,182,143
2005.11,M10w,Takanowaka,190.5,148
2005.11,M11e,Tosanoumi,186.5,155
2005.11,M11w,Kotonowaka,191,174
2005.11,M12e,Wakatoba,175.5,138
2005.11,M12w,Asasekiryu,185,140
2005.11,M13e,Hakurozan,189.5,138
2005.11,M13w,Shunketsu,177,121
2005.11,M14e,Tochinohana,184,141
2005.11,M14w,Shimotori,189.5,148
2005.11,M15e,Kasuganishiki,187,148
2005.11,M15w,Tamaasuka,183.5,142.5
2005.11,M16e,Katayama,179,136
2005.11,M16w,Kasugao,183,151.5
2005.11,M17e,Jumonji,185,156
2005.11,M17w,Tochinonada,187.5,165
2005.11,J1e,Tochisakae,183,152
2005.11,J1w,Toyozakura,183,140
2005.11,J2e,Tamakasuga,182,154
2005.11,J2w,Kitazakura,189.5,167
2005.11,J3e,Daishodai,176.5,157
2005.11,J3w,Tokitsuumi,183,129
2005.11,J4e,Kaiho,177.5,120
2005.11,J4w,Baruto,197.5,164.5
2005.11,J5e,Senshuyama,178,137.5
2005.11,J5w,Yoshikaze,176.5,129
2005.11,J6e,Buyuzan,180,156
2005.11,J6w,Harunoyama,190,177
2005.11,J7e,Ushiomaru,177,164.9
2005.11,J7w,Dairaido,177,151
2005.11,J8e,Shiraishi,173,124
2005.11,J8w,Daimanazuru,188.5,164
2005.11,J9e,Kobo,181,133.9
2005.11,J9w,Kyokunankai,180,128
2005.11,J10e,Chiyotenzan,183.5,139
2005.11,J10w,Asofuji,179,120.3
2005.11,J11e,Otsukasa,175,150
2005.11,J11w,Masatsukasa,182,125
2005.11,J12e,Kanbayashi,178,128.5
2005.11,J12w,Takanotsuru,188,175
2005.11,J13e,Toki,189,169
2005.11,J13w,Ryuho,183,139
2005.11,J14e,Yotsukasa,178,152
2005.11,J14w,Kakuryu,185.5,119.5
2005.11,Ms1e,Hochiyama,189,146
2005.11,Ms1w,Kotokasuga,183,130.5
2005.11,Ms2e,Mokonami,186,136
2005.11,Ms2w,Takamifuji,187,131
2005.11,Ms3e,Homasho,185.5,130.5
2005.11,Ms3w,Wakakirin,185,133.5
2005.11,Ms4e,Satoyama,177,111
2005.11,Ms4w,Tamamitsukuni,193.5,151
2005.11,Ms5e,Kinkaiyama,182,158
2005.11,Ms5w,Sumanofuji,177,145
2005.11,Ms6e,Nakao,172,165.5
2005.11,Ms6w,Raiko,188,155
2005.11,Ms7e,Daishoma,182,133
2005.11,Ms7w,Hokutoiwa,178,166
2005.11,Ms8e,Oga,180,118.5
2005.11,Ms8w,Hayateumi,185,118.8
2005.11,Ms9e,Koryu,185,138
2005.11,Ms9w,Kotokanyu,181.5,125
2005.11,Ms10e,Yoshiazuma,197.5,158
2005.11,Ms10w,Nodera,178,155.5
2005.11,Ms11e,Chiyohakuho,181.5,124
2005.11,Ms11w,Yoshio,186.5,148.5
2005.11,Ms12e,Tamarikido,184,132.5
2005.11,Ms12w,Fukuzono,178,114
2005.11,Ms13e,Isobe,166.5,119
2005.11,Ms13w,Nishikikaze,179,150.8
2005.11,Ms14e,Yanagawa,178,171
2005.11,Ms14w,Ryuo,176,136.5
2005.11,Ms15e,Takanoyama,186.5,90
2005.11,Ms15w,Wakainami,181,129.5
2005.11,Ms16e,Kakureizan,180,131.5
2005.11,Ms16w,Komanofuji,184.5,154.9
2005.11,Ms17e,Dewaotori,186,161
2005.11,Ms17w,Takakoyama,178,153
2005.11,Ms18e,Surugatsukasa,183,153
2005.11,Ms18w,Yutakamaru,189,143
2005.11,Ms19e,Sotenzan,183.5,144.7
2005.11,Ms19w,Yotsuguruma,184,147.5
2005.11,Ms20e,Bushuyama,191.5,154
2005.11,Ms20w,Musashiryu,188.5,129
2005.11,Ms21e,Daisogen,181,123
2005.11,Ms21w,Hoshihikari,181,97
2005.11,Ms22e,Rikiryu,191,146.5
2005.11,Ms22w,Omiryu,177,108.5
2005.11,Ms23e,Tenichi,176,139
2005.11,Ms23w,Kimurayama,181,136
2005.11,Ms24e,Furuichi,173.5,104
2005.11,Ms24w,Tochitenko,178.5,147
2005.11,Ms25e,Asahimaru,177,178.5
2005.11,Ms25w,Kirinowaka,177,116.5
2005.11,Ms26e,Kitataiki,185,127
2005.11,Ms26w,Maikaze,179,129.1
2005.11,Ms27e,Takahama,181,122
2005.11,Ms27w,Omusashi,174.5,150
2005.11,Ms28e,Dewanosato,182,127
2005.11,Ms28w,Koriyama,177,175.5
2005.11,Ms29e,Kaonishiki,179,137.5
2005.11,Ms29w,Arawashi,186,102
2005.11,Ms30e,Asahibenten,181,168.5
2005.11,Ms30w,Matsumidori,188.5,137
2005.11,Ms31e,Fujitsukasa,189,185
2005.11,Ms31w,Shibuya,181,172.1
2005.11,Ms32e,Dewanofuji,184,124.5
2005.11,Ms32w,Sawai,182,138
2005.11,Ms33e,Kakuo,181,143
2005.11,Ms33w,Kotohikari,180,151.9
2005.11,Ms34e,Hokutojo,188,141
2005.11,Ms34w,Nakanokuni,185,150.5
2005.11,Ms35e,Kagaya,167,100
2005.11,Ms35w,Fukkoyama,174.5,132
2005.11,Ms36e,Hananosato,178,116
2005.11,Ms36w,Daitensho,184.5,117
2005.11,Ms37e,Hoshikaze,180.5,113.3
2005.11,Ms37w,Wakatenro,183.5,150
2005.11,Ms38e,Kasugakuni,182,145.5
2005.11,Ms38w,Sadanoshima,182.5,143
2005.11,Ms39e,Toyonokuni,181.5,137
2005.11,Ms39w,Kaido,177.5,150.5
2005.11,Ms40e,Kainowaka,175.5,210.5
2005.11,Ms40w,Toshinyama,173,152.9
2005.11,Ms41e,Sugita,165.5,100
2005.11,Ms41w,Shironishiki,178.5,102
2005.11,Ms42e,Hoshizakura,183,124
2005.11,Ms42w,Ichinotani,182,136
2005.11,Ms43e,Satsumanishiki,183.5,128.3
2005.11,Ms43w,Wakasuruga,172,92
2005.11,Ms44e,Ryugi,191.5,130
2005.11,Ms44w,Tatsuyutaka,183.5,134
2005.11,Ms45e,Terukaze,181,142.5
2005.11,Ms45w,Saita,180.5,138.5
2005.11,Ms46e,Tamawashi,188,139.5
2005.11,Ms46w,Daiki,186,111
2005.11,Ms47e,Asanotosa,173.5,147
2005.11,Ms47w,Miyamoto,181,162
2005.11,Ms48e,Hakiai,173.5,136
2005.11,Ms48w,Kotokuni,186,150
2005.11,Ms49e,Kyokutenzan,189,104
2005.11,Ms49w,Katsunofuji,182.5,121
2005.11,Ms50e,Enatsukasa,179,138
2005.11,Ms50w,Kirinoumi,181,159
2005.11,Ms51e,Tachigami,181,139.5
2005.11,Ms51w,Teruazuma,184,150
2005.11,Ms52e,Daiyuchi,189,111
2005.11,Ms52w,Yakigaya,179,150
2005.11,Ms53e,Maenowaka,188,114
2005.11,Ms53w,Hakuba,187,107.5
2005.11,Ms54e,Koshinoryu,179,161
2005.11,Ms54w,Tochifudo,190.5,155
2005.11,Ms55e,Kazafuzan,184,147.5
2005.11,Ms55w,Gojoro,190,154.2
2005.11,Ms56e,Tochinoyama,175.5,126
2005.11,Ms56w,Munakata,180,141
2005.11,Ms57e,Minaminoshima,186,129
2005.11,Ms57w,Ashu,172,118
2005.11,Ms58e,Aogifuji,176,124
2005.11,Ms58w,Mizakura,170,104.3
2005.11,Ms59e,Chiyonohana,178.5,114
2005.11,Ms59w,Kotoyutaka,183,132
2005.11,Ms60e,Ettoryu,181.5,129
2005.11,Ms60w,Fujinokaze,180,178.6
2005.11,Sd1e,Gokenzan,193,173.4
2005.11,Sd1w,Fujiryu,186,144
2005.11,Sd2e,Kimenryu,190,139
2005.11,Sd2w,Kyokuryudake,180.5,148
2005.11,Sd3e,Daionami,179,111.5
2005.11,Sd3w,Kotonomine,176,131
2005.11,Sd4e,Yoshinoryu,188.5,126
2005.11,Sd4w,Amuru,192,98
2005.11,Sd5e,Wakayuki,173,144.5
2005.11,Sd5w,Tokihikari,178,147
2005.11,Sd6e,Sadanishiki,184,135
2005.11,Sd6w,Musashifuji,182.5,152
2005.11,Sd7e,Kadomoto,182.6,150.5
2005.11,Sd7w,Kurazono,181,117
2005.11,Sd8e,Kachimori,177,106
2005.11,Sd8w,Takamaru,179,114.5
2005.11,Sd9e,Satsukiumi,182.5,102
2005.11,Sd9w,Fudoyama,174,128
2005.11,Sd10e,Akinohana,180,140
2005.11,Sd10w,Tamao,188.5,129
2005.11,Sd11e,Takakitamura,185,127
2005.11,Sd11w,Taiga,183,117
2005.11,Sd12e,Niioka,182,142.6
2005.11,Sd12w,Kageyama,187,131
2005.11,Sd13e,Daihoyama,186,134
2005.11,Sd13w,Hamaeiko,174,100
2005.11,Sd14e,Hanada,176.5,109
2005.11,Sd14w,Wakahisashi,175,107
2005.11,Sd15e,Tokusegawa,189,113.6
2005.11,Sd15w,Nakanishi,187,157
2005.11,Sd16e,Shishio,177.5,119
2005.11,Sd16w,Sokokurai,185,101
2005.11,Sd17e,Mitanoyama,180,120
2005.11,Sd17w,Orora,193,243
2005.11,Sd18e,Nakano,185.5,136
2005.11,Sd18w,Tsuchihashi,175,87
2005.11,Sd19e,Akiyama,191,149.5
2005.11,Sd19w,Hidenofuji,181,105
2005.11,Sd20e,Hokkairyu,187.5,142
2005.11,Sd20w,Kyokushoten,185,174
2005.11,Sd21e,Takaazuma,179,138
2005.11,Sd21w,Takanofuji,184,147
