basho,rank,rikishi,height,weight
1999.03,Y1e,Wakanohana,178.5,124.5
1999.03,Y1w,Takanohana,185.3,158
1999.03,Y2e,Akebono,203.5,232
1999.03,O1e,Musashimaru,191.6,224
1999.03,O1w,Chiyotaikai,181.5,158
1999.03,O2w,Takanonami,196.2,168.5
1999.03,S1e,Musoyama,184,167
1999.03,S1w,Kotonowaka,190.5,177
1999.03,K1e,Tochiazuma,180.4,145
1999.03,K1w,Dejima,180,153
1999.03,K2e,Akinoshima,175,154.5
1999.03,K2w,Kaio,184.5,165.5
1999.03,M1e,Takatoriki,180.5,152
1999.03,M1w,Kotonishiki,175.5,134.5
1999.03,M2e,Tosanoumi,186,162
1999.03,M2w,Shikishima,183.5,184.5
1999.03,M3e,Kyokushuzan,181.5,137
1999.03,M3w,Terao,185,111.5
1999.03,M4e,Higonoumi,183,148
1999.03,M4w,Tamakasuga,183,150
1999.03,M5e,Toki,189,167
1999.03,M5w,Tochinonada,188,164
1999.03,M6e,Minatofuji,187,169.5
1999.03,M6w,Wakanosato,185,155.5
1999.03,M7e,Miyabiyama,187.7,171
1999.03,M7w,Ganyu,185,172.5
1999.03,M8e,Aogiyama,181.5,153
1999.03,M8w,Tochinowaka,190,154.5
1999.03,M9e,Chiyotenzan,183.7,146
1999.03,M9w,Hamanoshima,178,119.5
1999.03,M10e,Mitoizumi,192.3,179
1999.03,M10w,Kotoryu,183,146
1999.03,M11e,Oginishiki,186,139.5
1999.03,M11w,Tokitsuumi,184,127
1999.03,M12e,Gojoro,190,141
1999.03,M12w,Kaiho,178,122
1999.03,M13e,Asanowaka,176,139
1999.03,M13w,Ohinode,184,151.5
1999.03,M14e,Wakanojo,191,155
1999.03,M14w,Asanosho,184.5,144.5
