basho,day,rank1,shikona1,result1,win1,kimarite,win2,rank2,shikona2,result2
2017.03,1,M16e,Nishikigi,0-1 (5-10),0,yorikiri,1,J1e,Chiyootori,1-0 (3-4-8)
2017.03,1,M15e,Chiyoo,0-1 (3-8-4),0,yorikiri,1,M15w,Tokushoryu,1-0 (8-7)
2017.03,1,M14e,Myogiryu,1-0 (6-9),1,yorikiri,0,M14w,Kyokushuho,0-1 (5-10)
2017.03,1,M13e,Takakeisho,0-1 (11-4),0,oshidashi,1,M13w,Daishomaru,1-0 (7-8)
2017.03,1,M12e,Sadanoumi,0-1 (4-11),0,oshidashi,1,M12w,Ura,1-0 (8-7)
2017.03,1,M11w,Ishiura,0-1 (7-8),0,yorikiri,1,M10w,Tochiozan,1-0 (10-5)
2017.03,1,M10e,Tochinoshin,0-1 (7-8),0,oshidashi,1,M11e,Daieisho,1-0 (11-4)
2017.03,1,M9e,Kagayaki,0-1 (7-8),0,hikiotoshi,1,M9w,Kotoyuki,1-0 (5-10)
2017.03,1,M8w,Okinoumi,0-1 (10-5),0,uwatehineri,1,M7w,Chiyoshoma,1-0 (9-6)
2017.03,1,M7e,Ichinojo,1-0 (6-9),1,oshidashi,0,M6w,Aoiyama,0-1 (8-7)
2017.03,1,M6e,Chiyonokuni,0-1 (9-6),0,yorikiri,1,M5w,Hokutofuji,1-0 (7-8)
2017.03,1,M5e,Endo,1-0 (8-7),1,yorikiri,0,M4w,Arawashi,0-1 (3-10-2)
2017.03,1,M4e,Yoshikaze,0-1 (8-7),0,tsukiotoshi,1,M3w,Takarafuji,1-0 (7-8)
2017.03,1,M3e,Shohozan,0-1 (5-10),0,yorikiri,1,S1w,Takayasu,1-0 (12-3)
2017.03,1,S1e,Tamawashi,1-0 (8-7),1,tsukiotoshi,0,M2w,Takanoiwa,0-1 (6-9)
2017.03,1,M2e,Sokokurai,0-1 (4-11),0,yorikiri,1,O1w,Terunofuji,1-0 (13-2)
2017.03,1,O1e,Goeido,1-0 (1-5-9),1,uwatedashinage,0,M1w,Ikioi,0-1 (5-10)
2017.03,1,M1e,Takekaze,0-1 (5-10),0,oshidashi,1,Y2w,Kisenosato,1-0 (13-2)
2017.03,1,Y2e,Harumafuji,0-1 (10-5),0,oshidashi,1,S2e,Kotoshogiku,1-0 (9-6)
2017.03,1,K1e,Mitakeumi,0-1 (9-6),0,shitatedashinage,1,Y1w,Kakuryu,1-0 (10-5)
2017.03,1,Y1e,Hakuho,0-1 (2-3-10),0,tsukiotoshi,1,K1w,Shodai,1-0 (4-11)
2017.03,2,J1w,Chiyotairyu,1-1 (8-7),1,yorikiri,0,M15w,Tokushoryu,1-1 (8-7)
2017.03,2,M14e,Myogiryu,1-1 (6-9),0,oshidashi,1,M16e,Nishikigi,1-1 (5-10)
2017.03,2,M15e,Chiyoo,0-2 (3-8-4),0,uwatenage,1,M14w,Kyokushuho,1-1 (5-10)
2017.03,2,M12e,Sadanoumi,0-2 (4-11),0,tsukiotoshi,1,M13e,Takakeisho,1-1 (11-4)
2017.03,2,M13w,Daishomaru,2-0 (7-8),1,oshidashi,0,M12w,Ura,1-1 (8-7)
2017.03,2,M10e,Tochinoshin,0-2 (7-8),0,okuridashi,1,M11w,Ishiura,1-1 (7-8)
2017.03,2,M11e,Daieisho,1-1 (11-4),0,oshidashi,1,M10w,Tochiozan,2-0 (10-5)
2017.03,2,M9w,Kotoyuki,1-1 (5-10),0,okuridashi,1,M8w,Okinoumi,1-1 (10-5)
2017.03,2,M9e,Kagayaki,0-2 (7-8),0,sukuinage,1,M7w,Chiyoshoma,2-0 (9-6)
2017.03,2,M6e,Chiyonokuni,1-1 (9-6),1,tsukiotoshi,0,M7e,Ichinojo,1-1 (6-9)
2017.03,2,M6w,Aoiyama,1-1 (8-7),1,tsukiotoshi,0,M5w,Hokutofuji,1-1 (7-8)
2017.03,2,M4e,Yoshikaze,1-1 (8-7),1,watashikomi,0,M5e,Endo,1-1 (8-7)
2017.03,2,M4w,Arawashi,0-2 (3-10-2),0,yorikiri,1,M3w,Takarafuji,2-0 (7-8)
2017.03,2,K1e,Mitakeumi,1-1 (9-6),1,oshidashi,0,M3e,Shohozan,0-2 (5-10)
2017.03,2,S2e,Kotoshogiku,2-0 (9-6),1,yoritaoshi,0,M2w,Takanoiwa,0-2 (6-9)
2017.03,2,O1e,Goeido,1-1 (1-5-9),0,hatakikomi,1,S1w,Takayasu,2-0 (12-3)
2017.03,2,S1e,Tamawashi,1-1 (8-7),0,oshidashi,1,O1w,Terunofuji,2-0 (13-2)
2017.03,2,Y1e,Hakuho,1-1 (2-3-10),1,yorikiri,0,M2e,Sokokurai,0-2 (4-11)
2017.03,2,K1w,Shodai,1-1 (4-11),0,oshidashi,1,Y2w,Kisenosato,2-0 (13-2)
2017.03,2,Y2e,Harumafuji,1-1 (10-5),1,hatakikomi,0,M1w,Ikioi,0-2 (5-10)
2017.03,2,M1e,Takekaze,0-2 (5-10),0,yorikiri,1,Y1w,Kakuryu,2-0 (10-5)
2017.03,3,M16e,Nishikigi,1-2 (5-10),0,hikiotoshi,1,M15w,Tokushoryu,2-1 (8-7)
2017.03,3,M15e,Chiyoo,0-3 (3-8-4),0,oshidashi,1,J2e,Gagamaru,2-1 (7-8)
2017.03,3,M14w,Kyokushuho,2-1 (5-10),1,yorikiri,0,M13w,Daishomaru,2-1 (7-8)
2017.03,3,M13e,Takakeisho,2-1 (11-4),1,tsukiotoshi,0,M14e,Myogiryu,1-2 (6-9)
2017.03,3,M11e,Daieisho,1-2 (11-4),0,yorikiri,1,M11w,Ishiura,2-1 (7-8)
2017.03,3,M12w,Ura,1-2 (8-7),0,uwatenage,1,M10w,Tochiozan,3-0 (10-5)
2017.03,3,M10e,Tochinoshin,1-2 (7-8),1,yorikiri,0,M12e,Sadanoumi,0-3 (4-11)
2017.03,3,M9e,Kagayaki,0-3 (7-8),0,yorikiri,1,M8w,Okinoumi,2-1 (10-5)
2017.03,3,M9w,Kotoyuki,1-2 (5-10),0,okuridashi,1,M7w,Chiyoshoma,3-0 (9-6)
2017.03,3,M6e,Chiyonokuni,2-1 (9-6),1,tsukiotoshi,0,M6w,Aoiyama,1-2 (8-7)
2017.03,3,M7e,Ichinojo,2-1 (6-9),1,yorikiri,0,M5w,Hokutofuji,1-2 (7-8)
2017.03,3,M4e,Yoshikaze,2-1 (8-7),1,yorikiri,0,M4w,Arawashi,0-3 (3-10-2)
2017.03,3,M5e,Endo,1-2 (8-7),0,oshidashi,1,M3w,Takarafuji,3-0 (7-8)
2017.03,3,S1e,Tamawashi,1-2 (8-7),0,uwatedashinage,1,K1e,Mitakeumi,2-1 (9-6)
2017.03,3,S2e,Kotoshogiku,2-1 (9-6),0,shitatenage,1,S1w,Takayasu,3-0 (12-3)
2017.03,3,M3e,Shohozan,0-3 (5-10),0,oshitaoshi,1,O1w,Terunofuji,3-0 (13-2)
2017.03,3,O1e,Goeido,1-2 (1-5-9),0,sukuinage,1,K1w,Shodai,2-1 (4-11)
2017.03,3,M1w,Ikioi,0-3 (5-10),0,yorikiri,1,Y1w,Kakuryu,3-0 (10-5)
2017.03,3,Y1e,Hakuho,2-1 (2-3-10),1,yorikiri,0,M1e,Takekaze,0-3 (5-10)
2017.03,3,M2w,Takanoiwa,0-3 (6-9),0,oshidashi,1,Y2w,Kisenosato,3-0 (13-2)
2017.03,3,Y2e,Harumafuji,1-2 (10-5),0,hatakikomi,1,M2e,Sokokurai,1-2 (4-11)
2017.03,4,M16e,Nishikigi,2-2 (5-10),1,oshidashi,0,J2w,Onosho,3-1 (9-6)
2017.03,4,M14e,Myogiryu,1-3 (6-9),0,tsukiotoshi,1,M15w,Tokushoryu,3-1 (8-7)
2017.03,4,M13e,Takakeisho,3-1 (11-4),1,oshidashi,0,M14w,Kyokushuho,2-2 (5-10)
2017.03,4,M15e,Chiyoo,1-3 (3-8-4),1,hatakikomi,0,M13w,Daishomaru,2-2 (7-8)
2017.03,4,M11e,Daieisho,1-3 (11-4),0,oshidashi,1,M12w,Ura,2-2 (8-7)
2017.03,4,M12e,Sadanoumi,0-4 (4-11),0,shitatehineri,1,M11w,Ishiura,3-1 (7-8)
2017.03,4,M10w,Tochiozan,4-0 (10-5),1,oshidashi,0,M9w,Kotoyuki,1-3 (5-10)
2017.03,4,M7e,Ichinojo,3-1 (6-9),1,oshidashi,0,M9e,Kagayaki,0-4 (7-8)
2017.03,4,M10e,Tochinoshin,1-3 (7-8),0,yorikiri,1,M7w,Chiyoshoma,4-0 (9-6)
2017.03,4,M6e,Chiyonokuni,3-1 (9-6),1,tsukiotoshi,0,M8w,Okinoumi,2-2 (10-5)
2017.03,4,M5e,Endo,2-2 (8-7),1,yorikiri,0,M6w,Aoiyama,1-3 (8-7)
2017.03,4,M3e,Shohozan,0-4 (5-10),0,shitatenage,1,M4w,Arawashi,1-3 (3-10-2)
2017.03,4,M5w,Hokutofuji,1-3 (7-8),0,oshidashi,1,M3w,Takarafuji,4-0 (7-8)
2017.03,4,K1e,Mitakeumi,2-2 (9-6),0,yorikiri,1,S1w,Takayasu,4-0 (12-3)
