basho,rank,rikishi,height,weight
2004.03,Y1e,Asashoryu,185,140
2004.03,O1e,Chiyotaikai,181,155
2004.03,O1w,Kaio,185,175
2004.03,O2e,Tochiazuma,181,151
2004.03,O2w,Musoyama,184,175
2004.03,S1e,Wakanosato,185,150.2
2004.03,S1w,Kotomitsuki,181.5,153.8
2004.03,K1e,Kakizoe,177,139
2004.03,K1w,Shimotori,190,152
2004.03,M1e,Miyabiyama,187.5,179
2004.03,M1w,Kyokushuzan,182.5,138.4
2004.03,M2e,Dejima,180,165
2004.03,M2w,Kyokutenho,191,149
2004.03,M3e,Tochinonada,186.5,163.9
2004.03,M3w,Tamanoshima,188,156
2004.03,M4e,Aminishiki,184,126.5
2004.03,M4w,Tosanoumi,187,156
2004.03,M5e,Tokitsuumi,185,137.5
2004.03,M5w,Iwakiyama,185,175
2004.03,M6e,Hokutoriki,182.5,153
2004.03,M6w,Jumonji,186,155.5
2004.03,M7e,Tochisakae,183,150.4
2004.03,M7w,Kinkaiyama,184,163
2004.03,M8e,Takamisakari,188.5,133.5
2004.03,M8w,Takanonami,196,163.5
2004.03,M9e,Buyuzan,181,164
2004.03,M9w,Kokkai,188,151
2004.03,M10e,Kasuganishiki,187,148.5
2004.03,M10w,Kotoryu,182.5,140.2
2004.03,M11e,Asanowaka,176,140
2004.03,M11w,Takekaze,172,142
2004.03,M12e,Toki,190.5,172
2004.03,M12w,Asasekiryu,184,137.4
2004.03,M13e,Kotonowaka,191,176
2004.03,M13w,Chiyotenzan,183.5,138
2004.03,M14e,Harunoyama,188,177
2004.03,M14w,Ushiomaru,176.5,166
2004.03,M15e,Futeno,181,161
2004.03,M15w,Toyozakura,182,139
2004.03,M16e,Wakanoyama,178,164
2004.03,M16w,Kaiho,178,125
2004.03,M17e,Yotsukasa,177.5,151.5
2004.03,J1e,Oikari,176,135
2004.03,J1w,Otsukasa,174.5,148.7
2004.03,J2e,Tamakasuga,182,152.8
2004.03,J2w,Hayateumi,185,118.8
2004.03,J3e,Kobo,183,132
2004.03,J3w,Roho,194,137.5
2004.03,J4e,Wakatoba,176,140
2004.03,J4w,Kaido,177.5,150
2004.03,J5e,Takanowaka,190,152
2004.03,J5w,Nakao,172,165.5
2004.03,J6e,Kitazakura,190,177
2004.03,J6w,Kasugao,183,143.5
2004.03,J7e,Gojoro,191,154
2004.03,J7w,Tamarikido,184.5,138.5
2004.03,J8e,Towanoyama,191.5,201
2004.03,J8w,Hakuho,190.5,135
2004.03,J9e,Takanotsuru,188,174.8
2004.03,J9w,Juzan,180,163
2004.03,J10e,Hamanishiki,181,125
2004.03,J10w,Sumanofuji,177,145
2004.03,J11e,Tokitenku,185.5,127
2004.03,J11w,Dewanofuji,184,128
2004.03,J12e,Ama,184,113
2004.03,J12w,Bushuyama,191,160.5
2004.03,J13e,Daimanazuru,189,159.5
2004.03,J13w,Masutsuyoshi,180,171
2004.03,J14e,Wakakosho,185,175
2004.03,J14w,Ichinotani,181.6,128
2004.03,Ms1e,Hagiwara,185,140.5
2004.03,Ms1w,Daishodai,176,158
2004.03,Ms2e,Kotooshu,203,131
2004.03,Ms2w,Gokenzan,194,177
2004.03,Ms3e,Tochifudo,191,168.5
2004.03,Ms3w,Asofuji,178,113.5
2004.03,Ms4e,Tochinohana,183.5,137.8
2004.03,Ms4w,Toyonoshima,171,121
2004.03,Ms5e,Maikaze,179,129
2004.03,Ms5w,Fujinohana,186.5,177
2004.03,Ms6e,Ishide,176,120
2004.03,Ms6w,Kotoshogiku,178.5,130
2004.03,Ms7e,Tochitenko,179,152.5
2004.03,Ms7w,Sumiya,184,165
2004.03,Ms8e,Kotokasuga,180,127
2004.03,Ms8w,Wakatenro,183,161
2004.03,Ms9e,Kotonomine,176,127.5
2004.03,Ms9w,Yoshiazuma,196.5,158.5
2004.03,Ms10e,Oga,178,113
2004.03,Ms10w,Chiyohakuho,180,120
2004.03,Ms11e,Raiko,188,156.1
2004.03,Ms11w,Senshuyama,178,135
2004.03,Ms12e,Kimenryu,190,143
2004.03,Ms12w,Katayama,179,128
2004.03,Ms13e,Komanofuji,184,162.5
2004.03,Ms13w,Ryuho,183,135
2004.03,Ms14e,Kotokuni,185,142.5
2004.03,Ms14w,Fujinokaze,180,173
2004.03,Ms15e,Nadatsukasa,182,143.9
2004.03,Ms15w,Munakata,178.5,143.2
2004.03,Ms15TD,Takamifuji,187,141
2004.03,Ms15TD,Kanbayashi,176,132
2004.03,Ms16e,Suzukawa,186,129
2004.03,Ms16w,Kaishoryu,196,149.5
2004.03,Ms17e,Hamanoshima,179,122
2004.03,Ms17w,Yakigaya,178,157
2004.03,Ms18e,Yotsuguruma,184,141
2004.03,Ms18w,Kitataiki,184,129
2004.03,Ms19e,Tamaasuka,184,131
2004.03,Ms19w,Fukkoyama,174,130
2004.03,Ms20e,Daishochi,183.5,146
2004.03,Ms20w,Kitamura,176,115.2
2004.03,Ms21e,Kotokanyu,182,126.7
2004.03,Ms21w,Hakuba,186,105
2004.03,Ms22e,Surugatsukasa,183,152.2
2004.03,Ms22w,Toshinyama,173,152.3
2004.03,Ms23e,Daishoma,182,133
2004.03,Ms23w,Kaonishiki,178,133
2004.03,Ms24e,Koryu,186,134
2004.03,Ms24w,Wakainami,181,126
2004.03,Ms25e,Dairaido,177,144.5
2004.03,Ms25w,Yamasaki,182,131
2004.03,Ms26e,Tokinoyutaka,181.2,137.5
2004.03,Ms26w,Fukuzono,181,110
2004.03,Ms27e,Kotoiwakuni,188,158.4
2004.03,Ms27w,Kyokunankai,180,116
2004.03,Ms28e,Hochiyama,188,149.5
2004.03,Ms28w,Hakurozan,189,133.5
2004.03,Ms29e,Musashiryu,188.5,120
2004.03,Ms29w,Furuichi,174,102
2004.03,Ms30e,Futasegawa,181.5,151
2004.03,Ms30w,Kirinoumi,181,157
2004.03,Ms31e,Maenowaka,187,112
2004.03,Ms31w,Daiyuchi,190,106
2004.03,Ms32e,Wakatoryu,176.5,144
2004.03,Ms32w,Takamihana,180.5,143
2004.03,Ms33e,Kaishozan,191.5,128
2004.03,Ms33w,Shimatora,184.5,125
2004.03,Ms34e,Ryuo,176,137
2004.03,Ms34w,Tochinoyama,175,128.5
2004.03,Ms35e,Tatsuyutaka,184,139.5
2004.03,Ms35w,Ryuyo,189.5,143
2004.03,Ms36e,Asahibenten,180,162
2004.03,Ms36w,Yanagi,178,192.2
2004.03,Ms37e,Takakoyama,178,147.2
2004.03,Ms37w,Chiyonohana,178,108
2004.03,Ms38e,Ashu,172,115
2004.03,Ms38w,Hokutoiwa,177,160.5
2004.03,Ms39e,Hokutojo,188,146.5
2004.03,Ms39w,Kirinofuji,184,122
2004.03,Ms40e,Hananosato,180,111
2004.03,Ms40w,Shotenyu,184,166
2004.03,Ms41e,Kotohikari,180,151
2004.03,Ms41w,Tachigami,181,136
2004.03,Ms42e,Tooyama,188.5,159.5
2004.03,Ms42w,Tochio,185,188.5
2004.03,Ms43e,Kakuo,182,136
2004.03,Ms43w,Wakayuki,173,138
2004.03,Ms44e,Kainowaka,175,215.5
2004.03,Ms44w,Kotohino,178,144.5
2004.03,Ms45e,Tokitsukasa,179.5,137.3
2004.03,Ms45w,Masatsukasa,182,117.9
2004.03,Ms46e,Tokinoboru,174.5,86.5
2004.03,Ms46w,Sazanami,180.5,125.3
2004.03,Ms47e,Terukaze,178.5,150
2004.03,Ms47w,Nishikikaze,181,143
2004.03,Ms48e,Kyokuhikari,180,191
2004.03,Ms48w,Akinohana,179,142
2004.03,Ms49e,Tokiryu,187,151
2004.03,Ms49w,Yoshio,187,146.2
2004.03,Ms50e,Asanotosa,174,144
2004.03,Ms50w,Dewanosato,182,127
2004.03,Ms51e,Natsubori,192.5,137
2004.03,Ms51w,Rikiryu,191,145
2004.03,Ms52e,Shindo,181.5,172
2004.03,Ms52w,Shishio,178,118
2004.03,Ms53e,Kotoshiiba,182.5,130
2004.03,Ms53w,Kiyoazuma,172.5,122.8
2004.03,Ms54e,Matsumidori,189.5,139
2004.03,Ms54w,Toyonokuni,181,134
2004.03,Ms55e,Wakakasuga,192,138
2004.03,Ms55w,Kyokutenzan,189,105
2004.03,Ms56e,Koshinoryu,179,162
2004.03,Ms56w,Takanoyama,187,91
2004.03,Ms57e,Takahijiri,176,125.3
2004.03,Ms57w,Kirinowaka,176.5,113.5
2004.03,Ms58e,Asahayate,176,143
2004.03,Ms58w,Shironishiki,179,93
2004.03,Ms59e,Hoshikaze,180,114
