basho,rank,rikishi,height,weight
2003.03,Y1e,Musashimaru,192,231.5
2003.03,Y1w,Asashoryu,183.5,140.2
2003.03,O1e,Musoyama,184,171.5
2003.03,O1w,Tochiazuma,181,147.5
2003.03,O2e,Chiyotaikai,181,155
2003.03,O2w,Kaio,184.5,172
2003.03,S1e,Takanowaka,191,152
2003.03,S1w,Kotomitsuki,182,146.7
2003.03,S2e,Wakanosato,185.5,153.3
2003.03,K1e,Dejima,182,159.5
2003.03,K1w,Tosanoumi,185.5,160.7
2003.03,M1e,Takanonami,196.5,165
2003.03,M1w,Kyokutenho,190.5,144.5
2003.03,M2e,Tochinonada,188,161.4
2003.03,M2w,Takamisakari,188.5,134.6
2003.03,M3e,Shimotori,188,152
2003.03,M3w,Kotonowaka,191,177.6
2003.03,M4e,Wakanoyama,178,160
2003.03,M4w,Tamanoshima,188,155
2003.03,M5e,Kotoryu,182,141.5
2003.03,M5w,Kaiho,177.5,123.7
2003.03,M6e,Iwakiyama,185,173.5
2003.03,M6w,Toki,189.5,170.4
2003.03,M7e,Kasugao,183.5,143.5
2003.03,M7w,Kyokushuzan,181,144.4
2003.03,M8e,Tokitsuumi,184.5,134.3
2003.03,M8w,Takanotsuru,188,168.4
2003.03,M9e,Aminishiki,185,121
2003.03,M9w,Miyabiyama,187.5,178
2003.03,M10e,Asasekiryu,183,134.7
2003.03,M10w,Buyuzan,181,158.2
2003.03,M11e,Hokutoriki,183,148.6
2003.03,M11w,Tamarikido,184.5,138.3
2003.03,M12e,Kinkaiyama,184,156
2003.03,M12w,Akinoshima,175,148.6
2003.03,M13e,Kasuganishiki,187.5,146.3
2003.03,M13w,Takekaze,170.5,140.3
2003.03,M14e,Gojoro,191,156.4
2003.03,M14w,Jumonji,185.5,150
2003.03,M15e,Tochinohana,185,146.9
2003.03,J1e,Komahikari,176.5,118
2003.03,J1w,Yotsukasa,178,149.6
2003.03,J2e,Kobo,183,133.8
2003.03,J2w,Otsukasa,175,143.7
2003.03,J3e,Asanowaka,176.5,139.5
2003.03,J3w,Aogiyama,181.5,146
2003.03,J4e,Oginishiki,186,135.5
2003.03,J4w,Ushiomaru,176.5,169.6
2003.03,J5e,Senshuyama,178.5,136.7
2003.03,J5w,Oikari,176,132.5
