basho,rank,rikishi,height,weight
2012.01,Y1e,Hakuho,191,153.5
2012.01,O1e,Baruto,197,184
2012.01,O1w,Kotoshogiku,179,174
2012.01,O2e,Kotooshu,203,154.5
2012.01,O2w,Harumafuji,186,128
2012.01,O3w,Kisenosato,188,171
2012.01,S1e,Kakuryu,187,143.5
2012.01,S1w,Toyonoshima,169,146.2
2012.01,K1e,Miyabiyama,187,186
2012.01,K1w,Wakakoyu,180,167
2012.01,M1e,Takekaze,171.5,146.7
2012.01,M1w,Aminishiki,185,149
2012.01,M2e,Okinoumi,192,155.5
2012.01,M2w,Goeido,183,141
2012.01,M3e,Kitataiki,185,149.5
2012.01,M3w,Takayasu,185,155
2012.01,M4e,Homasho,186,151
2012.01,M4w,Tochinowaka,196,179.5
2012.01,M5e,Myogiryu,187,140.2
2012.01,M5w,Toyohibiki,185,176.6
2012.01,M6e,Yoshikaze,176,136
2012.01,M6w,Kyokutenho,191,158.4
2012.01,M7e,Aran,187,154.4
2012.01,M7w,Aoiyama,190,173.5
2012.01,M8e,Shohozan,177,133.6
2012.01,M8w,Tochiozan,189,148.5
2012.01,M9e,Tochinoshin,192,158
2012.01,M9w,Daido,187,160.5
2012.01,M10e,Tokitenku,186,145
2012.01,M10w,Gagamaru,185,198.7
2012.01,M11e,Fujiazuma,181,182.5
2012.01,M11w,Sadanofuji,189,170.5
2012.01,M12e,Yoshiazuma,197,166
2012.01,M12w,Tosayutaka,178,139
2012.01,M13e,Chiyonokuni,183,138.5
2012.01,M13w,Tenkaiho,183,191
2012.01,M14e,Takanoyama,185,98
2012.01,M14w,Sagatsukasa,166,134
2012.01,M15e,Asasekiryu,184,149.6
2012.01,M15w,Kyokushuho,190,144
2012.01,M16e,Kaisei,194,179.5
2012.01,M16w,Nionoumi,173,144
2012.01,J1e,Tamawashi,187,159.3
2012.01,J1w,Hochiyama,189,151.5
2012.01,J2e,Takarafuji,185,159
2012.01,J2w,Wakanosato,184,162
2012.01,J3e,Ikioi,192,139
2012.01,J3w,Masunoyama,180,179.5
2012.01,J4e,Kokkai,190,143
2012.01,J4w,Tsurugidake,180,161.5
2012.01,J5e,Shotenro,189,156.6
2012.01,J5w,Kimurayama,182,174
2012.01,J6e,Tokushoryu,181,157
2012.01,J6w,Takamisakari,188,141
2012.01,J7e,Bushuyama,190,169
2012.01,J7w,Kotoyuki,175,149.5
2012.01,J8e,Tochinonada,186,157.5
2012.01,J8w,Tamaasuka,185,148.5
2012.01,J9e,Kimikaze,183,131
2012.01,J9w,Oiwato,178,136
2012.01,J10e,Asahisho,172,128
2012.01,J10w,Masuraumi,173,142.5
2012.01,J11e,Hokutokuni,178,151
2012.01,J11w,Amuru,191.5,125.5
2012.01,J12e,Sotairyu,179,117
2012.01,J12w,Tokushinho,192.5,197
2012.01,J13e,Kitaharima,182,120
2012.01,J13w,Chiyotairyu,180,160
2012.01,J14e,Homarefuji,180,157.5
2012.01,J14w,Shironoryu,180,118
2012.01,Ms1e,Satoyama,176,119
2012.01,Ms1w,Chiyootori,177,160.5
2012.01,Ms2e,Arawashi,184,119.5
2012.01,Ms2w,Tochihiryu,178,147.5
2012.01,Ms3e,Chiyoarashi,172,138
2012.01,Ms3w,Sensho,181,129.5
2012.01,Ms4e,Tochitsubasa,168,97
2012.01,Ms4w,Kitazono,184,174
2012.01,Ms5e,Chokozan,175,120
2012.01,Ms5w,Akiseyama,182,169
2012.01,Ms6e,Dairaido,177,153
2012.01,Ms6w,Ryuden,192.5,136
2012.01,Ms7e,Tochiyashiki,178.5,143.5
2012.01,Ms7w,Wakanoshima,180.5,127.5
2012.01,Ms8e,Sadanoumi,183,125
2012.01,Ms8w,Hitenryu,188,159.5
2012.01,Ms9e,Higonojo,178.5,127
2012.01,Ms9w,Azumaryu,191,136
2012.01,Ms10e,Chiyozakura,185,146.5
2012.01,Ms10w,Hishofuji,193,199
2012.01,Ms11e,Aozora,180,125
2012.01,Ms11w,Hakiai,174,123.5
2012.01,Ms12e,Towanoyama,190.5,173.3
2012.01,Ms12w,Kagamio,181,125.5
2012.01,Ms13e,Kei,175.5,113
2012.01,Ms13w,Shosei,166,123
2012.01,Ms14e,Kaonishiki,178,161.5
2012.01,Ms14w,Ryuonami,187,123
2012.01,Ms15e,Sakumayama,185,144.5
2012.01,Ms15w,Yamashita,172.4,168
2012.01,Ms16e,Oniarashi,184,122.5
2012.01,Ms16w,Kakizoe,176,134.5
2012.01,Ms17e,Takanoiwa,181,140
2012.01,Ms17w,Suzaku,182,95
2012.01,Ms18e,Karatsuumi,182,183
2012.01,Ms18w,Ryuo,176,156.5
2012.01,Ms19e,Fujimoto,179,133.5
2012.01,Ms19w,Saishin,179.2,141.5
2012.01,Ms20e,Hamanishiki,179,122.5
2012.01,Ms20w,Dewahayate,177,119
2012.01,Ms21e,Toyonokuni,180.5,150
2012.01,Ms21w,Kotokuni,186,154.1
2012.01,Ms22e,Rikiryu,190,152
2012.01,Ms22w,Terashita,188,136.5
2012.01,Ms23e,Sakigake,180,142.6
2012.01,Ms23w,Okinofuji,181,162
2012.01,Ms24e,Chiyomaru,178,162.5
2012.01,Ms24w,Maeta,180,207.5
2012.01,Ms25e,Shoketsu,184,158
2012.01,Ms25w,Matsumoto,178,125
2012.01,Ms26e,Takageppo,173,126
2012.01,Ms26w,Tochinohama,186,156.5
2012.01,Ms27e,Kamei,193,135
2012.01,Ms27w,Nankairiki,175,128.5
2012.01,Ms28e,Buseizan,185,154
2012.01,Ms28w,Kawanari,184.5,190.6
2012.01,Ms29e,Higoarashi,181.5,163.5
2012.01,Ms29w,Takateru,173.5,131
2012.01,Ms30e,Sasakiyama,179.5,133
2012.01,Ms30w,Kotoyutaka,184.5,142
2012.01,Ms31e,Kazafuzan,182,162.5
2012.01,Ms31w,Kotokobai,172,127.1
2012.01,Ms32e,Katsunofuji,182.4,137
2012.01,Ms32w,Musashiumi,183.5,138.5
2012.01,Ms33e,Chiyoo,177,131
2012.01,Ms33w,Kotofukuju,185,157.5
2012.01,Ms34e,Bungonishiki,182,152
2012.01,Ms34w,Byakko,187,134
2012.01,Ms35e,Yotsuguruma,183.5,146.8
2012.01,Ms35w,Tochinoyama,175,130
2012.01,Ms36e,Seiro,186,127
2012.01,Ms36w,Fukugoriki,180.5,146
2012.01,Ms37e,Takakiho,178,147
2012.01,Ms37w,Kairyu,178,133
2012.01,Ms38e,Kotomisen,182,150.8
2012.01,Ms38w,Teraomaru,191,144
2012.01,Ms39e,Mankajo,181,193
2012.01,Ms39w,Kumagai,185,133.5
2012.01,Ms40e,Tatsu,193,146.5
2012.01,Ms40w,Wakakasuga,192.5,151.5
2012.01,Ms41e,Kamiyutaka,182.5,134.3
2012.01,Ms41w,Hokuo,177,115
2012.01,Ms42e,Amatsu,180,136
2012.01,Ms42w,Tamadaiki,180,132.5
2012.01,Ms43e,Notozakura,177,143
2012.01,Ms43w,Shoho,181,125.5
2012.01,Ms44e,Migikataagari,174,149
2012.01,Ms44w,Yamatofuji,188,139.5
2012.01,Ms45e,Rendaiyama,179,146.5
2012.01,Ms45w,Takatoshi,174,129.5
2012.01,Ms46e,Tsurubayashi,176,121.5
2012.01,Ms46w,Wakaryusei,185,120.5
2012.01,Ms47e,Miyanokuni,182,155
2012.01,Ms47w,Tokachiumi,190,138
2012.01,Ms48e,Asabenkei,190,173.5
2012.01,Ms48w,Kansei,182,145
2012.01,Ms49e,Inoue,179,152
2012.01,Ms49w,Nakanokuni,185,147.5
2012.01,Ms50e,Hokaho,185,131
2012.01,Ms50w,Tenichi,175.5,143
2012.01,Ms51e,Kyokutaisei,182.5,106.5
2012.01,Ms51w,Genkaiho,175.5,128.8
2012.01,Ms52e,Maegunzan,180,167
2012.01,Ms52w,Masutoo,186,167.5
2012.01,Ms53e,Nishikikaze,179,146.7
2012.01,Ms53w,Hokkairyu,186.5,143
2012.01,Ms54e,Kotodaishin,178,147
2012.01,Ms54w,Daishoiwa,181,139
2012.01,Ms55e,Wakarikido,187,159
2012.01,Ms55w,Masumiura,171.5,110.5
