basho,rank,rikishi,height,weight
2000.01,Y1e,Musashimaru,191.6,224
2000.01,Y1w,Takanohana,185.3,158
2000.01,Y2e,Wakanohana,178.5,124.5
2000.01,Y2w,Akebono,203.5,232
2000.01,O1e,Dejima,180,153
2000.01,O1w,Chiyotaikai,181.5,158
2000.01,S1e,Kaio,184.5,165.5
2000.01,S1w,Tochiazuma,180.4,145
2000.01,S2e,Musoyama,184,167
2000.01,S2w,Takanonami,196.2,168.5
2000.01,K1e,Tosanoumi,186,162
2000.01,K1w,Miyabiyama,187.7,171
2000.01,M1e,Toki,189,167
2000.01,M1w,Kotoryu,183,146
2000.01,M2e,Kotonowaka,190.5,177
2000.01,M2w,Asanowaka,176,139
2000.01,M3e,Kotonishiki,175.5,134.5
2000.01,M3w,Higonoumi,183,148
2000.01,M4e,Tochinonada,188,164
2000.01,M4w,Akinoshima,175,154.5
2000.01,M5e,Hamanoshima,178,119.5
2000.01,M5w,Shikishima,183.5,184.5
2000.01,M6e,Kyokushuzan,181.5,137
2000.01,M6w,Aogiyama,181.5,153
2000.01,M7e,Terao,185,111.5
2000.01,M7w,Wakanoyama,177,158
2000.01,M8e,Tamakasuga,183,150
2000.01,M8w,Asanosho,184.5,144.5
2000.01,M9e,Kaiho,178,122
2000.01,M9w,Minatofuji,187,169.5
2000.01,M10e,Takatoriki,180.5,152
2000.01,M10w,Otsukasa,176,150
2000.01,M11e,Chiyotenzan,183.7,146
2000.01,M11w,Tokitsuumi,184,127
2000.01,M12e,Takanowaka,190,131
2000.01,M12w,Ohinode,184,151.5
2000.01,M13e,Kyokutenho,191,141.5
2000.01,M13w,Oikari,176.5,130
2000.01,M14e,Kinkaiyama,183.6,149.5
2000.01,M14w,Wakanosato,185,155.5
