basho,rank,rikishi,height,weight
2002.09,Y1e,Musashimaru,192,227
2002.09,Y1w,Takanohana,185,161
2002.09,O1e,Chiyotaikai,181.5,155
2002.09,O1w,Tochiazuma,180,145
2002.09,O2e,Kaio,185,168.5
2002.09,O2w,Musoyama,183.5,166
2002.09,O3e,Asashoryu,183.5,132
2002.09,S1e,Wakanosato,184.5,152
2002.09,S1w,Tosanoumi,187,154.5
2002.09,K1e,Takamisakari,189,134
2002.09,K1w,Takanonami,196.5,163
2002.09,M1e,Miyabiyama,187.5,176.5
2002.09,M1w,Tochinonada,187,153
2002.09,M2e,Shimotori,187.5,146.5
2002.09,M2w,Toki,190,174
2002.09,M3e,Kyokutenho,191,147
2002.09,M3w,Kotoryu,183,143
2002.09,M4e,Tochisakae,185,158
2002.09,M4w,Takanowaka,190,147.5
2002.09,M5e,Tamanoshima,188,149
2002.09,M5w,Buyuzan,181,160
2002.09,M6e,Hokutoriki,182.5,141.5
2002.09,M6w,Tokitsuumi,185,132.5
2002.09,M7e,Kotomitsuki,181.5,151.5
2002.09,M7w,Aminishiki,185,122.5
2002.09,M8e,Kaiho,177.5,120.5
2002.09,M8w,Tamakasuga,183,151
2002.09,M9e,Kotonowaka,190.5,180
2002.09,M9w,Gojoro,191,153
2002.09,M10e,Dejima,180.5,163
2002.09,M10w,Kasuganishiki,187,141
2002.09,M11e,Daizen,188,156
2002.09,M11w,Kyokushuzan,183,146
2002.09,M12e,Wakanoyama,177,160
2002.09,M12w,Otsukasa,174,147
2002.09,M13e,Akinoshima,175,150.5
2002.09,M13w,Asanowaka,176,136
2002.09,M14e,Tochinohana,184.5,147
2002.09,M14w,Aogiyama,181.5,148.5
2002.09,M15e,Ushiomaru,176.5,164
2002.09,J1e,Iwakiyama,184.5,162
2002.09,J1w,Hayateumi,183.5,129
2002.09,J2e,Senshuyama,177.5,138
2002.09,J2w,Oikari,176,133
2002.09,J3e,Takanotsuru,188,161
2002.09,J3w,Jumonji,185.5,149.5
2002.09,J4e,Kobo,182.5,134.5
2002.09,J4w,Tamarikido,185,139
2002.09,J5e,Chiyotenzan,184,142
2002.09,J5w,Komahikari,176.5,117
2002.09,J6e,Oginishiki,186,134
2002.09,J6w,Higonoumi,182,151.5
2002.09,J7e,Kitazakura,189.5,175.5
2002.09,J7w,Hamanishiki,181,126
2002.09,J8e,Juzan,180.5,167
2002.09,J8w,Wakakosho,184.5,181
2002.09,J9e,Kasugao,183,140
2002.09,J9w,Kotokanyu,182,131
2002.09,J10e,Harunoyama,188,167.5
2002.09,J10w,Kinkaiyama,184,157
2002.09,J11e,Terao,184,114
2002.09,J11w,Takatoriki,180,144
2002.09,J12e,Toyozakura,182,137
2002.09,J12w,Takekaze,170,138
2002.09,J13e,Asasekiryu,183,132
2002.09,J13w,Tomikaze,180.5,139
2002.09,Ms1e,Wakatenro,183,157
2002.09,Ms1w,Kokkai,187.5,145
2002.09,Ms2e,Ryuho,184,136
2002.09,Ms2w,Yotsukasa,178,142
2002.09,Ms3e,Hokutoiwa,176.5,154
2002.09,Ms3w,Furuichi,173.5,101
2002.09,Ms4e,Gokenzan,194,182
2002.09,Ms4w,Tanaka,177.5,155
2002.09,Ms5e,Sumanofuji,176,145
2002.09,Ms5w,Yoshiazuma,196.5,156
2002.09,Ms6e,Kotonomine,176,120
2002.09,Ms6w,Asamiyoshi,175,185
2002.09,Ms7e,Daishodai,175,162
2002.09,Ms7w,Toyonokuni,181,130
2002.09,Ms8e,Wakatoba,175,130.5
2002.09,Ms8w,Hamanoshima,178.5,122
2002.09,Ms9e,Ryukai,178,130
2002.09,Ms9w,Wakainami,180.5,132
2002.09,Ms10e,Daimanazuru,188.5,164.5
2002.09,Ms10w,Tochitenko,179.5,148
2002.09,Ms11e,Hidenokuni,178,160
2002.09,Ms11w,Minatofuji,186,170
2002.09,Ms12e,Tochinoyama,176,125
2002.09,Ms12w,Tochitaiki,170.5,161
2002.09,Ms13e,Raido,177,143
2002.09,Ms13w,Tashiro,188,164
2002.09,Ms14e,Kotohino,177,141
